buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,tuning_run,k,exponent,standard_dev_mult,estimate
vhigh,low,3,2,big,med,unacc,358,6,12,2,1,unacc
vhigh,low,3,2,big,med,unacc,358,6,18,2,1,unacc
vhigh,low,3,2,big,med,unacc,358,6,24,2,1,unacc
vhigh,high,5more,2,small,med,unacc,190,6,6,1,1,unacc
vhigh,high,5more,2,small,med,unacc,190,6,12,1,1,unacc
vhigh,high,5more,2,small,med,unacc,190,6,18,1,1,unacc
vhigh,high,5more,2,small,med,unacc,190,6,24,1,1,unacc
vhigh,high,5more,2,small,med,unacc,190,6,6,2,1,unacc
vhigh,high,5more,2,small,med,unacc,190,6,12,2,1,unacc
vhigh,high,5more,2,small,med,unacc,190,6,18,2,1,unacc
vhigh,high,5more,2,small,med,unacc,190,6,24,2,1,unacc
vhigh,low,3,4,big,low,unacc,366,6,6,1,1,unacc
vhigh,low,3,4,big,low,unacc,366,6,12,1,1,unacc
vhigh,low,3,4,big,low,unacc,366,6,18,1,1,unacc
vhigh,low,3,4,big,low,unacc,366,6,24,1,1,unacc
vhigh,low,3,4,big,low,unacc,366,6,6,2,1,unacc
vhigh,low,3,4,big,low,unacc,366,6,12,2,1,unacc
vhigh,low,3,4,big,low,unacc,366,6,18,2,1,unacc
vhigh,low,3,4,big,low,unacc,366,6,24,2,1,unacc
med,med,2,2,small,high,unacc,1082,6,6,1,1,unacc
med,med,2,2,small,high,unacc,1082,6,12,1,1,unacc
med,med,2,2,small,high,unacc,1082,6,18,1,1,unacc
med,med,2,2,small,high,unacc,1082,6,24,1,1,unacc
med,med,2,2,small,high,unacc,1082,6,6,2,1,unacc
med,med,2,2,small,high,unacc,1082,6,12,2,1,unacc
med,med,2,2,small,high,unacc,1082,6,18,2,1,unacc
med,med,2,2,small,high,unacc,1082,6,24,2,1,unacc
low,vhigh,3,4,med,med,unacc,1336,6,6,1,1,acc
low,vhigh,3,4,med,med,unacc,1336,6,12,1,1,acc
low,vhigh,3,4,med,med,unacc,1336,6,18,1,1,acc
low,vhigh,3,4,med,med,unacc,1336,6,24,1,1,acc
low,vhigh,3,4,med,med,unacc,1336,6,6,2,1,acc
low,vhigh,3,4,med,med,unacc,1336,6,12,2,1,acc
low,vhigh,3,4,med,med,unacc,1336,6,18,2,1,acc
low,vhigh,3,4,med,med,unacc,1336,6,24,2,1,acc
low,vhigh,2,2,big,med,unacc,1303,6,6,1,1,unacc
low,vhigh,2,2,big,med,unacc,1303,6,12,1,1,unacc
low,vhigh,2,2,big,med,unacc,1303,6,18,1,1,unacc
low,vhigh,2,2,big,med,unacc,1303,6,24,1,1,unacc
low,vhigh,2,2,big,med,unacc,1303,6,6,2,1,unacc
low,vhigh,2,2,big,med,unacc,1303,6,12,2,1,unacc
low,vhigh,2,2,big,med,unacc,1303,6,18,2,1,unacc
low,vhigh,2,2,big,med,unacc,1303,6,24,2,1,unacc
vhigh,low,3,2,small,low,unacc,351,6,6,1,1,unacc
vhigh,low,3,2,small,low,unacc,351,6,12,1,1,unacc
vhigh,low,3,2,small,low,unacc,351,6,18,1,1,unacc
vhigh,low,3,2,small,low,unacc,351,6,24,1,1,unacc
vhigh,low,3,2,small,low,unacc,351,6,6,2,1,unacc
vhigh,low,3,2,small,low,unacc,351,6,12,2,1,unacc
vhigh,low,3,2,small,low,unacc,351,6,18,2,1,unacc
vhigh,low,3,2,small,low,unacc,351,6,24,2,1,unacc
vhigh,high,4,4,med,med,unacc,175,6,6,1,1,acc
vhigh,high,4,4,med,med,unacc,175,6,12,1,1,unacc
vhigh,high,4,4,med,med,unacc,175,6,18,1,1,unacc
vhigh,high,4,4,med,med,unacc,175,6,24,1,1,unacc
vhigh,high,4,4,med,med,unacc,175,6,6,2,1,unacc
vhigh,high,4,4,med,med,unacc,175,6,12,2,1,unacc
vhigh,high,4,4,med,med,unacc,175,6,18,2,1,unacc
vhigh,high,4,4,med,med,unacc,175,6,24,2,1,unacc
high,high,5more,4,big,low,unacc,636,6,6,1,1,unacc
high,high,5more,4,big,low,unacc,636,6,12,1,1,unacc
high,high,5more,4,big,low,unacc,636,6,18,1,1,unacc
high,high,5more,4,big,low,unacc,636,6,24,1,1,unacc
high,high,5more,4,big,low,unacc,636,6,6,2,1,unacc
high,high,5more,4,big,low,unacc,636,6,12,2,1,unacc
high,high,5more,4,big,low,unacc,636,6,18,2,1,unacc
high,high,5more,4,big,low,unacc,636,6,24,2,1,unacc
med,vhigh,3,more,small,low,unacc,909,6,6,1,1,unacc
med,vhigh,3,more,small,low,unacc,909,6,12,1,1,unacc
med,vhigh,3,more,small,low,unacc,909,6,18,1,1,unacc
med,vhigh,3,more,small,low,unacc,909,6,24,1,1,unacc
med,vhigh,3,more,small,low,unacc,909,6,6,2,1,unacc
med,vhigh,3,more,small,low,unacc,909,6,12,2,1,unacc
med,vhigh,3,more,small,low,unacc,909,6,18,2,1,unacc
med,vhigh,3,more,small,low,unacc,909,6,24,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,6,6,1,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,6,12,1,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,6,18,1,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,6,24,1,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,6,6,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,6,12,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,6,18,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,6,24,2,1,unacc
low,med,4,2,small,high,unacc,1568,6,6,1,1,unacc
low,med,4,2,small,high,unacc,1568,6,12,1,1,unacc
low,med,4,2,small,high,unacc,1568,6,18,1,1,unacc
low,med,4,2,small,high,unacc,1568,6,24,1,1,unacc
low,med,4,2,small,high,unacc,1568,6,6,2,1,unacc
low,med,4,2,small,high,unacc,1568,6,12,2,1,unacc
low,med,4,2,small,high,unacc,1568,6,18,2,1,unacc
low,med,4,2,small,high,unacc,1568,6,24,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,6,6,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,6,12,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,6,18,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,6,24,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,6,6,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,6,12,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,6,18,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,6,24,2,1,unacc
high,low,5more,2,small,high,unacc,839,6,6,1,1,unacc
high,low,5more,2,small,high,unacc,839,6,12,1,1,unacc
high,low,5more,2,small,high,unacc,839,6,18,1,1,unacc
high,low,5more,2,small,high,unacc,839,6,24,1,1,unacc
high,low,5more,2,small,high,unacc,839,6,6,2,1,unacc
high,low,5more,2,small,high,unacc,839,6,12,2,1,unacc
high,low,5more,2,small,high,unacc,839,6,18,2,1,unacc
high,low,5more,2,small,high,unacc,839,6,24,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,6,6,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,6,12,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,6,18,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,6,24,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,6,6,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,6,12,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,6,18,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,6,24,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,6,6,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,6,12,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,6,18,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,6,24,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,6,6,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,6,12,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,6,18,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,6,24,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,6,6,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,6,12,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,6,18,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,6,24,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,6,6,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,6,12,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,6,18,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,6,24,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,6,6,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,6,12,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,6,18,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,6,24,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,6,6,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,6,12,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,6,18,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,6,24,2,1,unacc
high,high,2,2,small,high,unacc,542,6,6,1,1,unacc
high,high,2,2,small,high,unacc,542,6,12,1,1,unacc
high,high,2,2,small,high,unacc,542,6,18,1,1,unacc
high,high,2,2,small,high,unacc,542,6,24,1,1,unacc
high,high,2,2,small,high,unacc,542,6,6,2,1,unacc
high,high,2,2,small,high,unacc,542,6,12,2,1,unacc
high,high,2,2,small,high,unacc,542,6,18,2,1,unacc
high,high,2,2,small,high,unacc,542,6,24,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,6,6,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,6,12,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,6,18,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,6,24,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,6,6,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,6,12,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,6,18,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,6,24,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,6,6,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,6,12,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,6,18,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,6,24,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,6,6,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,6,12,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,6,18,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,6,24,2,1,unacc
low,low,5more,2,med,high,unacc,1706,6,6,1,1,unacc
low,low,5more,2,med,high,unacc,1706,6,12,1,1,unacc
low,low,5more,2,med,high,unacc,1706,6,18,1,1,unacc
low,low,5more,2,med,high,unacc,1706,6,24,1,1,unacc
low,low,5more,2,med,high,unacc,1706,6,6,2,1,unacc
low,low,5more,2,med,high,unacc,1706,6,12,2,1,unacc
low,low,5more,2,med,high,unacc,1706,6,18,2,1,unacc
low,low,5more,2,med,high,unacc,1706,6,24,2,1,unacc
high,low,2,2,med,high,unacc,761,6,6,1,1,unacc
high,low,2,2,med,high,unacc,761,6,12,1,1,unacc
high,low,2,2,med,high,unacc,761,6,18,1,1,unacc
high,low,2,2,med,high,unacc,761,6,24,1,1,unacc
high,low,2,2,med,high,unacc,761,6,6,2,1,unacc
high,low,2,2,med,high,unacc,761,6,12,2,1,unacc
high,low,2,2,med,high,unacc,761,6,18,2,1,unacc
high,low,2,2,med,high,unacc,761,6,24,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,6,6,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,6,12,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,6,18,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,6,24,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,6,6,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,6,12,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,6,18,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,6,24,2,1,unacc
high,high,3,4,small,med,unacc,577,6,6,1,1,unacc
high,high,3,4,small,med,unacc,577,6,12,1,1,unacc
high,high,3,4,small,med,unacc,577,6,18,1,1,unacc
high,high,3,4,small,med,unacc,577,6,24,1,1,unacc
high,high,3,4,small,med,unacc,577,6,6,2,1,unacc
high,high,3,4,small,med,unacc,577,6,12,2,1,unacc
high,high,3,4,small,med,unacc,577,6,18,2,1,unacc
high,high,3,4,small,med,unacc,577,6,24,2,1,unacc
med,low,4,2,med,high,unacc,1247,6,6,1,1,unacc
med,low,4,2,med,high,unacc,1247,6,12,1,1,unacc
med,low,4,2,med,high,unacc,1247,6,18,1,1,unacc
med,low,4,2,med,high,unacc,1247,6,24,1,1,unacc
med,low,4,2,med,high,unacc,1247,6,6,2,1,unacc
med,low,4,2,med,high,unacc,1247,6,12,2,1,unacc
med,low,4,2,med,high,unacc,1247,6,18,2,1,unacc
med,low,4,2,med,high,unacc,1247,6,24,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,6,6,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,6,12,1,1,acc
med,vhigh,5more,more,small,med,unacc,964,6,18,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,6,24,1,1,acc
med,vhigh,5more,more,small,med,unacc,964,6,6,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,6,12,2,1,acc
med,vhigh,5more,more,small,med,unacc,964,6,18,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,6,24,2,1,acc
med,high,3,2,med,med,unacc,1003,6,6,1,1,unacc
med,high,3,2,med,med,unacc,1003,6,12,1,1,unacc
med,high,3,2,med,med,unacc,1003,6,18,1,1,unacc
med,high,3,2,med,med,unacc,1003,6,24,1,1,unacc
med,high,3,2,med,med,unacc,1003,6,6,2,1,unacc
med,high,3,2,med,med,unacc,1003,6,12,2,1,unacc
med,high,3,2,med,med,unacc,1003,6,18,2,1,unacc
med,high,3,2,med,med,unacc,1003,6,24,2,1,unacc
vhigh,high,4,4,big,med,unacc,178,6,6,1,1,unacc
vhigh,high,4,4,big,med,unacc,178,6,12,1,1,acc
vhigh,high,4,4,big,med,unacc,178,6,18,1,1,acc
vhigh,high,4,4,big,med,unacc,178,6,24,1,1,acc
vhigh,high,4,4,big,med,unacc,178,6,6,2,1,acc
vhigh,high,4,4,big,med,unacc,178,6,12,2,1,acc
vhigh,high,4,4,big,med,unacc,178,6,18,2,1,acc
vhigh,high,4,4,big,med,unacc,178,6,24,2,1,acc
vhigh,med,3,2,med,low,unacc,246,6,6,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,6,12,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,6,18,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,6,24,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,6,6,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,6,12,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,6,18,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,6,24,2,1,unacc
low,high,3,more,med,low,unacc,1452,6,6,1,1,unacc
low,high,3,more,med,low,unacc,1452,6,12,1,1,unacc
low,high,3,more,med,low,unacc,1452,6,18,1,1,unacc
low,high,3,more,med,low,unacc,1452,6,24,1,1,unacc
low,high,3,more,med,low,unacc,1452,6,6,2,1,unacc
low,high,3,more,med,low,unacc,1452,6,12,2,1,unacc
low,high,3,more,med,low,unacc,1452,6,18,2,1,unacc
low,high,3,more,med,low,unacc,1452,6,24,2,1,unacc
low,med,5more,more,big,low,unacc,1617,6,6,1,1,unacc
low,med,5more,more,big,low,unacc,1617,6,12,1,1,unacc
low,med,5more,more,big,low,unacc,1617,6,18,1,1,unacc
low,med,5more,more,big,low,unacc,1617,6,24,1,1,unacc
low,med,5more,more,big,low,unacc,1617,6,6,2,1,unacc
low,med,5more,more,big,low,unacc,1617,6,12,2,1,unacc
low,med,5more,more,big,low,unacc,1617,6,18,2,1,unacc
low,med,5more,more,big,low,unacc,1617,6,24,2,1,unacc
low,high,2,4,big,low,unacc,1419,6,6,1,1,unacc
low,high,2,4,big,low,unacc,1419,6,12,1,1,unacc
low,high,2,4,big,low,unacc,1419,6,18,1,1,unacc
low,high,2,4,big,low,unacc,1419,6,24,1,1,unacc
low,high,2,4,big,low,unacc,1419,6,6,2,1,unacc
low,high,2,4,big,low,unacc,1419,6,12,2,1,unacc
low,high,2,4,big,low,unacc,1419,6,18,2,1,unacc
low,high,2,4,big,low,unacc,1419,6,24,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,6,6,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,6,12,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,6,18,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,6,24,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,6,6,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,6,12,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,6,18,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,6,24,2,1,unacc
vhigh,high,3,more,big,med,unacc,160,6,6,1,1,unacc
vhigh,high,3,more,big,med,unacc,160,6,12,1,1,acc
vhigh,high,3,more,big,med,unacc,160,6,18,1,1,unacc
vhigh,high,3,more,big,med,unacc,160,6,24,1,1,acc
vhigh,high,3,more,big,med,unacc,160,6,6,2,1,unacc
vhigh,high,3,more,big,med,unacc,160,6,12,2,1,acc
vhigh,high,3,more,big,med,unacc,160,6,18,2,1,acc
vhigh,high,3,more,big,med,unacc,160,6,24,2,1,acc
med,high,3,2,small,low,unacc,999,6,6,1,1,unacc
med,high,3,2,small,low,unacc,999,6,12,1,1,unacc
med,high,3,2,small,low,unacc,999,6,18,1,1,unacc
med,high,3,2,small,low,unacc,999,6,24,1,1,unacc
med,high,3,2,small,low,unacc,999,6,6,2,1,unacc
med,high,3,2,small,low,unacc,999,6,12,2,1,unacc
med,high,3,2,small,low,unacc,999,6,18,2,1,unacc
med,high,3,2,small,low,unacc,999,6,24,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,6,6,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,6,12,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,6,18,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,6,24,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,6,6,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,6,12,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,6,18,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,6,24,2,1,unacc
low,low,2,4,med,low,unacc,1632,6,6,1,1,unacc
low,low,2,4,med,low,unacc,1632,6,12,1,1,unacc
low,low,2,4,med,low,unacc,1632,6,18,1,1,unacc
low,low,2,4,med,low,unacc,1632,6,24,1,1,unacc
low,low,2,4,med,low,unacc,1632,6,6,2,1,unacc
low,low,2,4,med,low,unacc,1632,6,12,2,1,unacc
low,low,2,4,med,low,unacc,1632,6,18,2,1,unacc
low,low,2,4,med,low,unacc,1632,6,24,2,1,unacc
low,low,4,4,med,low,unacc,1686,6,6,1,1,unacc
low,low,4,4,med,low,unacc,1686,6,12,1,1,unacc
low,low,4,4,med,low,unacc,1686,6,18,1,1,unacc
low,low,4,4,med,low,unacc,1686,6,24,1,1,unacc
low,low,4,4,med,low,unacc,1686,6,6,2,1,unacc
low,low,4,4,med,low,unacc,1686,6,12,2,1,unacc
low,low,4,4,med,low,unacc,1686,6,18,2,1,unacc
low,low,4,4,med,low,unacc,1686,6,24,2,1,unacc
high,low,2,2,med,low,unacc,759,6,6,1,1,unacc
high,low,2,2,med,low,unacc,759,6,12,1,1,unacc
high,low,2,2,med,low,unacc,759,6,18,1,1,unacc
high,low,2,2,med,low,unacc,759,6,24,1,1,unacc
high,low,2,2,med,low,unacc,759,6,6,2,1,unacc
high,low,2,2,med,low,unacc,759,6,12,2,1,unacc
high,low,2,2,med,low,unacc,759,6,18,2,1,unacc
high,low,2,2,med,low,unacc,759,6,24,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,6,6,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,6,12,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,6,18,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,6,24,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,6,6,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,6,12,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,6,18,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,6,24,2,1,unacc
med,med,3,4,med,low,unacc,1119,6,6,1,1,unacc
med,med,3,4,med,low,unacc,1119,6,12,1,1,unacc
med,med,3,4,med,low,unacc,1119,6,18,1,1,unacc
med,med,3,4,med,low,unacc,1119,6,24,1,1,unacc
med,med,3,4,med,low,unacc,1119,6,6,2,1,unacc
med,med,3,4,med,low,unacc,1119,6,12,2,1,unacc
med,med,3,4,med,low,unacc,1119,6,18,2,1,unacc
med,med,3,4,med,low,unacc,1119,6,24,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,6,6,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,6,12,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,6,18,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,6,24,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,6,6,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,6,12,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,6,18,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,6,24,2,1,unacc
high,high,3,2,med,med,unacc,571,6,6,1,1,unacc
high,high,3,2,med,med,unacc,571,6,12,1,1,unacc
high,high,3,2,med,med,unacc,571,6,18,1,1,unacc
high,high,3,2,med,med,unacc,571,6,24,1,1,unacc
high,high,3,2,med,med,unacc,571,6,6,2,1,unacc
high,high,3,2,med,med,unacc,571,6,12,2,1,unacc
high,high,3,2,med,med,unacc,571,6,18,2,1,unacc
high,high,3,2,med,med,unacc,571,6,24,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,6,6,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,6,12,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,6,18,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,6,24,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,6,6,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,6,12,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,6,18,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,6,24,2,1,unacc
high,med,5more,2,small,high,unacc,731,6,6,1,1,unacc
high,med,5more,2,small,high,unacc,731,6,12,1,1,unacc
high,med,5more,2,small,high,unacc,731,6,18,1,1,unacc
high,med,5more,2,small,high,unacc,731,6,24,1,1,unacc
high,med,5more,2,small,high,unacc,731,6,6,2,1,unacc
high,med,5more,2,small,high,unacc,731,6,12,2,1,unacc
high,med,5more,2,small,high,unacc,731,6,18,2,1,unacc
high,med,5more,2,small,high,unacc,731,6,24,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,6,6,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,6,12,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,6,18,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,6,24,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,6,6,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,6,12,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,6,18,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,6,24,2,1,unacc
high,med,2,2,small,low,unacc,648,6,6,1,1,unacc
high,med,2,2,small,low,unacc,648,6,12,1,1,unacc
high,med,2,2,small,low,unacc,648,6,18,1,1,unacc
high,med,2,2,small,low,unacc,648,6,24,1,1,unacc
high,med,2,2,small,low,unacc,648,6,6,2,1,unacc
high,med,2,2,small,low,unacc,648,6,12,2,1,unacc
high,med,2,2,small,low,unacc,648,6,18,2,1,unacc
high,med,2,2,small,low,unacc,648,6,24,2,1,unacc
low,low,2,2,big,med,unacc,1627,6,6,1,1,unacc
low,low,2,2,big,med,unacc,1627,6,12,1,1,unacc
low,low,2,2,big,med,unacc,1627,6,18,1,1,unacc
low,low,2,2,big,med,unacc,1627,6,24,1,1,unacc
low,low,2,2,big,med,unacc,1627,6,6,2,1,unacc
low,low,2,2,big,med,unacc,1627,6,12,2,1,unacc
