buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,tuning_run,k,exponent,standard_dev_mult,estimate
low,vhigh,3,4,med,med,unacc,1336,4,24,2,1,acc
low,vhigh,2,2,big,med,unacc,1303,4,6,1,1,unacc
low,vhigh,2,2,big,med,unacc,1303,4,12,1,1,unacc
low,vhigh,2,2,big,med,unacc,1303,4,18,1,1,unacc
low,vhigh,2,2,big,med,unacc,1303,4,24,1,1,unacc
low,vhigh,2,2,big,med,unacc,1303,4,6,2,1,unacc
low,vhigh,2,2,big,med,unacc,1303,4,12,2,1,unacc
low,vhigh,2,2,big,med,unacc,1303,4,18,2,1,unacc
low,vhigh,2,2,big,med,unacc,1303,4,24,2,1,unacc
vhigh,low,3,2,small,low,unacc,351,4,6,1,1,unacc
vhigh,low,3,2,small,low,unacc,351,4,12,1,1,unacc
vhigh,low,3,2,small,low,unacc,351,4,18,1,1,unacc
vhigh,low,3,2,small,low,unacc,351,4,24,1,1,unacc
vhigh,low,3,2,small,low,unacc,351,4,6,2,1,unacc
vhigh,low,3,2,small,low,unacc,351,4,12,2,1,unacc
vhigh,low,3,2,small,low,unacc,351,4,18,2,1,unacc
vhigh,low,3,2,small,low,unacc,351,4,24,2,1,unacc
vhigh,high,4,4,med,med,unacc,175,4,6,1,1,acc
vhigh,high,4,4,med,med,unacc,175,4,12,1,1,acc
vhigh,high,4,4,med,med,unacc,175,4,18,1,1,unacc
vhigh,high,4,4,med,med,unacc,175,4,24,1,1,unacc
vhigh,high,4,4,med,med,unacc,175,4,6,2,1,acc
vhigh,high,4,4,med,med,unacc,175,4,12,2,1,acc
vhigh,high,4,4,med,med,unacc,175,4,18,2,1,acc
vhigh,high,4,4,med,med,unacc,175,4,24,2,1,acc
high,high,5more,4,big,low,unacc,636,4,6,1,1,unacc
high,high,5more,4,big,low,unacc,636,4,12,1,1,unacc
high,high,5more,4,big,low,unacc,636,4,18,1,1,unacc
high,high,5more,4,big,low,unacc,636,4,24,1,1,unacc
high,high,5more,4,big,low,unacc,636,4,6,2,1,unacc
high,high,5more,4,big,low,unacc,636,4,12,2,1,unacc
high,high,5more,4,big,low,unacc,636,4,18,2,1,unacc
high,high,5more,4,big,low,unacc,636,4,24,2,1,unacc
med,vhigh,3,more,small,low,unacc,909,4,6,1,1,unacc
med,vhigh,3,more,small,low,unacc,909,4,12,1,1,unacc
med,vhigh,3,more,small,low,unacc,909,4,18,1,1,unacc
med,vhigh,3,more,small,low,unacc,909,4,24,1,1,unacc
med,vhigh,3,more,small,low,unacc,909,4,6,2,1,unacc
med,vhigh,3,more,small,low,unacc,909,4,12,2,1,unacc
med,vhigh,3,more,small,low,unacc,909,4,18,2,1,unacc
med,vhigh,3,more,small,low,unacc,909,4,24,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,4,6,1,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,4,12,1,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,4,18,1,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,4,24,1,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,4,6,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,4,12,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,4,18,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,4,24,2,1,unacc
low,med,4,2,small,high,unacc,1568,4,6,1,1,unacc
low,med,4,2,small,high,unacc,1568,4,12,1,1,unacc
low,med,4,2,small,high,unacc,1568,4,18,1,1,unacc
low,med,4,2,small,high,unacc,1568,4,24,1,1,unacc
low,med,4,2,small,high,unacc,1568,4,6,2,1,unacc
low,med,4,2,small,high,unacc,1568,4,12,2,1,unacc
low,med,4,2,small,high,unacc,1568,4,18,2,1,unacc
low,med,4,2,small,high,unacc,1568,4,24,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,4,6,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,4,12,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,4,18,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,4,24,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,4,6,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,4,12,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,4,18,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,4,24,2,1,unacc
high,low,5more,2,small,high,unacc,839,4,6,1,1,unacc
high,low,5more,2,small,high,unacc,839,4,12,1,1,unacc
high,low,5more,2,small,high,unacc,839,4,18,1,1,unacc
high,low,5more,2,small,high,unacc,839,4,24,1,1,unacc
high,low,5more,2,small,high,unacc,839,4,6,2,1,unacc
high,low,5more,2,small,high,unacc,839,4,12,2,1,unacc
high,low,5more,2,small,high,unacc,839,4,18,2,1,unacc
high,low,5more,2,small,high,unacc,839,4,24,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,4,6,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,4,12,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,4,18,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,4,24,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,4,6,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,4,12,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,4,18,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,4,24,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,4,6,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,4,12,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,4,18,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,4,24,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,4,6,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,4,12,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,4,18,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,4,24,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,4,6,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,4,12,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,4,18,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,4,24,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,4,6,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,4,12,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,4,18,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,4,24,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,4,6,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,4,12,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,4,18,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,4,24,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,4,6,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,4,12,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,4,18,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,4,24,2,1,unacc
high,high,2,2,small,high,unacc,542,4,6,1,1,unacc
high,high,2,2,small,high,unacc,542,4,12,1,1,unacc
high,high,2,2,small,high,unacc,542,4,18,1,1,unacc
high,high,2,2,small,high,unacc,542,4,24,1,1,unacc
high,high,2,2,small,high,unacc,542,4,6,2,1,unacc
high,high,2,2,small,high,unacc,542,4,12,2,1,unacc
high,high,2,2,small,high,unacc,542,4,18,2,1,unacc
high,high,2,2,small,high,unacc,542,4,24,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,4,6,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,4,12,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,4,18,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,4,24,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,4,6,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,4,12,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,4,18,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,4,24,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,4,6,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,4,12,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,4,18,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,4,24,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,4,6,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,4,12,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,4,18,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,4,24,2,1,unacc
low,low,5more,2,med,high,unacc,1706,4,6,1,1,unacc
low,low,5more,2,med,high,unacc,1706,4,12,1,1,unacc
low,low,5more,2,med,high,unacc,1706,4,18,1,1,unacc
low,low,5more,2,med,high,unacc,1706,4,24,1,1,unacc
low,low,5more,2,med,high,unacc,1706,4,6,2,1,unacc
low,low,5more,2,med,high,unacc,1706,4,12,2,1,unacc
low,low,5more,2,med,high,unacc,1706,4,18,2,1,unacc
low,low,5more,2,med,high,unacc,1706,4,24,2,1,unacc
high,low,2,2,med,high,unacc,761,4,6,1,1,unacc
high,low,2,2,med,high,unacc,761,4,12,1,1,unacc
high,low,2,2,med,high,unacc,761,4,18,1,1,unacc
high,low,2,2,med,high,unacc,761,4,24,1,1,unacc
high,low,2,2,med,high,unacc,761,4,6,2,1,unacc
high,low,2,2,med,high,unacc,761,4,12,2,1,unacc
high,low,2,2,med,high,unacc,761,4,18,2,1,unacc
high,low,2,2,med,high,unacc,761,4,24,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,4,6,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,4,12,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,4,18,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,4,24,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,4,6,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,4,12,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,4,18,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,4,24,2,1,unacc
high,high,3,4,small,med,unacc,577,4,6,1,1,unacc
high,high,3,4,small,med,unacc,577,4,12,1,1,unacc
high,high,3,4,small,med,unacc,577,4,18,1,1,unacc
high,high,3,4,small,med,unacc,577,4,24,1,1,unacc
high,high,3,4,small,med,unacc,577,4,6,2,1,unacc
high,high,3,4,small,med,unacc,577,4,12,2,1,unacc
high,high,3,4,small,med,unacc,577,4,18,2,1,unacc
high,high,3,4,small,med,unacc,577,4,24,2,1,unacc
med,low,4,2,med,high,unacc,1247,4,6,1,1,unacc
med,low,4,2,med,high,unacc,1247,4,12,1,1,unacc
med,low,4,2,med,high,unacc,1247,4,18,1,1,unacc
med,low,4,2,med,high,unacc,1247,4,24,1,1,unacc
med,low,4,2,med,high,unacc,1247,4,6,2,1,unacc
med,low,4,2,med,high,unacc,1247,4,12,2,1,unacc
med,low,4,2,med,high,unacc,1247,4,18,2,1,unacc
med,low,4,2,med,high,unacc,1247,4,24,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,4,6,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,4,12,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,4,18,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,4,24,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,4,6,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,4,12,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,4,18,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,4,24,2,1,acc
med,high,3,2,med,med,unacc,1003,4,6,1,1,unacc
med,high,3,2,med,med,unacc,1003,4,12,1,1,unacc
med,high,3,2,med,med,unacc,1003,4,18,1,1,unacc
med,high,3,2,med,med,unacc,1003,4,24,1,1,unacc
med,high,3,2,med,med,unacc,1003,4,6,2,1,unacc
med,high,3,2,med,med,unacc,1003,4,12,2,1,unacc
med,high,3,2,med,med,unacc,1003,4,18,2,1,unacc
med,high,3,2,med,med,unacc,1003,4,24,2,1,unacc
vhigh,high,4,4,big,med,unacc,178,4,6,1,1,acc
vhigh,high,4,4,big,med,unacc,178,4,12,1,1,acc
vhigh,high,4,4,big,med,unacc,178,4,18,1,1,acc
vhigh,high,4,4,big,med,unacc,178,4,24,1,1,unacc
vhigh,high,4,4,big,med,unacc,178,4,6,2,1,acc
vhigh,high,4,4,big,med,unacc,178,4,12,2,1,acc
vhigh,high,4,4,big,med,unacc,178,4,18,2,1,acc
vhigh,high,4,4,big,med,unacc,178,4,24,2,1,acc
vhigh,med,3,2,med,low,unacc,246,4,6,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,4,12,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,4,18,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,4,24,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,4,6,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,4,12,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,4,18,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,4,24,2,1,unacc
low,high,3,more,med,low,unacc,1452,4,6,1,1,unacc
low,high,3,more,med,low,unacc,1452,4,12,1,1,unacc
low,high,3,more,med,low,unacc,1452,4,18,1,1,unacc
low,high,3,more,med,low,unacc,1452,4,24,1,1,unacc
low,high,3,more,med,low,unacc,1452,4,6,2,1,unacc
low,high,3,more,med,low,unacc,1452,4,12,2,1,unacc
low,high,3,more,med,low,unacc,1452,4,18,2,1,unacc
low,high,3,more,med,low,unacc,1452,4,24,2,1,unacc
low,med,5more,more,big,low,unacc,1617,4,6,1,1,unacc
low,med,5more,more,big,low,unacc,1617,4,12,1,1,unacc
low,med,5more,more,big,low,unacc,1617,4,18,1,1,unacc
low,med,5more,more,big,low,unacc,1617,4,24,1,1,unacc
low,med,5more,more,big,low,unacc,1617,4,6,2,1,unacc
low,med,5more,more,big,low,unacc,1617,4,12,2,1,unacc
low,med,5more,more,big,low,unacc,1617,4,18,2,1,unacc
low,med,5more,more,big,low,unacc,1617,4,24,2,1,unacc
low,high,2,4,big,low,unacc,1419,4,6,1,1,unacc
low,high,2,4,big,low,unacc,1419,4,12,1,1,unacc
low,high,2,4,big,low,unacc,1419,4,18,1,1,unacc
low,high,2,4,big,low,unacc,1419,4,24,1,1,unacc
low,high,2,4,big,low,unacc,1419,4,6,2,1,unacc
low,high,2,4,big,low,unacc,1419,4,12,2,1,unacc
low,high,2,4,big,low,unacc,1419,4,18,2,1,unacc
low,high,2,4,big,low,unacc,1419,4,24,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,4,6,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,4,12,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,4,18,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,4,24,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,4,6,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,4,12,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,4,18,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,4,24,2,1,unacc
vhigh,high,3,more,big,med,unacc,160,4,6,1,1,acc
vhigh,high,3,more,big,med,unacc,160,4,12,1,1,acc
vhigh,high,3,more,big,med,unacc,160,4,18,1,1,acc
vhigh,high,3,more,big,med,unacc,160,4,24,1,1,acc
vhigh,high,3,more,big,med,unacc,160,4,6,2,1,unacc
vhigh,high,3,more,big,med,unacc,160,4,12,2,1,acc
vhigh,high,3,more,big,med,unacc,160,4,18,2,1,acc
vhigh,high,3,more,big,med,unacc,160,4,24,2,1,acc
med,high,3,2,small,low,unacc,999,4,6,1,1,unacc
med,high,3,2,small,low,unacc,999,4,12,1,1,unacc
med,high,3,2,small,low,unacc,999,4,18,1,1,unacc
med,high,3,2,small,low,unacc,999,4,24,1,1,unacc
med,high,3,2,small,low,unacc,999,4,6,2,1,unacc
med,high,3,2,small,low,unacc,999,4,12,2,1,unacc
med,high,3,2,small,low,unacc,999,4,18,2,1,unacc
med,high,3,2,small,low,unacc,999,4,24,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,4,6,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,4,12,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,4,18,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,4,24,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,4,6,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,4,12,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,4,18,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,4,24,2,1,unacc
low,low,2,4,med,low,unacc,1632,4,6,1,1,unacc
low,low,2,4,med,low,unacc,1632,4,12,1,1,unacc
low,low,2,4,med,low,unacc,1632,4,18,1,1,unacc
low,low,2,4,med,low,unacc,1632,4,24,1,1,unacc
low,low,2,4,med,low,unacc,1632,4,6,2,1,unacc
low,low,2,4,med,low,unacc,1632,4,12,2,1,unacc
low,low,2,4,med,low,unacc,1632,4,18,2,1,unacc
low,low,2,4,med,low,unacc,1632,4,24,2,1,unacc
low,low,4,4,med,low,unacc,1686,4,6,1,1,unacc
low,low,4,4,med,low,unacc,1686,4,12,1,1,unacc
low,low,4,4,med,low,unacc,1686,4,18,1,1,unacc
low,low,4,4,med,low,unacc,1686,4,24,1,1,unacc
low,low,4,4,med,low,unacc,1686,4,6,2,1,unacc
low,low,4,4,med,low,unacc,1686,4,12,2,1,unacc
low,low,4,4,med,low,unacc,1686,4,18,2,1,unacc
low,low,4,4,med,low,unacc,1686,4,24,2,1,unacc
high,low,2,2,med,low,unacc,759,4,6,1,1,unacc
high,low,2,2,med,low,unacc,759,4,12,1,1,unacc
high,low,2,2,med,low,unacc,759,4,18,1,1,unacc
high,low,2,2,med,low,unacc,759,4,24,1,1,unacc
high,low,2,2,med,low,unacc,759,4,6,2,1,unacc
high,low,2,2,med,low,unacc,759,4,12,2,1,unacc
high,low,2,2,med,low,unacc,759,4,18,2,1,unacc
high,low,2,2,med,low,unacc,759,4,24,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,4,6,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,4,12,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,4,18,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,4,24,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,4,6,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,4,12,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,4,18,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,4,24,2,1,unacc
med,med,3,4,med,low,unacc,1119,4,6,1,1,unacc
med,med,3,4,med,low,unacc,1119,4,12,1,1,unacc
med,med,3,4,med,low,unacc,1119,4,18,1,1,unacc
med,med,3,4,med,low,unacc,1119,4,24,1,1,unacc
med,med,3,4,med,low,unacc,1119,4,6,2,1,unacc
med,med,3,4,med,low,unacc,1119,4,12,2,1,unacc
med,med,3,4,med,low,unacc,1119,4,18,2,1,unacc
med,med,3,4,med,low,unacc,1119,4,24,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,4,6,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,4,12,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,4,18,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,4,24,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,4,6,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,4,12,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,4,18,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,4,24,2,1,unacc
high,high,3,2,med,med,unacc,571,4,6,1,1,unacc
high,high,3,2,med,med,unacc,571,4,12,1,1,unacc
high,high,3,2,med,med,unacc,571,4,18,1,1,unacc
high,high,3,2,med,med,unacc,571,4,24,1,1,unacc
high,high,3,2,med,med,unacc,571,4,6,2,1,unacc
high,high,3,2,med,med,unacc,571,4,12,2,1,unacc
high,high,3,2,med,med,unacc,571,4,18,2,1,unacc
high,high,3,2,med,med,unacc,571,4,24,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,4,6,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,4,12,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,4,18,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,4,24,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,4,6,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,4,12,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,4,18,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,4,24,2,1,unacc
high,med,5more,2,small,high,unacc,731,4,6,1,1,unacc
high,med,5more,2,small,high,unacc,731,4,12,1,1,unacc
high,med,5more,2,small,high,unacc,731,4,18,1,1,unacc
high,med,5more,2,small,high,unacc,731,4,24,1,1,unacc
high,med,5more,2,small,high,unacc,731,4,6,2,1,unacc
high,med,5more,2,small,high,unacc,731,4,12,2,1,unacc
high,med,5more,2,small,high,unacc,731,4,18,2,1,unacc
high,med,5more,2,small,high,unacc,731,4,24,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,4,6,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,4,12,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,4,18,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,4,24,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,4,6,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,4,12,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,4,18,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,4,24,2,1,unacc
high,med,2,2,small,low,unacc,648,4,6,1,1,unacc
high,med,2,2,small,low,unacc,648,4,12,1,1,unacc
high,med,2,2,small,low,unacc,648,4,18,1,1,unacc
high,med,2,2,small,low,unacc,648,4,24,1,1,unacc
high,med,2,2,small,low,unacc,648,4,6,2,1,unacc
high,med,2,2,small,low,unacc,648,4,12,2,1,unacc
high,med,2,2,small,low,unacc,648,4,18,2,1,unacc
high,med,2,2,small,low,unacc,648,4,24,2,1,unacc
low,low,2,2,big,med,unacc,1627,4,6,1,1,unacc
low,low,2,2,big,med,unacc,1627,4,12,1,1,unacc
low,low,2,2,big,med,unacc,1627,4,18,1,1,unacc
low,low,2,2,big,med,unacc,1627,4,24,1,1,unacc
low,low,2,2,big,med,unacc,1627,4,6,2,1,unacc
low,low,2,2,big,med,unacc,1627,4,12,2,1,unacc
