buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,tuning_run,k,exponent,standard_dev_mult,estimate
vhigh,high,5more,2,small,med,unacc,190,1,24,2,1,unacc
vhigh,low,3,4,big,low,unacc,366,1,6,1,1,unacc
vhigh,low,3,4,big,low,unacc,366,1,12,1,1,unacc
vhigh,low,3,4,big,low,unacc,366,1,18,1,1,unacc
vhigh,low,3,4,big,low,unacc,366,1,24,1,1,unacc
vhigh,low,3,4,big,low,unacc,366,1,6,2,1,unacc
vhigh,low,3,4,big,low,unacc,366,1,12,2,1,unacc
vhigh,low,3,4,big,low,unacc,366,1,18,2,1,unacc
vhigh,low,3,4,big,low,unacc,366,1,24,2,1,unacc
med,med,2,2,small,high,unacc,1082,1,6,1,1,unacc
med,med,2,2,small,high,unacc,1082,1,12,1,1,unacc
med,med,2,2,small,high,unacc,1082,1,18,1,1,unacc
med,med,2,2,small,high,unacc,1082,1,24,1,1,unacc
med,med,2,2,small,high,unacc,1082,1,6,2,1,unacc
med,med,2,2,small,high,unacc,1082,1,12,2,1,unacc
med,med,2,2,small,high,unacc,1082,1,18,2,1,unacc
med,med,2,2,small,high,unacc,1082,1,24,2,1,unacc
low,vhigh,3,4,med,med,unacc,1336,1,6,1,1,acc
low,vhigh,3,4,med,med,unacc,1336,1,12,1,1,acc
low,vhigh,3,4,med,med,unacc,1336,1,18,1,1,acc
low,vhigh,3,4,med,med,unacc,1336,1,24,1,1,acc
low,vhigh,3,4,med,med,unacc,1336,1,6,2,1,acc
low,vhigh,3,4,med,med,unacc,1336,1,12,2,1,acc
low,vhigh,3,4,med,med,unacc,1336,1,18,2,1,acc
low,vhigh,3,4,med,med,unacc,1336,1,24,2,1,acc
low,vhigh,2,2,big,med,unacc,1303,1,6,1,1,unacc
low,vhigh,2,2,big,med,unacc,1303,1,12,1,1,unacc
low,vhigh,2,2,big,med,unacc,1303,1,18,1,1,unacc
low,vhigh,2,2,big,med,unacc,1303,1,24,1,1,unacc
low,vhigh,2,2,big,med,unacc,1303,1,6,2,1,unacc
low,vhigh,2,2,big,med,unacc,1303,1,12,2,1,unacc
low,vhigh,2,2,big,med,unacc,1303,1,18,2,1,unacc
low,vhigh,2,2,big,med,unacc,1303,1,24,2,1,unacc
vhigh,low,3,2,small,low,unacc,351,1,6,1,1,unacc
vhigh,low,3,2,small,low,unacc,351,1,12,1,1,unacc
vhigh,low,3,2,small,low,unacc,351,1,18,1,1,unacc
vhigh,low,3,2,small,low,unacc,351,1,24,1,1,unacc
vhigh,low,3,2,small,low,unacc,351,1,6,2,1,unacc
vhigh,low,3,2,small,low,unacc,351,1,12,2,1,unacc
vhigh,low,3,2,small,low,unacc,351,1,18,2,1,unacc
vhigh,low,3,2,small,low,unacc,351,1,24,2,1,unacc
vhigh,high,4,4,med,med,unacc,175,1,6,1,1,acc
vhigh,high,4,4,med,med,unacc,175,1,12,1,1,acc
vhigh,high,4,4,med,med,unacc,175,1,18,1,1,unacc
vhigh,high,4,4,med,med,unacc,175,1,24,1,1,unacc
vhigh,high,4,4,med,med,unacc,175,1,6,2,1,acc
vhigh,high,4,4,med,med,unacc,175,1,12,2,1,acc
vhigh,high,4,4,med,med,unacc,175,1,18,2,1,unacc
vhigh,high,4,4,med,med,unacc,175,1,24,2,1,unacc
high,high,5more,4,big,low,unacc,636,1,6,1,1,unacc
high,high,5more,4,big,low,unacc,636,1,12,1,1,unacc
high,high,5more,4,big,low,unacc,636,1,18,1,1,unacc
high,high,5more,4,big,low,unacc,636,1,24,1,1,unacc
high,high,5more,4,big,low,unacc,636,1,6,2,1,unacc
high,high,5more,4,big,low,unacc,636,1,12,2,1,unacc
high,high,5more,4,big,low,unacc,636,1,18,2,1,unacc
high,high,5more,4,big,low,unacc,636,1,24,2,1,unacc
med,vhigh,3,more,small,low,unacc,909,1,6,1,1,unacc
med,vhigh,3,more,small,low,unacc,909,1,12,1,1,unacc
med,vhigh,3,more,small,low,unacc,909,1,18,1,1,unacc
med,vhigh,3,more,small,low,unacc,909,1,24,1,1,unacc
med,vhigh,3,more,small,low,unacc,909,1,6,2,1,unacc
med,vhigh,3,more,small,low,unacc,909,1,12,2,1,unacc
med,vhigh,3,more,small,low,unacc,909,1,18,2,1,unacc
med,vhigh,3,more,small,low,unacc,909,1,24,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,1,6,1,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,1,12,1,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,1,18,1,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,1,24,1,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,1,6,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,1,12,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,1,18,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,1,24,2,1,unacc
low,med,4,2,small,high,unacc,1568,1,6,1,1,unacc
low,med,4,2,small,high,unacc,1568,1,12,1,1,unacc
low,med,4,2,small,high,unacc,1568,1,18,1,1,unacc
low,med,4,2,small,high,unacc,1568,1,24,1,1,unacc
low,med,4,2,small,high,unacc,1568,1,6,2,1,unacc
low,med,4,2,small,high,unacc,1568,1,12,2,1,unacc
low,med,4,2,small,high,unacc,1568,1,18,2,1,unacc
low,med,4,2,small,high,unacc,1568,1,24,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,1,6,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,1,12,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,1,18,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,1,24,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,1,6,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,1,12,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,1,18,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,1,24,2,1,unacc
high,low,5more,2,small,high,unacc,839,1,6,1,1,unacc
high,low,5more,2,small,high,unacc,839,1,12,1,1,unacc
high,low,5more,2,small,high,unacc,839,1,18,1,1,unacc
high,low,5more,2,small,high,unacc,839,1,24,1,1,unacc
high,low,5more,2,small,high,unacc,839,1,6,2,1,unacc
high,low,5more,2,small,high,unacc,839,1,12,2,1,unacc
high,low,5more,2,small,high,unacc,839,1,18,2,1,unacc
high,low,5more,2,small,high,unacc,839,1,24,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,1,6,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,1,12,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,1,18,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,1,24,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,1,6,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,1,12,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,1,18,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,1,24,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,1,6,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,1,12,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,1,18,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,1,24,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,1,6,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,1,12,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,1,18,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,1,24,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,1,6,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,1,12,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,1,18,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,1,24,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,1,6,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,1,12,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,1,18,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,1,24,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,1,6,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,1,12,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,1,18,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,1,24,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,1,6,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,1,12,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,1,18,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,1,24,2,1,unacc
high,high,2,2,small,high,unacc,542,1,6,1,1,unacc
high,high,2,2,small,high,unacc,542,1,12,1,1,unacc
high,high,2,2,small,high,unacc,542,1,18,1,1,unacc
high,high,2,2,small,high,unacc,542,1,24,1,1,unacc
high,high,2,2,small,high,unacc,542,1,6,2,1,unacc
high,high,2,2,small,high,unacc,542,1,12,2,1,unacc
high,high,2,2,small,high,unacc,542,1,18,2,1,unacc
high,high,2,2,small,high,unacc,542,1,24,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,1,6,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,1,12,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,1,18,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,1,24,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,1,6,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,1,12,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,1,18,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,1,24,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,1,6,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,1,12,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,1,18,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,1,24,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,1,6,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,1,12,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,1,18,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,1,24,2,1,unacc
low,low,5more,2,med,high,unacc,1706,1,6,1,1,unacc
low,low,5more,2,med,high,unacc,1706,1,12,1,1,unacc
low,low,5more,2,med,high,unacc,1706,1,18,1,1,unacc
low,low,5more,2,med,high,unacc,1706,1,24,1,1,unacc
low,low,5more,2,med,high,unacc,1706,1,6,2,1,unacc
low,low,5more,2,med,high,unacc,1706,1,12,2,1,unacc
low,low,5more,2,med,high,unacc,1706,1,18,2,1,unacc
low,low,5more,2,med,high,unacc,1706,1,24,2,1,unacc
high,low,2,2,med,high,unacc,761,1,6,1,1,unacc
high,low,2,2,med,high,unacc,761,1,12,1,1,unacc
high,low,2,2,med,high,unacc,761,1,18,1,1,unacc
high,low,2,2,med,high,unacc,761,1,24,1,1,unacc
high,low,2,2,med,high,unacc,761,1,6,2,1,unacc
high,low,2,2,med,high,unacc,761,1,12,2,1,unacc
high,low,2,2,med,high,unacc,761,1,18,2,1,unacc
high,low,2,2,med,high,unacc,761,1,24,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,1,6,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,1,12,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,1,18,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,1,24,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,1,6,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,1,12,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,1,18,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,1,24,2,1,unacc
high,high,3,4,small,med,unacc,577,1,6,1,1,unacc
high,high,3,4,small,med,unacc,577,1,12,1,1,unacc
high,high,3,4,small,med,unacc,577,1,18,1,1,unacc
high,high,3,4,small,med,unacc,577,1,24,1,1,unacc
high,high,3,4,small,med,unacc,577,1,6,2,1,unacc
high,high,3,4,small,med,unacc,577,1,12,2,1,unacc
high,high,3,4,small,med,unacc,577,1,18,2,1,unacc
high,high,3,4,small,med,unacc,577,1,24,2,1,unacc
med,low,4,2,med,high,unacc,1247,1,6,1,1,unacc
med,low,4,2,med,high,unacc,1247,1,12,1,1,unacc
med,low,4,2,med,high,unacc,1247,1,18,1,1,unacc
med,low,4,2,med,high,unacc,1247,1,24,1,1,unacc
med,low,4,2,med,high,unacc,1247,1,6,2,1,unacc
med,low,4,2,med,high,unacc,1247,1,12,2,1,unacc
med,low,4,2,med,high,unacc,1247,1,18,2,1,unacc
med,low,4,2,med,high,unacc,1247,1,24,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,1,6,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,1,12,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,1,18,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,1,24,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,1,6,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,1,12,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,1,18,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,1,24,2,1,unacc
med,high,3,2,med,med,unacc,1003,1,6,1,1,unacc
med,high,3,2,med,med,unacc,1003,1,12,1,1,unacc
med,high,3,2,med,med,unacc,1003,1,18,1,1,unacc
med,high,3,2,med,med,unacc,1003,1,24,1,1,unacc
med,high,3,2,med,med,unacc,1003,1,6,2,1,unacc
med,high,3,2,med,med,unacc,1003,1,12,2,1,unacc
med,high,3,2,med,med,unacc,1003,1,18,2,1,unacc
med,high,3,2,med,med,unacc,1003,1,24,2,1,unacc
vhigh,high,4,4,big,med,unacc,178,1,6,1,1,acc
vhigh,high,4,4,big,med,unacc,178,1,12,1,1,acc
vhigh,high,4,4,big,med,unacc,178,1,18,1,1,acc
vhigh,high,4,4,big,med,unacc,178,1,24,1,1,acc
vhigh,high,4,4,big,med,unacc,178,1,6,2,1,acc
vhigh,high,4,4,big,med,unacc,178,1,12,2,1,acc
vhigh,high,4,4,big,med,unacc,178,1,18,2,1,unacc
vhigh,high,4,4,big,med,unacc,178,1,24,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,1,6,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,1,12,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,1,18,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,1,24,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,1,6,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,1,12,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,1,18,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,1,24,2,1,unacc
low,high,3,more,med,low,unacc,1452,1,6,1,1,unacc
low,high,3,more,med,low,unacc,1452,1,12,1,1,unacc
low,high,3,more,med,low,unacc,1452,1,18,1,1,unacc
low,high,3,more,med,low,unacc,1452,1,24,1,1,unacc
low,high,3,more,med,low,unacc,1452,1,6,2,1,unacc
low,high,3,more,med,low,unacc,1452,1,12,2,1,unacc
low,high,3,more,med,low,unacc,1452,1,18,2,1,unacc
low,high,3,more,med,low,unacc,1452,1,24,2,1,unacc
low,med,5more,more,big,low,unacc,1617,1,6,1,1,unacc
low,med,5more,more,big,low,unacc,1617,1,12,1,1,unacc
low,med,5more,more,big,low,unacc,1617,1,18,1,1,unacc
low,med,5more,more,big,low,unacc,1617,1,24,1,1,unacc
low,med,5more,more,big,low,unacc,1617,1,6,2,1,unacc
low,med,5more,more,big,low,unacc,1617,1,12,2,1,unacc
low,med,5more,more,big,low,unacc,1617,1,18,2,1,unacc
low,med,5more,more,big,low,unacc,1617,1,24,2,1,unacc
low,high,2,4,big,low,unacc,1419,1,6,1,1,unacc
low,high,2,4,big,low,unacc,1419,1,12,1,1,unacc
low,high,2,4,big,low,unacc,1419,1,18,1,1,unacc
low,high,2,4,big,low,unacc,1419,1,24,1,1,unacc
low,high,2,4,big,low,unacc,1419,1,6,2,1,unacc
low,high,2,4,big,low,unacc,1419,1,12,2,1,unacc
low,high,2,4,big,low,unacc,1419,1,18,2,1,unacc
low,high,2,4,big,low,unacc,1419,1,24,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,1,6,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,1,12,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,1,18,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,1,24,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,1,6,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,1,12,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,1,18,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,1,24,2,1,unacc
vhigh,high,3,more,big,med,unacc,160,1,6,1,1,acc
vhigh,high,3,more,big,med,unacc,160,1,12,1,1,acc
vhigh,high,3,more,big,med,unacc,160,1,18,1,1,unacc
vhigh,high,3,more,big,med,unacc,160,1,24,1,1,unacc
vhigh,high,3,more,big,med,unacc,160,1,6,2,1,acc
vhigh,high,3,more,big,med,unacc,160,1,12,2,1,acc
vhigh,high,3,more,big,med,unacc,160,1,18,2,1,unacc
vhigh,high,3,more,big,med,unacc,160,1,24,2,1,unacc
med,high,3,2,small,low,unacc,999,1,6,1,1,unacc
med,high,3,2,small,low,unacc,999,1,12,1,1,unacc
med,high,3,2,small,low,unacc,999,1,18,1,1,unacc
med,high,3,2,small,low,unacc,999,1,24,1,1,unacc
med,high,3,2,small,low,unacc,999,1,6,2,1,unacc
med,high,3,2,small,low,unacc,999,1,12,2,1,unacc
med,high,3,2,small,low,unacc,999,1,18,2,1,unacc
med,high,3,2,small,low,unacc,999,1,24,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,1,6,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,1,12,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,1,18,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,1,24,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,1,6,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,1,12,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,1,18,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,1,24,2,1,unacc
low,low,2,4,med,low,unacc,1632,1,6,1,1,unacc
low,low,2,4,med,low,unacc,1632,1,12,1,1,unacc
low,low,2,4,med,low,unacc,1632,1,18,1,1,unacc
low,low,2,4,med,low,unacc,1632,1,24,1,1,unacc
low,low,2,4,med,low,unacc,1632,1,6,2,1,unacc
low,low,2,4,med,low,unacc,1632,1,12,2,1,unacc
low,low,2,4,med,low,unacc,1632,1,18,2,1,unacc
low,low,2,4,med,low,unacc,1632,1,24,2,1,unacc
low,low,4,4,med,low,unacc,1686,1,6,1,1,unacc
low,low,4,4,med,low,unacc,1686,1,12,1,1,unacc
low,low,4,4,med,low,unacc,1686,1,18,1,1,unacc
low,low,4,4,med,low,unacc,1686,1,24,1,1,unacc
low,low,4,4,med,low,unacc,1686,1,6,2,1,unacc
low,low,4,4,med,low,unacc,1686,1,12,2,1,unacc
low,low,4,4,med,low,unacc,1686,1,18,2,1,unacc
low,low,4,4,med,low,unacc,1686,1,24,2,1,unacc
high,low,2,2,med,low,unacc,759,1,6,1,1,unacc
high,low,2,2,med,low,unacc,759,1,12,1,1,unacc
high,low,2,2,med,low,unacc,759,1,18,1,1,unacc
high,low,2,2,med,low,unacc,759,1,24,1,1,unacc
high,low,2,2,med,low,unacc,759,1,6,2,1,unacc
high,low,2,2,med,low,unacc,759,1,12,2,1,unacc
high,low,2,2,med,low,unacc,759,1,18,2,1,unacc
high,low,2,2,med,low,unacc,759,1,24,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,1,6,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,1,12,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,1,18,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,1,24,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,1,6,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,1,12,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,1,18,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,1,24,2,1,unacc
med,med,3,4,med,low,unacc,1119,1,6,1,1,unacc
med,med,3,4,med,low,unacc,1119,1,12,1,1,unacc
med,med,3,4,med,low,unacc,1119,1,18,1,1,unacc
med,med,3,4,med,low,unacc,1119,1,24,1,1,unacc
med,med,3,4,med,low,unacc,1119,1,6,2,1,unacc
med,med,3,4,med,low,unacc,1119,1,12,2,1,unacc
med,med,3,4,med,low,unacc,1119,1,18,2,1,unacc
med,med,3,4,med,low,unacc,1119,1,24,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,1,6,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,1,12,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,1,18,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,1,24,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,1,6,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,1,12,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,1,18,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,1,24,2,1,unacc
high,high,3,2,med,med,unacc,571,1,6,1,1,unacc
high,high,3,2,med,med,unacc,571,1,12,1,1,unacc
high,high,3,2,med,med,unacc,571,1,18,1,1,unacc
high,high,3,2,med,med,unacc,571,1,24,1,1,unacc
high,high,3,2,med,med,unacc,571,1,6,2,1,unacc
high,high,3,2,med,med,unacc,571,1,12,2,1,unacc
high,high,3,2,med,med,unacc,571,1,18,2,1,unacc
high,high,3,2,med,med,unacc,571,1,24,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,1,6,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,1,12,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,1,18,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,1,24,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,1,6,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,1,12,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,1,18,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,1,24,2,1,unacc
high,med,5more,2,small,high,unacc,731,1,6,1,1,unacc
high,med,5more,2,small,high,unacc,731,1,12,1,1,unacc
high,med,5more,2,small,high,unacc,731,1,18,1,1,unacc
high,med,5more,2,small,high,unacc,731,1,24,1,1,unacc
high,med,5more,2,small,high,unacc,731,1,6,2,1,unacc
high,med,5more,2,small,high,unacc,731,1,12,2,1,unacc
high,med,5more,2,small,high,unacc,731,1,18,2,1,unacc
high,med,5more,2,small,high,unacc,731,1,24,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,1,6,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,1,12,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,1,18,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,1,24,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,1,6,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,1,12,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,1,18,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,1,24,2,1,unacc
high,med,2,2,small,low,unacc,648,1,6,1,1,unacc
high,med,2,2,small,low,unacc,648,1,12,1,1,unacc
high,med,2,2,small,low,unacc,648,1,18,1,1,unacc
high,med,2,2,small,low,unacc,648,1,24,1,1,unacc
high,med,2,2,small,low,unacc,648,1,6,2,1,unacc
high,med,2,2,small,low,unacc,648,1,12,2,1,unacc
high,med,2,2,small,low,unacc,648,1,18,2,1,unacc
high,med,2,2,small,low,unacc,648,1,24,2,1,unacc
low,low,2,2,big,med,unacc,1627,1,6,1,1,unacc
low,low,2,2,big,med,unacc,1627,1,12,1,1,unacc
low,low,2,2,big,med,unacc,1627,1,18,1,1,unacc
low,low,2,2,big,med,unacc,1627,1,24,1,1,unacc
low,low,2,2,big,med,unacc,1627,1,6,2,1,unacc
low,low,2,2,big,med,unacc,1627,1,12,2,1,unacc
