buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,tuning_run,k,exponent,standard_dev_mult,estimate
low,vhigh,5more,2,med,med,unacc,1381,5,18,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,5,24,2,1,unacc
low,med,4,2,small,high,unacc,1568,5,6,1,1,unacc
low,med,4,2,small,high,unacc,1568,5,12,1,1,unacc
low,med,4,2,small,high,unacc,1568,5,18,1,1,unacc
low,med,4,2,small,high,unacc,1568,5,24,1,1,unacc
low,med,4,2,small,high,unacc,1568,5,6,2,1,unacc
low,med,4,2,small,high,unacc,1568,5,12,2,1,unacc
low,med,4,2,small,high,unacc,1568,5,18,2,1,unacc
low,med,4,2,small,high,unacc,1568,5,24,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,5,6,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,5,12,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,5,18,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,5,24,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,5,6,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,5,12,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,5,18,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,5,24,2,1,unacc
high,low,5more,2,small,high,unacc,839,5,6,1,1,unacc
high,low,5more,2,small,high,unacc,839,5,12,1,1,unacc
high,low,5more,2,small,high,unacc,839,5,18,1,1,unacc
high,low,5more,2,small,high,unacc,839,5,24,1,1,unacc
high,low,5more,2,small,high,unacc,839,5,6,2,1,unacc
high,low,5more,2,small,high,unacc,839,5,12,2,1,unacc
high,low,5more,2,small,high,unacc,839,5,18,2,1,unacc
high,low,5more,2,small,high,unacc,839,5,24,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,5,6,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,5,12,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,5,18,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,5,24,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,5,6,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,5,12,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,5,18,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,5,24,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,5,6,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,5,12,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,5,18,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,5,24,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,5,6,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,5,12,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,5,18,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,5,24,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,5,6,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,5,12,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,5,18,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,5,24,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,5,6,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,5,12,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,5,18,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,5,24,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,5,6,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,5,12,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,5,18,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,5,24,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,5,6,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,5,12,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,5,18,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,5,24,2,1,unacc
high,high,2,2,small,high,unacc,542,5,6,1,1,unacc
high,high,2,2,small,high,unacc,542,5,12,1,1,unacc
high,high,2,2,small,high,unacc,542,5,18,1,1,unacc
high,high,2,2,small,high,unacc,542,5,24,1,1,unacc
high,high,2,2,small,high,unacc,542,5,6,2,1,unacc
high,high,2,2,small,high,unacc,542,5,12,2,1,unacc
high,high,2,2,small,high,unacc,542,5,18,2,1,unacc
high,high,2,2,small,high,unacc,542,5,24,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,5,6,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,5,12,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,5,18,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,5,24,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,5,6,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,5,12,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,5,18,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,5,24,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,5,6,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,5,12,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,5,18,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,5,24,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,5,6,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,5,12,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,5,18,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,5,24,2,1,unacc
low,low,5more,2,med,high,unacc,1706,5,6,1,1,unacc
low,low,5more,2,med,high,unacc,1706,5,12,1,1,unacc
low,low,5more,2,med,high,unacc,1706,5,18,1,1,unacc
low,low,5more,2,med,high,unacc,1706,5,24,1,1,unacc
low,low,5more,2,med,high,unacc,1706,5,6,2,1,unacc
low,low,5more,2,med,high,unacc,1706,5,12,2,1,unacc
low,low,5more,2,med,high,unacc,1706,5,18,2,1,unacc
low,low,5more,2,med,high,unacc,1706,5,24,2,1,unacc
high,low,2,2,med,high,unacc,761,5,6,1,1,unacc
high,low,2,2,med,high,unacc,761,5,12,1,1,unacc
high,low,2,2,med,high,unacc,761,5,18,1,1,unacc
high,low,2,2,med,high,unacc,761,5,24,1,1,unacc
high,low,2,2,med,high,unacc,761,5,6,2,1,unacc
high,low,2,2,med,high,unacc,761,5,12,2,1,unacc
high,low,2,2,med,high,unacc,761,5,18,2,1,unacc
high,low,2,2,med,high,unacc,761,5,24,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,5,6,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,5,12,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,5,18,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,5,24,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,5,6,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,5,12,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,5,18,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,5,24,2,1,unacc
high,high,3,4,small,med,unacc,577,5,6,1,1,unacc
high,high,3,4,small,med,unacc,577,5,12,1,1,unacc
high,high,3,4,small,med,unacc,577,5,18,1,1,unacc
high,high,3,4,small,med,unacc,577,5,24,1,1,unacc
high,high,3,4,small,med,unacc,577,5,6,2,1,unacc
high,high,3,4,small,med,unacc,577,5,12,2,1,unacc
high,high,3,4,small,med,unacc,577,5,18,2,1,unacc
high,high,3,4,small,med,unacc,577,5,24,2,1,unacc
med,low,4,2,med,high,unacc,1247,5,6,1,1,unacc
med,low,4,2,med,high,unacc,1247,5,12,1,1,unacc
med,low,4,2,med,high,unacc,1247,5,18,1,1,unacc
med,low,4,2,med,high,unacc,1247,5,24,1,1,unacc
med,low,4,2,med,high,unacc,1247,5,6,2,1,unacc
med,low,4,2,med,high,unacc,1247,5,12,2,1,unacc
med,low,4,2,med,high,unacc,1247,5,18,2,1,unacc
med,low,4,2,med,high,unacc,1247,5,24,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,5,6,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,5,12,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,5,18,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,5,24,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,5,6,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,5,12,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,5,18,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,5,24,2,1,unacc
med,high,3,2,med,med,unacc,1003,5,6,1,1,unacc
med,high,3,2,med,med,unacc,1003,5,12,1,1,unacc
med,high,3,2,med,med,unacc,1003,5,18,1,1,unacc
med,high,3,2,med,med,unacc,1003,5,24,1,1,unacc
med,high,3,2,med,med,unacc,1003,5,6,2,1,unacc
med,high,3,2,med,med,unacc,1003,5,12,2,1,unacc
med,high,3,2,med,med,unacc,1003,5,18,2,1,unacc
med,high,3,2,med,med,unacc,1003,5,24,2,1,unacc
vhigh,high,4,4,big,med,unacc,178,5,6,1,1,unacc
vhigh,high,4,4,big,med,unacc,178,5,12,1,1,unacc
vhigh,high,4,4,big,med,unacc,178,5,18,1,1,unacc
vhigh,high,4,4,big,med,unacc,178,5,24,1,1,unacc
vhigh,high,4,4,big,med,unacc,178,5,6,2,1,unacc
vhigh,high,4,4,big,med,unacc,178,5,12,2,1,unacc
vhigh,high,4,4,big,med,unacc,178,5,18,2,1,unacc
vhigh,high,4,4,big,med,unacc,178,5,24,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,5,6,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,5,12,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,5,18,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,5,24,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,5,6,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,5,12,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,5,18,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,5,24,2,1,unacc
low,high,3,more,med,low,unacc,1452,5,6,1,1,unacc
low,high,3,more,med,low,unacc,1452,5,12,1,1,unacc
low,high,3,more,med,low,unacc,1452,5,18,1,1,unacc
low,high,3,more,med,low,unacc,1452,5,24,1,1,unacc
low,high,3,more,med,low,unacc,1452,5,6,2,1,unacc
low,high,3,more,med,low,unacc,1452,5,12,2,1,unacc
low,high,3,more,med,low,unacc,1452,5,18,2,1,unacc
low,high,3,more,med,low,unacc,1452,5,24,2,1,unacc
low,med,5more,more,big,low,unacc,1617,5,6,1,1,unacc
low,med,5more,more,big,low,unacc,1617,5,12,1,1,unacc
low,med,5more,more,big,low,unacc,1617,5,18,1,1,unacc
low,med,5more,more,big,low,unacc,1617,5,24,1,1,unacc
low,med,5more,more,big,low,unacc,1617,5,6,2,1,unacc
low,med,5more,more,big,low,unacc,1617,5,12,2,1,unacc
low,med,5more,more,big,low,unacc,1617,5,18,2,1,unacc
low,med,5more,more,big,low,unacc,1617,5,24,2,1,unacc
low,high,2,4,big,low,unacc,1419,5,6,1,1,unacc
low,high,2,4,big,low,unacc,1419,5,12,1,1,unacc
low,high,2,4,big,low,unacc,1419,5,18,1,1,unacc
low,high,2,4,big,low,unacc,1419,5,24,1,1,unacc
low,high,2,4,big,low,unacc,1419,5,6,2,1,unacc
low,high,2,4,big,low,unacc,1419,5,12,2,1,unacc
low,high,2,4,big,low,unacc,1419,5,18,2,1,unacc
low,high,2,4,big,low,unacc,1419,5,24,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,5,6,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,5,12,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,5,18,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,5,24,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,5,6,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,5,12,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,5,18,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,5,24,2,1,unacc
vhigh,high,3,more,big,med,unacc,160,5,6,1,1,unacc
vhigh,high,3,more,big,med,unacc,160,5,12,1,1,unacc
vhigh,high,3,more,big,med,unacc,160,5,18,1,1,unacc
vhigh,high,3,more,big,med,unacc,160,5,24,1,1,unacc
vhigh,high,3,more,big,med,unacc,160,5,6,2,1,unacc
vhigh,high,3,more,big,med,unacc,160,5,12,2,1,unacc
vhigh,high,3,more,big,med,unacc,160,5,18,2,1,unacc
vhigh,high,3,more,big,med,unacc,160,5,24,2,1,unacc
med,high,3,2,small,low,unacc,999,5,6,1,1,unacc
med,high,3,2,small,low,unacc,999,5,12,1,1,unacc
med,high,3,2,small,low,unacc,999,5,18,1,1,unacc
med,high,3,2,small,low,unacc,999,5,24,1,1,unacc
med,high,3,2,small,low,unacc,999,5,6,2,1,unacc
med,high,3,2,small,low,unacc,999,5,12,2,1,unacc
med,high,3,2,small,low,unacc,999,5,18,2,1,unacc
med,high,3,2,small,low,unacc,999,5,24,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,5,6,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,5,12,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,5,18,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,5,24,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,5,6,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,5,12,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,5,18,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,5,24,2,1,unacc
low,low,2,4,med,low,unacc,1632,5,6,1,1,unacc
low,low,2,4,med,low,unacc,1632,5,12,1,1,unacc
low,low,2,4,med,low,unacc,1632,5,18,1,1,unacc
low,low,2,4,med,low,unacc,1632,5,24,1,1,unacc
low,low,2,4,med,low,unacc,1632,5,6,2,1,unacc
low,low,2,4,med,low,unacc,1632,5,12,2,1,unacc
low,low,2,4,med,low,unacc,1632,5,18,2,1,unacc
low,low,2,4,med,low,unacc,1632,5,24,2,1,unacc
low,low,4,4,med,low,unacc,1686,5,6,1,1,unacc
low,low,4,4,med,low,unacc,1686,5,12,1,1,unacc
low,low,4,4,med,low,unacc,1686,5,18,1,1,unacc
low,low,4,4,med,low,unacc,1686,5,24,1,1,unacc
low,low,4,4,med,low,unacc,1686,5,6,2,1,unacc
low,low,4,4,med,low,unacc,1686,5,12,2,1,unacc
low,low,4,4,med,low,unacc,1686,5,18,2,1,unacc
low,low,4,4,med,low,unacc,1686,5,24,2,1,unacc
high,low,2,2,med,low,unacc,759,5,6,1,1,unacc
high,low,2,2,med,low,unacc,759,5,12,1,1,unacc
high,low,2,2,med,low,unacc,759,5,18,1,1,unacc
high,low,2,2,med,low,unacc,759,5,24,1,1,unacc
high,low,2,2,med,low,unacc,759,5,6,2,1,unacc
high,low,2,2,med,low,unacc,759,5,12,2,1,unacc
high,low,2,2,med,low,unacc,759,5,18,2,1,unacc
high,low,2,2,med,low,unacc,759,5,24,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,5,6,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,5,12,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,5,18,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,5,24,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,5,6,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,5,12,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,5,18,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,5,24,2,1,unacc
med,med,3,4,med,low,unacc,1119,5,6,1,1,unacc
med,med,3,4,med,low,unacc,1119,5,12,1,1,unacc
med,med,3,4,med,low,unacc,1119,5,18,1,1,unacc
med,med,3,4,med,low,unacc,1119,5,24,1,1,unacc
med,med,3,4,med,low,unacc,1119,5,6,2,1,unacc
med,med,3,4,med,low,unacc,1119,5,12,2,1,unacc
med,med,3,4,med,low,unacc,1119,5,18,2,1,unacc
med,med,3,4,med,low,unacc,1119,5,24,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,5,6,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,5,12,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,5,18,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,5,24,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,5,6,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,5,12,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,5,18,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,5,24,2,1,unacc
high,high,3,2,med,med,unacc,571,5,6,1,1,unacc
high,high,3,2,med,med,unacc,571,5,12,1,1,unacc
high,high,3,2,med,med,unacc,571,5,18,1,1,unacc
high,high,3,2,med,med,unacc,571,5,24,1,1,unacc
high,high,3,2,med,med,unacc,571,5,6,2,1,unacc
high,high,3,2,med,med,unacc,571,5,12,2,1,unacc
high,high,3,2,med,med,unacc,571,5,18,2,1,unacc
high,high,3,2,med,med,unacc,571,5,24,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,5,6,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,5,12,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,5,18,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,5,24,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,5,6,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,5,12,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,5,18,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,5,24,2,1,unacc
high,med,5more,2,small,high,unacc,731,5,6,1,1,unacc
high,med,5more,2,small,high,unacc,731,5,12,1,1,unacc
high,med,5more,2,small,high,unacc,731,5,18,1,1,unacc
high,med,5more,2,small,high,unacc,731,5,24,1,1,unacc
high,med,5more,2,small,high,unacc,731,5,6,2,1,unacc
high,med,5more,2,small,high,unacc,731,5,12,2,1,unacc
high,med,5more,2,small,high,unacc,731,5,18,2,1,unacc
high,med,5more,2,small,high,unacc,731,5,24,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,5,6,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,5,12,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,5,18,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,5,24,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,5,6,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,5,12,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,5,18,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,5,24,2,1,unacc
high,med,2,2,small,low,unacc,648,5,6,1,1,unacc
high,med,2,2,small,low,unacc,648,5,12,1,1,unacc
high,med,2,2,small,low,unacc,648,5,18,1,1,unacc
high,med,2,2,small,low,unacc,648,5,24,1,1,unacc
high,med,2,2,small,low,unacc,648,5,6,2,1,unacc
high,med,2,2,small,low,unacc,648,5,12,2,1,unacc
high,med,2,2,small,low,unacc,648,5,18,2,1,unacc
high,med,2,2,small,low,unacc,648,5,24,2,1,unacc
low,low,2,2,big,med,unacc,1627,5,6,1,1,unacc
low,low,2,2,big,med,unacc,1627,5,12,1,1,unacc
low,low,2,2,big,med,unacc,1627,5,18,1,1,unacc
low,low,2,2,big,med,unacc,1627,5,24,1,1,unacc
low,low,2,2,big,med,unacc,1627,5,6,2,1,unacc
