Class Name,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,sampleNum,tuning_run,k,exponent,standard_dev_mult,estimate
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,305,5,9,2,1,republican
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,305,5,12,2,1,republican
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,n,113,5,3,1,1,republican
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,n,113,5,6,1,1,republican
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,n,113,5,9,1,1,republican
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,n,113,5,12,1,1,republican
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,n,113,5,3,2,1,republican
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,n,113,5,6,2,1,republican
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,n,113,5,9,2,1,republican
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,n,113,5,12,2,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,150,5,3,1,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,150,5,6,1,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,150,5,9,1,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,150,5,12,1,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,150,5,3,2,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,150,5,6,2,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,150,5,9,2,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,150,5,12,2,1,republican
republican,y,y,n,y,y,y,n,n,n,n,n,n,y,y,n,y,37,5,3,1,1,republican
republican,y,y,n,y,y,y,n,n,n,n,n,n,y,y,n,y,37,5,6,1,1,republican
republican,y,y,n,y,y,y,n,n,n,n,n,n,y,y,n,y,37,5,9,1,1,republican
republican,y,y,n,y,y,y,n,n,n,n,n,n,y,y,n,y,37,5,12,1,1,republican
republican,y,y,n,y,y,y,n,n,n,n,n,n,y,y,n,y,37,5,3,2,1,democrat
republican,y,y,n,y,y,y,n,n,n,n,n,n,y,y,n,y,37,5,6,2,1,republican
republican,y,y,n,y,y,y,n,n,n,n,n,n,y,y,n,y,37,5,9,2,1,republican
republican,y,y,n,y,y,y,n,n,n,n,n,n,y,y,n,y,37,5,12,2,1,republican
republican,n,y,n,y,y,y,?,?,n,n,?,?,y,?,?,?,377,5,3,1,1,republican
republican,n,y,n,y,y,y,?,?,n,n,?,?,y,?,?,?,377,5,6,1,1,republican
republican,n,y,n,y,y,y,?,?,n,n,?,?,y,?,?,?,377,5,9,1,1,republican
republican,n,y,n,y,y,y,?,?,n,n,?,?,y,?,?,?,377,5,12,1,1,republican
republican,n,y,n,y,y,y,?,?,n,n,?,?,y,?,?,?,377,5,3,2,1,republican
republican,n,y,n,y,y,y,?,?,n,n,?,?,y,?,?,?,377,5,6,2,1,republican
republican,n,y,n,y,y,y,?,?,n,n,?,?,y,?,?,?,377,5,9,2,1,republican
republican,n,y,n,y,y,y,?,?,n,n,?,?,y,?,?,?,377,5,12,2,1,republican
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,n,401,5,3,1,1,republican
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,n,401,5,6,1,1,republican
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,n,401,5,9,1,1,republican
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,n,401,5,12,1,1,republican
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,n,401,5,3,2,1,republican
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,n,401,5,6,2,1,republican
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,n,401,5,9,2,1,republican
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,n,401,5,12,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,y,?,y,y,?,?,11,5,3,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,y,?,y,y,?,?,11,5,6,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,y,?,y,y,?,?,11,5,9,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,y,?,y,y,?,?,11,5,12,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,y,?,y,y,?,?,11,5,3,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,y,?,y,y,?,?,11,5,6,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,y,?,y,y,?,?,11,5,9,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,y,?,y,y,?,?,11,5,12,2,1,republican
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,303,5,3,1,1,republican
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,303,5,6,1,1,republican
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,303,5,9,1,1,republican
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,303,5,12,1,1,republican
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,303,5,3,2,1,republican
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,303,5,6,2,1,republican
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,303,5,9,2,1,republican
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,303,5,12,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,250,5,3,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,250,5,6,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,250,5,9,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,250,5,12,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,250,5,3,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,250,5,6,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,250,5,9,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,250,5,12,2,1,republican
republican,y,y,y,y,y,n,y,n,n,n,n,y,y,y,n,y,117,5,3,1,1,republican
republican,y,y,y,y,y,n,y,n,n,n,n,y,y,y,n,y,117,5,6,1,1,republican
republican,y,y,y,y,y,n,y,n,n,n,n,y,y,y,n,y,117,5,9,1,1,republican
republican,y,y,y,y,y,n,y,n,n,n,n,y,y,y,n,y,117,5,12,1,1,republican
republican,y,y,y,y,y,n,y,n,n,n,n,y,y,y,n,y,117,5,3,2,1,republican
republican,y,y,y,y,y,n,y,n,n,n,n,y,y,y,n,y,117,5,6,2,1,republican
republican,y,y,y,y,y,n,y,n,n,n,n,y,y,y,n,y,117,5,9,2,1,republican
republican,y,y,y,y,y,n,y,n,n,n,n,y,y,y,n,y,117,5,12,2,1,republican
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,?,304,5,3,1,1,republican
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,?,304,5,6,1,1,republican
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,?,304,5,9,1,1,republican
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,?,304,5,12,1,1,republican
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,?,304,5,3,2,1,republican
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,?,304,5,6,2,1,republican
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,?,304,5,9,2,1,republican
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,?,304,5,12,2,1,republican
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,y,111,5,3,1,1,republican
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,y,111,5,6,1,1,republican
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,y,111,5,9,1,1,republican
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,y,111,5,12,1,1,republican
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,y,111,5,3,2,1,republican
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,y,111,5,6,2,1,republican
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,y,111,5,9,2,1,republican
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,y,111,5,12,2,1,republican
republican,n,n,n,y,y,y,?,?,?,?,n,y,y,y,n,y,433,5,3,1,1,republican
republican,n,n,n,y,y,y,?,?,?,?,n,y,y,y,n,y,433,5,6,1,1,republican
republican,n,n,n,y,y,y,?,?,?,?,n,y,y,y,n,y,433,5,9,1,1,republican
republican,n,n,n,y,y,y,?,?,?,?,n,y,y,y,n,y,433,5,12,1,1,republican
republican,n,n,n,y,y,y,?,?,?,?,n,y,y,y,n,y,433,5,3,2,1,republican
republican,n,n,n,y,y,y,?,?,?,?,n,y,y,y,n,y,433,5,6,2,1,republican
republican,n,n,n,y,y,y,?,?,?,?,n,y,y,y,n,y,433,5,9,2,1,republican
republican,n,n,n,y,y,y,?,?,?,?,n,y,y,y,n,y,433,5,12,2,1,republican
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,y,225,5,3,1,1,republican
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,y,225,5,6,1,1,republican
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,y,225,5,9,1,1,republican
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,y,225,5,12,1,1,republican
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,y,225,5,3,2,1,republican
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,y,225,5,6,2,1,republican
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,y,225,5,9,2,1,republican
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,y,225,5,12,2,1,republican
republican,y,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,347,5,3,1,1,republican
republican,y,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,347,5,6,1,1,republican
republican,y,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,347,5,9,1,1,republican
republican,y,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,347,5,12,1,1,republican
republican,y,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,347,5,3,2,1,republican
republican,y,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,347,5,6,2,1,republican
republican,y,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,347,5,9,2,1,republican
republican,y,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,347,5,12,2,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,404,5,3,1,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,404,5,6,1,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,404,5,9,1,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,404,5,12,1,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,404,5,3,2,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,404,5,6,2,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,404,5,9,2,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,404,5,12,2,1,republican
republican,n,n,y,y,n,n,y,y,y,y,n,n,n,y,y,y,176,5,3,1,1,democrat
republican,n,n,y,y,n,n,y,y,y,y,n,n,n,y,y,y,176,5,6,1,1,democrat
republican,n,n,y,y,n,n,y,y,y,y,n,n,n,y,y,y,176,5,9,1,1,democrat
republican,n,n,y,y,n,n,y,y,y,y,n,n,n,y,y,y,176,5,12,1,1,democrat
republican,n,n,y,y,n,n,y,y,y,y,n,n,n,y,y,y,176,5,3,2,1,democrat
republican,n,n,y,y,n,n,y,y,y,y,n,n,n,y,y,y,176,5,6,2,1,democrat
republican,n,n,y,y,n,n,y,y,y,y,n,n,n,y,y,y,176,5,9,2,1,democrat
republican,n,n,y,y,n,n,y,y,y,y,n,n,n,y,y,y,176,5,12,2,1,democrat
republican,n,y,y,y,y,y,y,?,n,n,n,n,?,?,y,?,315,5,3,1,1,democrat
republican,n,y,y,y,y,y,y,?,n,n,n,n,?,?,y,?,315,5,6,1,1,republican
republican,n,y,y,y,y,y,y,?,n,n,n,n,?,?,y,?,315,5,9,1,1,republican
republican,n,y,y,y,y,y,y,?,n,n,n,n,?,?,y,?,315,5,12,1,1,republican
republican,n,y,y,y,y,y,y,?,n,n,n,n,?,?,y,?,315,5,3,2,1,republican
republican,n,y,y,y,y,y,y,?,n,n,n,n,?,?,y,?,315,5,6,2,1,republican
republican,n,y,y,y,y,y,y,?,n,n,n,n,?,?,y,?,315,5,9,2,1,republican
republican,n,y,y,y,y,y,y,?,n,n,n,n,?,?,y,?,315,5,12,2,1,republican
republican,n,n,n,y,y,y,y,y,y,y,n,y,y,y,n,y,142,5,3,1,1,republican
republican,n,n,n,y,y,y,y,y,y,y,n,y,y,y,n,y,142,5,6,1,1,republican
republican,n,n,n,y,y,y,y,y,y,y,n,y,y,y,n,y,142,5,9,1,1,republican
republican,n,n,n,y,y,y,y,y,y,y,n,y,y,y,n,y,142,5,12,1,1,republican
republican,n,n,n,y,y,y,y,y,y,y,n,y,y,y,n,y,142,5,3,2,1,republican
republican,n,n,n,y,y,y,y,y,y,y,n,y,y,y,n,y,142,5,6,2,1,republican
republican,n,n,n,y,y,y,y,y,y,y,n,y,y,y,n,y,142,5,9,2,1,republican
republican,n,n,n,y,y,y,y,y,y,y,n,y,y,y,n,y,142,5,12,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,154,5,3,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,154,5,6,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,154,5,9,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,154,5,12,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,154,5,3,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,154,5,6,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,154,5,9,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,154,5,12,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,374,5,3,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,374,5,6,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,374,5,9,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,374,5,12,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,374,5,3,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,374,5,6,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,374,5,9,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,374,5,12,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,?,1,5,3,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,?,1,5,6,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,?,1,5,9,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,?,1,5,12,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,?,1,5,3,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,?,1,5,6,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,?,1,5,9,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,?,1,5,12,2,1,republican
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,y,n,276,5,3,1,1,republican
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,y,n,276,5,6,1,1,republican
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,y,n,276,5,9,1,1,republican
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,y,n,276,5,12,1,1,republican
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,y,n,276,5,3,2,1,republican
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,y,n,276,5,6,2,1,republican
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,y,n,276,5,9,2,1,republican
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,y,n,276,5,12,2,1,republican
republican,y,n,y,y,n,n,n,y,y,y,n,n,n,y,y,y,355,5,3,1,1,democrat
republican,y,n,y,y,n,n,n,y,y,y,n,n,n,y,y,y,355,5,6,1,1,democrat
republican,y,n,y,y,n,n,n,y,y,y,n,n,n,y,y,y,355,5,9,1,1,democrat
republican,y,n,y,y,n,n,n,y,y,y,n,n,n,y,y,y,355,5,12,1,1,democrat
republican,y,n,y,y,n,n,n,y,y,y,n,n,n,y,y,y,355,5,3,2,1,democrat
republican,y,n,y,y,n,n,n,y,y,y,n,n,n,y,y,y,355,5,6,2,1,democrat
republican,y,n,y,y,n,n,n,y,y,y,n,n,n,y,y,y,355,5,9,2,1,democrat
republican,y,n,y,y,n,n,n,y,y,y,n,n,n,y,y,y,355,5,12,2,1,democrat
republican,y,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n,339,5,3,1,1,republican
republican,y,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n,339,5,6,1,1,republican
republican,y,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n,339,5,9,1,1,republican
republican,y,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n,339,5,12,1,1,republican
republican,y,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n,339,5,3,2,1,republican
republican,y,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n,339,5,6,2,1,republican
republican,y,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n,339,5,9,2,1,republican
republican,y,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n,339,5,12,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,35,5,3,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,35,5,6,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,35,5,9,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,35,5,12,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,35,5,3,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,35,5,6,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,35,5,9,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,35,5,12,2,1,republican
democrat,y,y,y,n,y,y,n,y,?,y,n,n,y,y,n,?,323,5,3,1,1,democrat
democrat,y,y,y,n,y,y,n,y,?,y,n,n,y,y,n,?,323,5,6,1,1,democrat
democrat,y,y,y,n,y,y,n,y,?,y,n,n,y,y,n,?,323,5,9,1,1,democrat
democrat,y,y,y,n,y,y,n,y,?,y,n,n,y,y,n,?,323,5,12,1,1,democrat
democrat,y,y,y,n,y,y,n,y,?,y,n,n,y,y,n,?,323,5,3,2,1,democrat
democrat,y,y,y,n,y,y,n,y,?,y,n,n,y,y,n,?,323,5,6,2,1,democrat
democrat,y,y,y,n,y,y,n,y,?,y,n,n,y,y,n,?,323,5,9,2,1,democrat
democrat,y,y,y,n,y,y,n,y,?,y,n,n,y,y,n,?,323,5,12,2,1,democrat
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,110,5,3,1,1,democrat
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,110,5,6,1,1,democrat
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,110,5,9,1,1,democrat
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,110,5,12,1,1,democrat
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,110,5,3,2,1,democrat
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,110,5,6,2,1,democrat
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,110,5,9,2,1,democrat
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,110,5,12,2,1,democrat
democrat,y,n,y,n,y,y,y,n,n,n,y,n,n,y,n,y,101,5,3,1,1,democrat
democrat,y,n,y,n,y,y,y,n,n,n,y,n,n,y,n,y,101,5,6,1,1,democrat
