buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,tuning_run,k,exponent,standard_dev_mult,estimate
vhigh,low,3,2,big,med,unacc,358,2,24,2,1,unacc
vhigh,high,5more,2,small,med,unacc,190,2,6,1,1,unacc
vhigh,high,5more,2,small,med,unacc,190,2,12,1,1,unacc
vhigh,high,5more,2,small,med,unacc,190,2,18,1,1,unacc
vhigh,high,5more,2,small,med,unacc,190,2,24,1,1,unacc
vhigh,high,5more,2,small,med,unacc,190,2,6,2,1,unacc
vhigh,high,5more,2,small,med,unacc,190,2,12,2,1,unacc
vhigh,high,5more,2,small,med,unacc,190,2,18,2,1,unacc
vhigh,high,5more,2,small,med,unacc,190,2,24,2,1,unacc
vhigh,low,3,4,big,low,unacc,366,2,6,1,1,unacc
vhigh,low,3,4,big,low,unacc,366,2,12,1,1,unacc
vhigh,low,3,4,big,low,unacc,366,2,18,1,1,unacc
vhigh,low,3,4,big,low,unacc,366,2,24,1,1,unacc
vhigh,low,3,4,big,low,unacc,366,2,6,2,1,unacc
vhigh,low,3,4,big,low,unacc,366,2,12,2,1,unacc
vhigh,low,3,4,big,low,unacc,366,2,18,2,1,unacc
vhigh,low,3,4,big,low,unacc,366,2,24,2,1,unacc
med,med,2,2,small,high,unacc,1082,2,6,1,1,unacc
med,med,2,2,small,high,unacc,1082,2,12,1,1,unacc
med,med,2,2,small,high,unacc,1082,2,18,1,1,unacc
med,med,2,2,small,high,unacc,1082,2,24,1,1,unacc
med,med,2,2,small,high,unacc,1082,2,6,2,1,unacc
med,med,2,2,small,high,unacc,1082,2,12,2,1,unacc
med,med,2,2,small,high,unacc,1082,2,18,2,1,unacc
med,med,2,2,small,high,unacc,1082,2,24,2,1,unacc
low,vhigh,3,4,med,med,unacc,1336,2,6,1,1,acc
low,vhigh,3,4,med,med,unacc,1336,2,12,1,1,acc
low,vhigh,3,4,med,med,unacc,1336,2,18,1,1,acc
low,vhigh,3,4,med,med,unacc,1336,2,24,1,1,acc
low,vhigh,3,4,med,med,unacc,1336,2,6,2,1,acc
low,vhigh,3,4,med,med,unacc,1336,2,12,2,1,acc
low,vhigh,3,4,med,med,unacc,1336,2,18,2,1,acc
low,vhigh,3,4,med,med,unacc,1336,2,24,2,1,acc
low,vhigh,2,2,big,med,unacc,1303,2,6,1,1,unacc
low,vhigh,2,2,big,med,unacc,1303,2,12,1,1,unacc
low,vhigh,2,2,big,med,unacc,1303,2,18,1,1,unacc
low,vhigh,2,2,big,med,unacc,1303,2,24,1,1,unacc
low,vhigh,2,2,big,med,unacc,1303,2,6,2,1,unacc
low,vhigh,2,2,big,med,unacc,1303,2,12,2,1,unacc
low,vhigh,2,2,big,med,unacc,1303,2,18,2,1,unacc
low,vhigh,2,2,big,med,unacc,1303,2,24,2,1,unacc
vhigh,low,3,2,small,low,unacc,351,2,6,1,1,unacc
vhigh,low,3,2,small,low,unacc,351,2,12,1,1,unacc
vhigh,low,3,2,small,low,unacc,351,2,18,1,1,unacc
vhigh,low,3,2,small,low,unacc,351,2,24,1,1,unacc
vhigh,low,3,2,small,low,unacc,351,2,6,2,1,unacc
vhigh,low,3,2,small,low,unacc,351,2,12,2,1,unacc
vhigh,low,3,2,small,low,unacc,351,2,18,2,1,unacc
vhigh,low,3,2,small,low,unacc,351,2,24,2,1,unacc
vhigh,high,4,4,med,med,unacc,175,2,6,1,1,unacc
vhigh,high,4,4,med,med,unacc,175,2,12,1,1,unacc
vhigh,high,4,4,med,med,unacc,175,2,18,1,1,unacc
vhigh,high,4,4,med,med,unacc,175,2,24,1,1,unacc
vhigh,high,4,4,med,med,unacc,175,2,6,2,1,unacc
vhigh,high,4,4,med,med,unacc,175,2,12,2,1,unacc
vhigh,high,4,4,med,med,unacc,175,2,18,2,1,unacc
vhigh,high,4,4,med,med,unacc,175,2,24,2,1,unacc
high,high,5more,4,big,low,unacc,636,2,6,1,1,unacc
high,high,5more,4,big,low,unacc,636,2,12,1,1,unacc
high,high,5more,4,big,low,unacc,636,2,18,1,1,unacc
high,high,5more,4,big,low,unacc,636,2,24,1,1,unacc
high,high,5more,4,big,low,unacc,636,2,6,2,1,unacc
high,high,5more,4,big,low,unacc,636,2,12,2,1,unacc
high,high,5more,4,big,low,unacc,636,2,18,2,1,unacc
high,high,5more,4,big,low,unacc,636,2,24,2,1,unacc
med,vhigh,3,more,small,low,unacc,909,2,6,1,1,unacc
med,vhigh,3,more,small,low,unacc,909,2,12,1,1,unacc
med,vhigh,3,more,small,low,unacc,909,2,18,1,1,unacc
med,vhigh,3,more,small,low,unacc,909,2,24,1,1,unacc
med,vhigh,3,more,small,low,unacc,909,2,6,2,1,unacc
med,vhigh,3,more,small,low,unacc,909,2,12,2,1,unacc
med,vhigh,3,more,small,low,unacc,909,2,18,2,1,unacc
med,vhigh,3,more,small,low,unacc,909,2,24,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,2,6,1,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,2,12,1,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,2,18,1,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,2,24,1,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,2,6,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,2,12,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,2,18,2,1,unacc
low,vhigh,5more,2,med,med,unacc,1381,2,24,2,1,unacc
low,med,4,2,small,high,unacc,1568,2,6,1,1,unacc
low,med,4,2,small,high,unacc,1568,2,12,1,1,unacc
low,med,4,2,small,high,unacc,1568,2,18,1,1,unacc
low,med,4,2,small,high,unacc,1568,2,24,1,1,unacc
low,med,4,2,small,high,unacc,1568,2,6,2,1,unacc
low,med,4,2,small,high,unacc,1568,2,12,2,1,unacc
low,med,4,2,small,high,unacc,1568,2,18,2,1,unacc
low,med,4,2,small,high,unacc,1568,2,24,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,2,6,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,2,12,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,2,18,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,2,24,1,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,2,6,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,2,12,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,2,18,2,1,unacc
vhigh,vhigh,4,more,med,high,unacc,77,2,24,2,1,unacc
high,low,5more,2,small,high,unacc,839,2,6,1,1,unacc
high,low,5more,2,small,high,unacc,839,2,12,1,1,unacc
high,low,5more,2,small,high,unacc,839,2,18,1,1,unacc
high,low,5more,2,small,high,unacc,839,2,24,1,1,unacc
high,low,5more,2,small,high,unacc,839,2,6,2,1,unacc
high,low,5more,2,small,high,unacc,839,2,12,2,1,unacc
high,low,5more,2,small,high,unacc,839,2,18,2,1,unacc
high,low,5more,2,small,high,unacc,839,2,24,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,2,6,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,2,12,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,2,18,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,2,24,1,1,unacc
high,vhigh,2,more,med,med,unacc,454,2,6,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,2,12,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,2,18,2,1,unacc
high,vhigh,2,more,med,med,unacc,454,2,24,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,2,6,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,2,12,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,2,18,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,2,24,1,1,unacc
high,vhigh,5more,4,small,low,unacc,522,2,6,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,2,12,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,2,18,2,1,unacc
high,vhigh,5more,4,small,low,unacc,522,2,24,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,2,6,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,2,12,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,2,18,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,2,24,1,1,unacc
high,vhigh,5more,more,small,high,unacc,533,2,6,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,2,12,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,2,18,2,1,unacc
high,vhigh,5more,more,small,high,unacc,533,2,24,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,2,6,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,2,12,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,2,18,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,2,24,1,1,unacc
med,vhigh,3,2,small,low,unacc,891,2,6,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,2,12,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,2,18,2,1,unacc
med,vhigh,3,2,small,low,unacc,891,2,24,2,1,unacc
high,high,2,2,small,high,unacc,542,2,6,1,1,unacc
high,high,2,2,small,high,unacc,542,2,12,1,1,unacc
high,high,2,2,small,high,unacc,542,2,18,1,1,unacc
high,high,2,2,small,high,unacc,542,2,24,1,1,unacc
high,high,2,2,small,high,unacc,542,2,6,2,1,unacc
high,high,2,2,small,high,unacc,542,2,12,2,1,unacc
high,high,2,2,small,high,unacc,542,2,18,2,1,unacc
high,high,2,2,small,high,unacc,542,2,24,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,2,6,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,2,12,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,2,18,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,2,24,1,1,unacc
high,vhigh,4,2,med,med,unacc,490,2,6,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,2,12,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,2,18,2,1,unacc
high,vhigh,4,2,med,med,unacc,490,2,24,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,2,6,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,2,12,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,2,18,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,2,24,1,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,2,6,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,2,12,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,2,18,2,1,unacc
vhigh,vhigh,4,4,small,high,unacc,65,2,24,2,1,unacc
low,low,5more,2,med,high,unacc,1706,2,6,1,1,unacc
low,low,5more,2,med,high,unacc,1706,2,12,1,1,unacc
low,low,5more,2,med,high,unacc,1706,2,18,1,1,unacc
low,low,5more,2,med,high,unacc,1706,2,24,1,1,unacc
low,low,5more,2,med,high,unacc,1706,2,6,2,1,unacc
low,low,5more,2,med,high,unacc,1706,2,12,2,1,unacc
low,low,5more,2,med,high,unacc,1706,2,18,2,1,unacc
low,low,5more,2,med,high,unacc,1706,2,24,2,1,unacc
high,low,2,2,med,high,unacc,761,2,6,1,1,unacc
high,low,2,2,med,high,unacc,761,2,12,1,1,unacc
high,low,2,2,med,high,unacc,761,2,18,1,1,unacc
high,low,2,2,med,high,unacc,761,2,24,1,1,unacc
high,low,2,2,med,high,unacc,761,2,6,2,1,unacc
high,low,2,2,med,high,unacc,761,2,12,2,1,unacc
high,low,2,2,med,high,unacc,761,2,18,2,1,unacc
high,low,2,2,med,high,unacc,761,2,24,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,2,6,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,2,12,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,2,18,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,2,24,1,1,unacc
high,vhigh,4,4,big,med,unacc,502,2,6,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,2,12,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,2,18,2,1,unacc
high,vhigh,4,4,big,med,unacc,502,2,24,2,1,unacc
high,high,3,4,small,med,unacc,577,2,6,1,1,unacc
high,high,3,4,small,med,unacc,577,2,12,1,1,unacc
high,high,3,4,small,med,unacc,577,2,18,1,1,unacc
high,high,3,4,small,med,unacc,577,2,24,1,1,unacc
high,high,3,4,small,med,unacc,577,2,6,2,1,unacc
high,high,3,4,small,med,unacc,577,2,12,2,1,unacc
high,high,3,4,small,med,unacc,577,2,18,2,1,unacc
high,high,3,4,small,med,unacc,577,2,24,2,1,unacc
med,low,4,2,med,high,unacc,1247,2,6,1,1,unacc
med,low,4,2,med,high,unacc,1247,2,12,1,1,unacc
med,low,4,2,med,high,unacc,1247,2,18,1,1,unacc
med,low,4,2,med,high,unacc,1247,2,24,1,1,unacc
med,low,4,2,med,high,unacc,1247,2,6,2,1,unacc
med,low,4,2,med,high,unacc,1247,2,12,2,1,unacc
med,low,4,2,med,high,unacc,1247,2,18,2,1,unacc
med,low,4,2,med,high,unacc,1247,2,24,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,2,6,1,1,acc
med,vhigh,5more,more,small,med,unacc,964,2,12,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,2,18,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,2,24,1,1,unacc
med,vhigh,5more,more,small,med,unacc,964,2,6,2,1,acc
med,vhigh,5more,more,small,med,unacc,964,2,12,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,2,18,2,1,unacc
med,vhigh,5more,more,small,med,unacc,964,2,24,2,1,acc
med,high,3,2,med,med,unacc,1003,2,6,1,1,unacc
med,high,3,2,med,med,unacc,1003,2,12,1,1,unacc
med,high,3,2,med,med,unacc,1003,2,18,1,1,unacc
med,high,3,2,med,med,unacc,1003,2,24,1,1,unacc
med,high,3,2,med,med,unacc,1003,2,6,2,1,unacc
med,high,3,2,med,med,unacc,1003,2,12,2,1,unacc
med,high,3,2,med,med,unacc,1003,2,18,2,1,unacc
med,high,3,2,med,med,unacc,1003,2,24,2,1,unacc
vhigh,high,4,4,big,med,unacc,178,2,6,1,1,unacc
vhigh,high,4,4,big,med,unacc,178,2,12,1,1,unacc
vhigh,high,4,4,big,med,unacc,178,2,18,1,1,unacc
vhigh,high,4,4,big,med,unacc,178,2,24,1,1,unacc
vhigh,high,4,4,big,med,unacc,178,2,6,2,1,unacc
vhigh,high,4,4,big,med,unacc,178,2,12,2,1,unacc
vhigh,high,4,4,big,med,unacc,178,2,18,2,1,unacc
vhigh,high,4,4,big,med,unacc,178,2,24,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,2,6,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,2,12,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,2,18,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,2,24,1,1,unacc
vhigh,med,3,2,med,low,unacc,246,2,6,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,2,12,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,2,18,2,1,unacc
vhigh,med,3,2,med,low,unacc,246,2,24,2,1,unacc
low,high,3,more,med,low,unacc,1452,2,6,1,1,unacc
low,high,3,more,med,low,unacc,1452,2,12,1,1,unacc
low,high,3,more,med,low,unacc,1452,2,18,1,1,unacc
low,high,3,more,med,low,unacc,1452,2,24,1,1,unacc
low,high,3,more,med,low,unacc,1452,2,6,2,1,unacc
low,high,3,more,med,low,unacc,1452,2,12,2,1,unacc
low,high,3,more,med,low,unacc,1452,2,18,2,1,unacc
low,high,3,more,med,low,unacc,1452,2,24,2,1,unacc
low,med,5more,more,big,low,unacc,1617,2,6,1,1,unacc
low,med,5more,more,big,low,unacc,1617,2,12,1,1,unacc
low,med,5more,more,big,low,unacc,1617,2,18,1,1,unacc
low,med,5more,more,big,low,unacc,1617,2,24,1,1,unacc
low,med,5more,more,big,low,unacc,1617,2,6,2,1,unacc
low,med,5more,more,big,low,unacc,1617,2,12,2,1,unacc
low,med,5more,more,big,low,unacc,1617,2,18,2,1,unacc
low,med,5more,more,big,low,unacc,1617,2,24,2,1,unacc
low,high,2,4,big,low,unacc,1419,2,6,1,1,unacc
low,high,2,4,big,low,unacc,1419,2,12,1,1,unacc
low,high,2,4,big,low,unacc,1419,2,18,1,1,unacc
low,high,2,4,big,low,unacc,1419,2,24,1,1,unacc
low,high,2,4,big,low,unacc,1419,2,6,2,1,unacc
low,high,2,4,big,low,unacc,1419,2,12,2,1,unacc
low,high,2,4,big,low,unacc,1419,2,18,2,1,unacc
low,high,2,4,big,low,unacc,1419,2,24,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,2,6,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,2,12,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,2,18,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,2,24,1,1,unacc
vhigh,high,4,2,med,med,unacc,166,2,6,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,2,12,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,2,18,2,1,unacc
vhigh,high,4,2,med,med,unacc,166,2,24,2,1,unacc
vhigh,high,3,more,big,med,unacc,160,2,6,1,1,unacc
vhigh,high,3,more,big,med,unacc,160,2,12,1,1,unacc
vhigh,high,3,more,big,med,unacc,160,2,18,1,1,unacc
vhigh,high,3,more,big,med,unacc,160,2,24,1,1,unacc
vhigh,high,3,more,big,med,unacc,160,2,6,2,1,unacc
vhigh,high,3,more,big,med,unacc,160,2,12,2,1,unacc
vhigh,high,3,more,big,med,unacc,160,2,18,2,1,unacc
vhigh,high,3,more,big,med,unacc,160,2,24,2,1,unacc
med,high,3,2,small,low,unacc,999,2,6,1,1,unacc
med,high,3,2,small,low,unacc,999,2,12,1,1,unacc
med,high,3,2,small,low,unacc,999,2,18,1,1,unacc
med,high,3,2,small,low,unacc,999,2,24,1,1,unacc
med,high,3,2,small,low,unacc,999,2,6,2,1,unacc
med,high,3,2,small,low,unacc,999,2,12,2,1,unacc
med,high,3,2,small,low,unacc,999,2,18,2,1,unacc
med,high,3,2,small,low,unacc,999,2,24,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,2,6,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,2,12,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,2,18,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,2,24,1,1,unacc
med,vhigh,2,2,med,low,unacc,867,2,6,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,2,12,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,2,18,2,1,unacc
med,vhigh,2,2,med,low,unacc,867,2,24,2,1,unacc
low,low,2,4,med,low,unacc,1632,2,6,1,1,unacc
low,low,2,4,med,low,unacc,1632,2,12,1,1,unacc
low,low,2,4,med,low,unacc,1632,2,18,1,1,unacc
low,low,2,4,med,low,unacc,1632,2,24,1,1,unacc
low,low,2,4,med,low,unacc,1632,2,6,2,1,unacc
low,low,2,4,med,low,unacc,1632,2,12,2,1,unacc
low,low,2,4,med,low,unacc,1632,2,18,2,1,unacc
low,low,2,4,med,low,unacc,1632,2,24,2,1,unacc
low,low,4,4,med,low,unacc,1686,2,6,1,1,unacc
low,low,4,4,med,low,unacc,1686,2,12,1,1,unacc
low,low,4,4,med,low,unacc,1686,2,18,1,1,unacc
low,low,4,4,med,low,unacc,1686,2,24,1,1,unacc
low,low,4,4,med,low,unacc,1686,2,6,2,1,unacc
low,low,4,4,med,low,unacc,1686,2,12,2,1,unacc
low,low,4,4,med,low,unacc,1686,2,18,2,1,unacc
low,low,4,4,med,low,unacc,1686,2,24,2,1,unacc
high,low,2,2,med,low,unacc,759,2,6,1,1,unacc
high,low,2,2,med,low,unacc,759,2,12,1,1,unacc
high,low,2,2,med,low,unacc,759,2,18,1,1,unacc
high,low,2,2,med,low,unacc,759,2,24,1,1,unacc
high,low,2,2,med,low,unacc,759,2,6,2,1,unacc
high,low,2,2,med,low,unacc,759,2,12,2,1,unacc
high,low,2,2,med,low,unacc,759,2,18,2,1,unacc
high,low,2,2,med,low,unacc,759,2,24,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,2,6,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,2,12,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,2,18,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,2,24,1,1,unacc
vhigh,low,3,2,small,med,unacc,352,2,6,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,2,12,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,2,18,2,1,unacc
vhigh,low,3,2,small,med,unacc,352,2,24,2,1,unacc
med,med,3,4,med,low,unacc,1119,2,6,1,1,unacc
med,med,3,4,med,low,unacc,1119,2,12,1,1,unacc
med,med,3,4,med,low,unacc,1119,2,18,1,1,unacc
med,med,3,4,med,low,unacc,1119,2,24,1,1,unacc
med,med,3,4,med,low,unacc,1119,2,6,2,1,unacc
med,med,3,4,med,low,unacc,1119,2,12,2,1,unacc
med,med,3,4,med,low,unacc,1119,2,18,2,1,unacc
med,med,3,4,med,low,unacc,1119,2,24,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,2,6,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,2,12,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,2,18,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,2,24,1,1,unacc
vhigh,low,3,2,small,high,unacc,353,2,6,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,2,12,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,2,18,2,1,unacc
vhigh,low,3,2,small,high,unacc,353,2,24,2,1,unacc
high,high,3,2,med,med,unacc,571,2,6,1,1,unacc
high,high,3,2,med,med,unacc,571,2,12,1,1,unacc
high,high,3,2,med,med,unacc,571,2,18,1,1,unacc
high,high,3,2,med,med,unacc,571,2,24,1,1,unacc
high,high,3,2,med,med,unacc,571,2,6,2,1,unacc
high,high,3,2,med,med,unacc,571,2,12,2,1,unacc
high,high,3,2,med,med,unacc,571,2,18,2,1,unacc
high,high,3,2,med,med,unacc,571,2,24,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,2,6,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,2,12,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,2,18,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,2,24,1,1,unacc
vhigh,low,4,2,med,high,unacc,383,2,6,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,2,12,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,2,18,2,1,unacc
vhigh,low,4,2,med,high,unacc,383,2,24,2,1,unacc
high,med,5more,2,small,high,unacc,731,2,6,1,1,unacc
high,med,5more,2,small,high,unacc,731,2,12,1,1,unacc
high,med,5more,2,small,high,unacc,731,2,18,1,1,unacc
high,med,5more,2,small,high,unacc,731,2,24,1,1,unacc
high,med,5more,2,small,high,unacc,731,2,6,2,1,unacc
high,med,5more,2,small,high,unacc,731,2,12,2,1,unacc
high,med,5more,2,small,high,unacc,731,2,18,2,1,unacc
high,med,5more,2,small,high,unacc,731,2,24,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,2,6,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,2,12,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,2,18,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,2,24,1,1,unacc
low,vhigh,3,2,big,low,unacc,1329,2,6,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,2,12,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,2,18,2,1,unacc
low,vhigh,3,2,big,low,unacc,1329,2,24,2,1,unacc
high,med,2,2,small,low,unacc,648,2,6,1,1,unacc
high,med,2,2,small,low,unacc,648,2,12,1,1,unacc
high,med,2,2,small,low,unacc,648,2,18,1,1,unacc
high,med,2,2,small,low,unacc,648,2,24,1,1,unacc
high,med,2,2,small,low,unacc,648,2,6,2,1,unacc
high,med,2,2,small,low,unacc,648,2,12,2,1,unacc
high,med,2,2,small,low,unacc,648,2,18,2,1,unacc
high,med,2,2,small,low,unacc,648,2,24,2,1,unacc
low,low,2,2,big,med,unacc,1627,2,6,1,1,unacc
low,low,2,2,big,med,unacc,1627,2,12,1,1,unacc
low,low,2,2,big,med,unacc,1627,2,18,1,1,unacc
low,low,2,2,big,med,unacc,1627,2,24,1,1,unacc
low,low,2,2,big,med,unacc,1627,2,6,2,1,unacc
