Class Name,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,sampleNum
republican,y,?,n,y,y,y,y,y,n,n,n,y,?,y,?,?,188
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,83
republican,n,n,n,y,y,y,n,n,n,y,n,y,n,y,n,y,266
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,67
republican,n,n,n,y,y,n,y,n,y,y,n,n,n,y,n,y,343
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,38
republican,y,n,y,y,y,n,y,n,y,y,n,n,y,y,n,y,73
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,409
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,?,59
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,y,346
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,146
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,y,278
republican,n,n,n,y,y,y,n,n,n,n,y,y,y,y,n,y,410
republican,?,n,y,y,n,y,y,y,y,y,n,y,n,y,n,y,402
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,306
republican,y,y,y,y,n,n,y,y,y,y,y,n,n,y,n,y,71
republican,y,y,y,y,y,y,y,y,n,y,n,n,y,y,n,y,420
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,119
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,86
republican,n,n,n,y,n,y,y,?,y,n,n,y,y,y,n,y,240
republican,n,n,n,y,y,y,n,n,n,y,n,y,n,y,n,y,206
republican,n,y,n,y,y,y,n,?,n,n,n,y,y,y,n,y,51
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,y,412
republican,n,?,y,y,y,y,n,n,n,y,n,n,n,y,n,y,197
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,y,148
republican,y,n,n,y,y,y,n,n,n,y,n,?,y,y,n,n,282
republican,n,n,n,y,y,y,n,n,n,y,n,?,y,y,n,?,89
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,33
republican,y,y,n,y,y,y,n,n,n,n,y,y,y,y,n,y,392
republican,n,y,n,y,y,y,n,n,n,n,n,n,y,y,?,y,7
republican,n,n,y,y,y,y,n,n,y,y,n,y,y,y,n,y,430
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,n,49
republican,n,n,n,y,y,y,n,n,n,y,n,y,n,y,n,y,122
republican,n,n,n,y,y,y,n,n,n,y,?,y,y,y,n,n,99
republican,n,n,n,y,y,y,n,n,n,y,?,y,y,y,n,y,359
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,?,132
republican,n,n,n,y,y,n,n,n,n,n,n,y,n,y,n,n,256
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,?,n,434
republican,n,y,n,y,y,y,n,n,n,n,y,y,y,y,n,n,324
republican,n,n,n,y,y,n,n,n,n,y,n,y,y,y,n,n,79
republican,n,n,n,y,y,y,y,n,n,y,n,y,n,y,y,y,345
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,106
republican,y,n,y,y,y,y,y,y,n,y,n,y,n,y,y,y,166
republican,n,n,y,y,y,y,y,y,y,y,n,y,y,y,y,y,351
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,y,283
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,30
republican,n,n,y,y,y,y,y,y,n,y,n,n,n,y,n,y,277
republican,n,?,n,y,y,y,n,n,n,n,y,y,y,y,n,y,432
republican,?,?,?,?,n,y,n,y,y,n,n,y,y,n,n,?,393
republican,n,n,n,y,y,y,y,n,n,y,n,n,n,y,y,y,239
republican,y,y,y,y,y,y,y,y,n,y,?,?,?,y,n,y,413
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,?,134
republican,y,?,n,y,y,y,n,n,n,y,n,y,?,y,n,y,36
republican,y,y,n,y,y,y,n,?,n,n,y,y,y,y,n,n,155
republican,y,y,n,y,y,y,n,n,n,n,y,n,y,y,n,y,364
republican,n,n,n,n,y,y,y,n,n,n,n,?,n,y,y,y,242
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,y,121
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,n,126
republican,n,y,n,y,?,y,n,n,n,y,n,y,y,y,n,n,399
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,217
republican,n,n,y,y,y,y,y,n,n,y,y,y,y,y,n,y,353
democrat,y,n,y,n,n,n,?,y,y,?,n,n,n,n,y,?,170
democrat,n,n,y,n,n,y,y,y,y,y,n,y,n,n,n,y,205
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,y,182
democrat,y,y,y,n,n,n,y,y,?,y,n,n,n,n,y,?,238
democrat,n,n,y,n,n,y,y,y,y,n,y,n,n,y,y,y,226
democrat,n,y,y,n,y,y,n,n,n,n,n,n,y,y,y,y,5
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,108
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,331
democrat,y,?,y,n,n,n,y,y,y,n,y,n,n,n,y,y,376
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,268
democrat,n,?,y,n,n,y,y,y,n,y,n,n,n,n,y,?,112
democrat,n,n,y,n,y,y,n,n,n,y,y,y,y,y,n,y,85
democrat,y,y,y,n,n,n,y,y,y,y,n,n,y,n,n,y,321
democrat,?,y,y,?,y,y,n,n,n,n,y,n,y,y,n,n,2
democrat,n,y,y,n,n,y,y,y,y,y,n,?,n,n,y,y,354
democrat,y,n,y,n,n,n,n,y,y,y,n,n,n,n,y,y,244
democrat,y,n,y,n,n,?,y,y,y,n,?,?,n,?,?,?,261
democrat,y,n,y,n,n,n,y,y,?,n,n,n,n,n,n,?,47
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,y,414
democrat,y,y,n,y,y,y,n,n,n,n,y,n,y,y,n,?,382
democrat,n,n,y,n,n,y,y,y,y,y,y,n,n,n,y,y,285
democrat,n,n,y,n,n,n,y,y,y,y,n,n,y,n,y,y,149
democrat,n,n,y,n,y,n,y,y,y,n,n,n,n,y,?,y,246
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,29
democrat,?,?,n,n,?,y,?,n,n,n,y,y,n,y,n,?,390
democrat,y,y,y,n,y,y,n,n,n,n,y,?,y,y,y,y,4
democrat,y,y,y,n,n,n,y,y,y,y,n,n,n,n,y,y,312
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,y,y,y,200
democrat,n,n,y,n,n,y,y,y,y,n,y,y,n,y,y,?,196
democrat,n,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n,407
democrat,n,y,y,n,n,y,n,y,y,n,y,n,?,?,?,?,157
democrat,y,n,y,n,?,y,?,y,y,y,n,n,y,y,n,y,290
democrat,n,n,y,n,n,y,y,y,y,y,n,n,n,y,n,y,138
democrat,y,n,y,n,n,y,y,y,y,n,n,n,n,y,n,?,307
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,24
democrat,y,n,n,n,n,y,y,y,y,y,n,n,n,y,y,y,309
democrat,?,y,n,n,n,n,y,y,y,y,y,n,n,y,y,y,143
democrat,n,y,n,n,y,y,n,n,n,y,y,n,y,y,n,n,365
democrat,n,y,n,n,n,y,y,n,y,n,y,n,n,n,y,y,350
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,260
democrat,y,n,y,n,n,n,y,y,y,n,y,n,n,n,y,?,222
democrat,n,y,y,n,n,n,y,y,?,y,n,n,y,n,y,y,243
democrat,y,y,y,n,n,y,y,y,?,y,y,?,n,n,y,?,13
democrat,n,y,y,n,y,y,y,n,y,y,y,n,y,y,n,y,88
democrat,y,y,y,n,n,y,y,y,y,y,n,n,n,n,n,y,98
democrat,?,?,?,?,n,y,y,y,y,y,?,n,y,y,n,?,104
democrat,y,y,y,n,n,n,y,y,?,n,y,n,n,n,y,?,45
democrat,y,n,y,n,n,y,y,y,y,y,n,?,n,y,n,y,291
democrat,n,y,y,n,y,y,n,n,n,n,y,n,n,n,y,?,221
democrat,y,y,y,n,y,y,n,y,y,n,y,n,n,y,n,?,387
democrat,y,y,?,y,y,y,n,n,y,n,y,?,y,y,n,n,151
democrat,y,y,y,n,n,n,y,y,y,n,y,?,n,n,n,y,64
democrat,n,n,?,n,y,y,n,n,n,n,y,y,y,y,n,y,96
democrat,n,y,n,y,y,y,n,n,n,n,y,y,n,y,n,n,375
democrat,y,y,y,n,n,n,y,y,y,y,n,n,y,n,y,y,32
democrat,y,y,y,n,n,n,y,y,y,n,n,n,?,?,y,y,21
democrat,y,n,y,n,n,y,n,y,?,y,y,y,?,n,n,y,16
democrat,y,y,y,n,y,y,n,y,n,n,y,n,y,n,y,y,396
democrat,n,y,n,n,y,y,n,n,n,n,n,y,y,y,y,y,160
democrat,n,y,y,y,y,y,n,n,n,y,y,y,y,y,y,?,215
democrat,n,y,y,n,n,y,y,y,y,y,n,n,y,y,y,y,299
democrat,n,y,n,y,n,y,y,y,y,n,y,n,y,n,y,?,352
democrat,n,?,y,?,n,y,y,y,y,y,y,n,?,?,y,y,341
democrat,y,n,y,n,n,n,y,y,y,?,y,n,n,n,y,?,389
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,y,y,34
democrat,y,y,n,y,n,n,y,y,y,n,y,n,n,y,n,y,326
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,y,?,41
democrat,y,y,y,n,n,y,y,y,y,y,y,y,y,n,n,y,362
democrat,y,y,y,y,y,y,n,n,n,n,y,y,y,y,n,y,384
democrat,?,?,y,n,n,n,y,y,y,?,?,n,n,n,?,?,180
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,n,y,63
democrat,n,n,y,n,n,y,n,y,y,y,n,n,n,y,n,y,131
democrat,n,y,y,n,y,y,n,n,n,y,y,y,y,y,n,?,76
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,189
democrat,y,n,y,n,y,y,y,n,y,y,n,n,y,y,n,?,361
democrat,y,n,y,n,y,y,n,?,?,n,y,?,?,?,y,y,95
democrat,y,n,y,n,y,y,n,n,y,y,n,n,y,y,n,y,406
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,254
democrat,n,n,y,n,n,y,?,y,?,y,y,y,n,y,y,?,286
democrat,n,?,y,n,n,n,y,y,y,y,y,n,n,y,y,y,127
democrat,y,n,n,n,y,y,?,n,?,n,n,n,n,y,?,n,103
democrat,n,n,n,n,n,n,y,y,y,y,n,y,y,y,y,y,147
democrat,n,y,y,n,?,y,n,n,n,n,y,n,y,n,n,y,3
democrat,n,n,y,n,n,y,y,y,y,y,y,n,n,n,?,y,284
democrat,n,y,y,n,n,y,y,y,n,y,n,n,n,n,y,y,368
democrat,n,n,y,n,n,y,y,?,y,y,y,n,n,n,y,y,194
democrat,n,n,y,n,n,y,y,y,y,n,y,n,n,n,y,y,422
democrat,y,n,y,n,n,n,y,y,y,n,y,n,n,n,y,?,332
democrat,y,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,245
democrat,y,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y,26
democrat,n,n,y,n,n,y,y,y,y,n,n,n,n,n,y,y,210
democrat,n,y,n,n,y,y,n,n,?,n,n,y,y,y,n,y,325
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,264
democrat,y,n,y,n,n,n,y,n,y,y,y,n,n,n,y,y,93
democrat,y,n,y,n,n,y,y,y,y,y,y,n,n,n,n,y,411
democrat,y,n,y,n,y,y,y,n,?,n,y,n,y,y,y,?,102
democrat,n,?,y,n,y,y,n,y,n,n,y,n,n,n,n,?,386
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,?,72
democrat,y,y,y,n,n,y,?,y,n,n,y,y,n,y,n,?,54
democrat,y,y,y,n,y,y,n,n,n,y,y,n,y,y,n,y,78
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,?,272
democrat,y,?,y,n,n,y,y,y,y,y,n,n,n,n,y,?,329
democrat,n,y,y,n,n,y,n,y,y,y,n,n,y,y,n,y,320
democrat,y,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,91
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,n,y,42
democrat,y,n,y,n,n,y,y,y,y,y,y,n,n,n,y,y,202
democrat,y,y,y,n,n,y,y,y,y,y,n,n,?,n,y,?,297
democrat,y,y,y,n,?,y,n,?,n,n,y,n,y,y,n,?,322
democrat,y,n,n,n,n,n,y,y,y,y,n,n,n,n,y,y,317
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,179
democrat,n,y,y,n,y,y,y,y,n,n,y,n,y,n,y,y,421
democrat,n,y,y,?,y,y,n,y,n,y,?,n,y,y,?,y,373
democrat,y,y,y,n,n,n,y,y,y,y,y,n,y,n,n,y,417
democrat,y,?,y,n,n,n,y,y,y,n,n,?,n,n,y,y,22
democrat,y,y,y,n,n,n,y,y,n,n,n,n,n,y,n,y,48
democrat,n,y,y,n,n,y,y,y,y,n,y,n,n,y,y,y,423
democrat,n,n,?,n,n,y,y,y,y,n,n,n,n,n,y,y,301
democrat,y,n,y,n,n,y,y,y,y,y,n,n,y,n,n,y,360
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,114
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,90
democrat,n,y,y,n,?,y,y,y,y,y,y,n,n,?,n,?,159
democrat,n,?,y,n,n,n,y,y,y,n,n,n,n,n,y,y,124
democrat,y,y,y,n,?,y,y,y,n,y,?,?,n,n,y,y,370
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,333
democrat,y,?,y,n,n,n,y,y,y,n,n,n,y,n,y,y,68
democrat,y,n,y,n,n,n,y,y,y,y,y,n,y,n,y,y,39
democrat,y,?,y,n,n,n,y,y,y,n,?,n,n,n,y,?,218
democrat,n,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y,258
democrat,n,y,y,n,n,y,y,y,y,y,y,n,y,n,y,?,165
democrat,n,y,n,y,y,y,n,n,n,n,n,n,?,y,y,y,6
democrat,y,n,y,n,n,n,y,y,y,y,n,y,n,n,y,?,348
democrat,y,y,y,n,y,y,n,y,n,y,y,n,y,y,n,?,289
democrat,n,y,y,n,n,n,y,y,y,y,n,n,n,n,y,y,175
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,50
democrat,?,?,?,n,n,n,y,y,y,y,n,n,y,n,y,y,428
democrat,y,n,y,n,n,n,y,y,y,y,y,n,n,y,n,y,169
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,19
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,?,?,52
democrat,y,?,y,n,n,n,y,y,y,n,n,n,y,n,y,y,17
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,174
democrat,n,y,y,y,y,y,n,n,n,n,y,y,?,y,n,n,372
democrat,n,?,y,n,n,y,n,y,n,y,y,n,n,n,y,y,128
democrat,y,n,y,n,n,y,y,y,y,n,n,n,n,n,y,y,139
democrat,y,y,y,n,n,n,y,y,n,y,y,n,n,?,y,y,92
democrat,?,n,y,n,n,n,y,y,y,y,y,?,n,n,y,?,178
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,431
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,337
democrat,y,n,n,n,y,y,n,n,n,n,y,y,n,y,n,y,100
democrat,n,?,n,n,n,y,y,y,y,y,n,n,n,y,n,?,144
democrat,n,y,n,n,n,n,y,y,y,y,y,n,n,n,y,y,298
democrat,n,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,77
democrat,n,?,y,n,n,y,y,y,y,y,n,n,n,y,y,y,137
democrat,n,n,n,n,y,y,y,n,n,n,n,y,y,y,n,y,161
democrat,n,y,y,n,n,y,y,y,?,n,y,y,n,n,y,y,334
democrat,y,y,y,n,n,y,?,y,y,n,y,n,y,n,y,y,380
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,187
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,?,?,9
democrat,n,n,y,n,n,n,y,y,y,n,n,?,n,n,y,y,208
democrat,n,y,y,y,y,y,n,n,n,n,n,y,y,y,n,?,388
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,263
democrat,y,n,y,n,n,n,y,y,?,y,y,y,n,y,n,y,81
democrat,n,y,y,n,n,?,y,y,y,y,y,n,?,y,y,y,424
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,n,?,44
democrat,n,n,y,n,n,y,y,y,y,y,n,n,y,n,n,y,311
democrat,n,y,y,n,n,y,y,y,?,y,n,n,n,n,n,y,415
democrat,y,y,y,n,n,?,y,y,y,y,n,n,n,n,y,?,60
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,319
democrat,y,y,y,n,n,n,n,y,y,n,y,n,n,n,y,y,105
democrat,y,y,?,?,?,y,n,n,n,n,y,n,y,n,n,y,394
democrat,y,y,y,n,y,y,n,n,?,y,n,n,n,y,y,?,216
democrat,n,y,y,n,n,n,y,y,y,y,n,n,?,n,y,y,172
democrat,n,n,y,y,y,y,n,n,y,n,n,n,y,y,y,?,168
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,25
democrat,n,y,y,y,y,y,n,n,n,y,y,n,y,y,n,n,75
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,n,y,259
democrat,y,y,n,n,n,n,y,y,?,n,y,n,n,n,y,?,199
democrat,y,n,y,n,n,y,y,y,y,y,n,y,n,y,n,?,80
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,?,31
democrat,n,n,n,n,n,y,n,y,y,n,y,y,y,y,y,n,316
democrat,y,y,y,n,n,n,y,y,y,y,y,n,n,n,n,y,209
democrat,y,n,n,n,y,y,y,n,n,y,y,n,n,y,n,y,97
democrat,y,n,y,n,y,y,n,n,n,n,n,n,n,n,n,y,94
democrat,n,y,y,n,y,y,n,y,n,n,n,n,n,n,n,y,398
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,?,62
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,y,y,69
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,n,y,328
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,193
democrat,y,y,y,n,n,y,y,y,y,n,n,n,n,n,y,y,252
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,109
democrat,y,n,y,n,n,n,y,y,y,y,n,?,n,n,y,y,185
democrat,n,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y,212
democrat,y,n,y,n,n,y,y,y,n,y,y,n,y,y,y,y,292
democrat,n,n,y,n,y,y,n,n,n,n,?,n,y,y,n,n,275
democrat,y,y,y,n,n,n,y,y,y,n,?,n,n,n,n,?,40
democrat,n,y,y,n,y,?,y,n,n,y,y,n,y,n,y,y,342
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,220
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,y,y,270
democrat,y,y,y,n,n,y,y,y,y,y,y,y,y,y,n,?,358
democrat,n,n,y,n,n,y,y,y,y,y,n,n,n,y,?,y,145
democrat,n,n,y,n,n,y,y,y,y,y,n,y,n,y,y,?,234
democrat,y,y,n,n,y,y,n,n,n,y,y,y,y,y,n,?,164
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,236
democrat,y,n,y,n,?,n,y,y,y,y,n,y,n,?,y,y,429
democrat,n,y,y,n,y,y,y,n,n,n,y,y,y,y,n,y,162
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,y,y,y,338
democrat,y,n,y,n,n,n,y,y,y,y,n,n,?,n,y,y,262
democrat,y,y,y,n,y,y,n,y,y,y,y,n,n,n,n,y,383
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,y,419
democrat,y,n,y,n,n,n,y,y,n,y,y,n,n,n,n,?,366
democrat,y,y,n,n,y,y,n,n,n,n,y,y,y,y,y,n,385
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,203
democrat,n,n,n,n,y,y,n,n,n,y,y,y,y,y,n,y,173
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,318
democrat,n,n,y,n,n,n,y,y,y,y,y,n,?,n,y,?,198
