Class Name,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,sampleNum
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,154
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,374
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,?,1
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,y,n,276
republican,y,n,y,y,n,n,n,y,y,y,n,n,n,y,y,y,355
republican,y,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n,339
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,35
democrat,y,y,y,n,y,y,n,y,?,y,n,n,y,y,n,?,323
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,110
democrat,y,n,y,n,y,y,y,n,n,n,y,n,n,y,n,y,101
democrat,y,y,y,n,?,n,y,y,y,y,n,n,n,n,y,?,371
democrat,y,y,y,n,n,n,y,y,n,y,n,n,n,n,n,y,418
democrat,n,y,y,n,n,y,n,y,y,y,y,n,y,n,y,y,152
democrat,n,y,y,n,n,y,y,y,y,n,?,n,n,n,n,y,271
democrat,y,y,n,n,n,n,n,y,y,n,y,n,n,n,y,n,391
democrat,n,y,y,n,n,y,n,y,y,n,y,n,y,n,y,y,213
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,y,y,201
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,426
democrat,y,?,y,n,?,?,y,y,y,n,n,n,n,n,y,?,130
democrat,y,n,y,n,n,y,y,y,y,y,y,n,n,y,y,y,74
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,y,46
democrat,n,n,y,n,n,y,y,y,y,y,y,n,y,y,n,y,153
democrat,n,n,y,n,n,y,y,y,n,n,y,n,n,y,?,y,336
democrat,n,y,y,n,n,n,n,y,y,y,y,n,n,n,y,y,118
democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,181
democrat,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,183
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,y,y,y,255
democrat,n,n,y,n,n,n,y,y,y,y,y,?,n,n,y,y,177
democrat,y,y,n,n,y,?,n,n,n,n,y,n,y,y,n,y,397
democrat,n,y,y,n,n,n,y,y,y,n,n,n,y,n,?,?,12
democrat,y,y,y,?,n,n,n,y,n,n,y,?,n,n,y,y,395
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,n,y,269
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,?,y,227
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,y,y,23
democrat,n,y,y,n,n,n,n,y,y,n,y,n,n,y,y,y,219
democrat,y,y,y,n,y,y,n,y,n,y,y,n,y,y,y,y,288
democrat,y,n,y,n,n,n,y,y,y,n,n,n,y,n,y,?,70
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,27
democrat,y,y,y,n,y,y,y,y,n,y,y,n,n,n,y,?,367
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,43
democrat,y,y,y,n,y,y,y,y,y,y,y,n,y,y,n,?,381
democrat,y,n,y,n,n,n,y,y,y,y,y,n,n,y,y,y,241
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,y,n,y,280
democrat,y,n,y,n,n,y,y,y,y,n,n,y,?,y,y,y,408
democrat,n,y,y,n,n,n,y,y,n,n,y,n,n,n,y,?,232
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,265
democrat,?,?,y,n,n,n,y,y,?,n,?,?,?,?,?,?,129
democrat,y,n,y,n,n,y,y,y,n,n,n,y,y,n,n,y,237
democrat,y,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y,116
democrat,y,y,y,n,n,?,y,y,n,n,y,n,n,n,y,y,20
democrat,n,?,y,n,?,?,y,y,y,y,?,?,n,n,y,y,115
democrat,n,y,y,n,n,y,y,y,n,y,y,n,y,y,n,?,294
democrat,y,n,y,n,n,n,y,y,?,n,y,n,n,n,y,y,249
democrat,n,y,y,n,n,n,y,y,y,y,y,n,n,n,y,y,186
democrat,n,n,n,n,n,y,y,y,y,n,y,n,n,y,y,y,192
democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,344
democrat,y,y,y,n,n,y,y,y,y,y,y,n,y,y,y,y,293
democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,184
democrat,n,n,y,n,n,n,y,y,n,y,y,n,n,n,y,?,425
democrat,y,y,y,?,n,y,y,y,y,n,y,n,y,n,?,y,287
