Class Name,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,sampleNum
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,38
republican,y,n,n,n,n,n,y,y,y,y,n,n,n,y,n,y,267
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,?,1
republican,y,n,y,y,y,y,y,y,n,y,y,y,n,y,y,y,167
republican,y,y,n,y,y,y,n,n,n,n,y,y,y,y,n,y,392
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,306
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,y,405
republican,?,n,y,y,n,y,y,y,y,y,n,y,n,y,n,y,402
republican,y,n,n,y,y,n,y,n,n,y,n,n,n,y,y,y,274
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,158
republican,n,n,y,y,n,n,y,y,y,y,n,n,n,y,y,y,176
republican,n,y,n,y,y,y,n,n,n,n,y,?,y,y,?,?,11
republican,n,n,n,y,y,n,n,n,n,n,n,y,n,y,?,y,257
republican,y,y,n,y,y,y,n,n,n,y,y,n,y,n,n,n,363
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,30
republican,?,?,?,?,n,y,n,y,y,n,n,y,y,n,n,?,393
republican,n,n,n,y,y,y,n,n,n,y,n,y,n,y,n,y,206
republican,n,n,n,y,y,y,n,n,n,y,y,y,n,y,n,y,340
republican,n,n,n,y,y,y,n,n,n,y,y,y,y,y,n,?,335
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,y,82
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,83
republican,n,y,y,y,y,y,y,?,n,n,n,n,?,?,y,?,315
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,106
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,y,56
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,214
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,146
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,357
republican,n,y,n,y,y,y,y,y,n,n,y,y,y,y,y,y,314
republican,n,y,y,y,y,y,y,n,y,y,n,y,y,y,n,y,229
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,y,412
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,404
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,n,113
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,y,148
republican,n,n,y,y,y,y,y,n,n,n,n,y,y,y,n,y,204
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,y,133
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,y,346
republican,y,y,n,y,y,y,n,n,n,n,y,n,y,y,n,y,364
republican,n,n,y,y,y,y,n,n,n,y,n,y,y,y,y,y,296
republican,n,y,n,y,y,y,n,n,n,n,n,?,y,y,n,n,18
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,374
republican,n,y,n,y,y,y,n,n,n,n,n,n,y,y,n,y,369
republican,n,n,y,y,y,y,y,y,n,y,n,n,n,y,n,y,277
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,330
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,230
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,?,59
republican,y,n,n,y,y,n,y,y,y,n,n,y,y,y,n,y,28
republican,n,y,y,y,y,y,y,y,y,n,n,y,y,y,n,y,349
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,409
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,58
republican,n,n,n,y,y,n,y,y,y,y,n,y,y,y,n,y,300
republican,n,y,n,y,?,y,n,n,n,y,n,y,y,y,n,n,399
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,119
republican,n,n,n,y,y,y,n,n,n,y,n,?,y,y,n,?,89
republican,y,?,n,y,y,y,n,y,n,n,n,y,y,y,n,y,123
republican,n,y,n,y,y,y,n,?,n,y,n,y,y,y,n,?,191
republican,n,n,y,y,y,y,y,n,n,y,y,y,y,y,n,y,353
republican,n,n,n,y,y,n,y,n,y,y,n,n,n,y,n,y,343
republican,y,y,n,y,y,y,n,?,n,n,y,y,y,y,n,n,155
republican,y,y,y,y,n,n,y,y,y,y,y,n,n,y,n,y,71
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,n,n,y,136
republican,n,n,n,y,y,y,y,y,y,y,n,y,y,y,n,y,142
republican,y,n,n,y,y,y,n,n,n,y,n,?,y,y,n,n,282
republican,y,y,n,y,y,y,n,n,n,y,n,n,y,y,n,y,416
republican,n,?,?,y,y,y,n,n,n,y,n,y,y,y,?,y,120
republican,n,y,n,y,y,y,?,?,n,n,?,?,y,?,?,?,377
republican,n,n,n,y,y,y,?,?,?,?,n,y,y,y,n,y,433
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,y,225
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,n,401
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,n,84
republican,y,n,y,y,y,y,y,y,n,y,n,y,n,y,y,y,166
republican,n,n,n,y,n,n,y,y,y,y,n,n,y,y,n,y,140
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,?,190
republican,n,n,n,y,y,y,y,y,y,y,n,y,y,y,?,y,141
republican,n,n,n,y,y,n,n,n,n,n,n,y,n,y,n,n,256
republican,n,y,n,y,y,y,n,n,n,n,y,y,y,y,n,n,324
republican,y,y,n,y,y,y,n,n,n,n,n,n,y,y,n,y,37
republican,y,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,347
democrat,y,y,y,n,n,y,y,y,?,y,y,?,n,n,y,?,13
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,?,?,9
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,?,272
democrat,n,y,y,n,n,n,y,y,y,y,n,n,?,n,y,y,172
democrat,y,n,y,n,n,y,y,y,y,y,n,n,y,n,n,y,360
democrat,n,y,y,n,n,y,y,y,y,n,?,n,n,n,n,y,271
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,263
democrat,n,y,y,n,y,y,n,y,n,n,n,n,n,n,n,y,398
democrat,y,y,y,?,n,n,n,y,n,n,y,?,n,n,y,y,395
democrat,y,y,y,n,y,y,n,n,n,n,y,?,y,y,y,y,4
democrat,n,y,y,n,n,y,y,y,y,y,y,n,y,n,y,?,165
democrat,y,y,y,n,n,y,?,y,y,n,y,n,y,n,y,y,380
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,337
democrat,y,n,y,n,y,y,n,n,n,n,n,n,n,n,n,y,94
democrat,n,y,n,y,y,y,n,n,n,n,y,y,n,y,n,n,375
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,n,?,44
democrat,y,y,y,n,n,?,y,y,y,y,n,n,n,n,y,?,60
democrat,n,n,y,n,n,n,y,y,y,n,n,?,n,n,y,y,208
democrat,n,n,y,n,n,y,y,y,y,n,y,n,n,n,y,y,422
democrat,n,n,y,n,y,y,n,n,n,n,?,n,y,y,n,n,275
democrat,y,y,n,n,n,n,n,y,y,n,y,n,n,n,y,n,391
democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,184
democrat,y,n,y,n,n,y,y,y,y,y,n,y,n,y,n,?,80
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,?,72
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,50
democrat,n,?,y,n,n,y,n,y,n,y,y,n,n,n,y,y,128
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,331
democrat,n,y,y,n,y,y,n,n,n,y,y,y,y,y,n,?,76
democrat,y,y,y,n,n,n,y,y,y,n,n,n,?,?,y,y,21
democrat,n,y,y,y,y,y,n,n,n,y,y,n,y,y,n,n,75
democrat,y,n,y,n,n,n,y,y,?,n,y,n,n,n,y,y,249
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,187
democrat,?,?,n,n,?,y,?,n,n,n,y,y,n,y,n,?,390
democrat,y,n,y,n,n,y,y,y,y,y,y,n,n,y,y,y,74
democrat,n,?,y,n,n,y,y,y,y,y,n,n,n,y,y,y,137
democrat,y,?,y,n,?,?,y,y,y,n,n,n,n,n,y,?,130
democrat,y,y,y,n,y,y,n,y,n,y,y,n,y,y,n,?,289
democrat,n,?,y,n,n,n,y,y,y,y,y,n,n,y,y,y,127
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,19
democrat,y,y,n,n,y,y,n,n,n,n,y,y,y,y,y,n,385
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,29
democrat,n,?,y,n,n,n,y,y,y,n,n,n,n,n,y,y,124
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,108
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,?,y,227
democrat,y,y,y,n,?,y,n,?,n,n,y,n,y,y,n,?,322
democrat,n,y,y,?,y,y,n,y,n,y,?,n,y,y,?,y,373
democrat,y,n,y,n,n,y,y,y,y,n,n,y,?,y,y,y,408
democrat,y,?,y,n,n,n,y,y,y,n,?,n,n,n,y,?,218
democrat,y,n,y,n,n,n,?,y,y,?,n,n,n,n,y,?,170
democrat,y,n,y,n,y,y,y,n,y,y,n,n,y,y,n,?,361
democrat,n,n,?,n,y,y,n,n,n,n,y,y,y,y,n,y,96
democrat,y,?,y,n,n,n,y,y,y,n,y,n,n,n,y,y,376
democrat,n,n,y,n,n,y,y,?,y,y,y,n,n,n,y,y,194
democrat,n,n,y,n,n,y,y,y,y,y,n,y,n,y,y,?,234
democrat,n,y,y,n,y,y,y,y,n,n,y,n,y,n,y,y,421
democrat,n,y,y,n,n,?,y,y,y,y,y,n,?,y,y,y,424
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,179
democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,181
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,203
democrat,y,n,y,n,y,y,n,?,?,n,y,?,?,?,y,y,95
democrat,y,?,y,n,n,y,y,y,y,y,n,n,n,n,y,?,329
democrat,y,n,y,n,n,n,y,y,n,y,y,n,n,n,n,?,366
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,y,y,y,338
democrat,y,y,y,n,n,n,y,y,y,n,?,n,n,n,n,?,40
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,43
democrat,?,?,y,n,n,n,y,y,?,n,?,?,?,?,?,?,129
democrat,n,y,y,n,n,y,y,y,?,n,y,y,n,n,y,y,334
democrat,y,y,n,y,y,y,n,n,n,n,y,n,y,y,n,?,382
democrat,n,y,y,n,n,y,y,y,y,y,n,n,y,y,y,y,299
democrat,y,n,n,n,n,n,y,y,y,y,n,n,n,n,y,y,317
democrat,n,n,y,n,n,y,y,y,y,n,y,y,n,y,y,?,196
democrat,n,y,y,n,y,y,n,n,n,n,n,n,y,y,y,y,5
democrat,n,y,y,n,n,y,n,y,y,y,n,n,y,y,n,y,320
democrat,y,y,y,n,y,y,n,n,n,y,y,n,y,y,n,y,78
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,y,y,23
democrat,n,y,y,n,?,y,n,n,n,n,y,n,y,n,n,y,3
democrat,y,n,y,n,n,n,y,y,y,y,y,n,n,y,n,y,169
democrat,n,y,y,n,n,y,y,y,?,y,n,n,n,n,n,y,415
democrat,n,n,y,n,n,y,y,y,y,y,n,y,n,n,n,y,205
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,90
democrat,y,y,y,n,n,n,y,y,y,y,n,n,y,n,n,y,321
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,236
democrat,y,n,y,n,n,y,y,y,n,n,n,y,y,n,n,y,237
democrat,n,n,y,n,n,y,y,y,y,y,n,n,y,n,n,y,311
democrat,y,n,y,n,n,y,y,y,y,n,n,n,n,y,n,?,307
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,y,y,y,200
democrat,y,n,y,n,n,n,y,y,?,y,y,y,n,y,n,y,81
democrat,n,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y,212
democrat,n,n,y,n,n,y,y,y,y,n,n,n,n,n,y,y,210
democrat,n,n,y,n,n,n,y,y,y,y,n,n,y,n,y,y,149
democrat,n,n,y,n,n,y,n,y,y,y,n,n,n,y,n,y,131
democrat,n,?,y,?,n,y,y,y,y,y,y,n,?,?,y,y,341
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,?,?,52
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,?,31
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,n,y,269
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,27
democrat,n,y,y,n,n,n,n,y,y,y,y,n,n,n,y,y,118
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,109
democrat,y,y,y,n,n,y,y,y,y,y,n,n,?,n,y,?,297
democrat,y,y,y,n,n,n,y,y,y,y,n,n,y,n,y,y,32
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,265
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,220
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,y,419
democrat,n,n,?,n,n,y,y,y,y,n,n,n,n,n,y,y,301
democrat,y,n,y,n,n,n,y,y,y,?,y,n,n,n,y,?,389
democrat,y,y,n,n,y,?,n,n,n,n,y,n,y,y,n,y,397
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,189
democrat,n,n,y,n,n,y,y,y,y,y,y,n,n,n,?,y,284
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,268
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,431
democrat,n,n,y,n,y,y,n,n,n,y,y,y,y,y,n,y,85
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,n,y,42
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,?,62
democrat,y,y,y,n,n,?,y,y,n,n,y,n,n,n,y,y,20
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,114
democrat,n,y,y,n,n,y,y,y,y,y,n,?,n,n,y,y,354
democrat,y,y,y,n,y,y,n,y,y,y,y,n,n,n,n,y,383
democrat,n,n,y,n,n,y,y,y,y,y,y,n,n,n,y,y,285
democrat,n,y,y,n,n,y,y,y,n,y,n,n,n,n,y,y,368
democrat,y,y,y,n,n,n,y,y,n,y,n,n,n,n,n,y,418
democrat,y,n,y,n,n,n,y,y,y,y,y,n,y,n,y,y,39
democrat,y,y,?,y,y,y,n,n,y,n,y,?,y,y,n,n,151
democrat,n,n,y,n,n,y,y,y,n,n,y,n,n,y,?,y,336
democrat,y,n,y,n,n,n,y,y,y,y,y,n,n,y,y,y,241
democrat,y,y,y,n,y,y,y,y,y,y,y,n,y,y,n,?,381
democrat,n,y,y,n,n,n,y,y,?,y,n,n,y,n,y,y,243
democrat,n,y,y,n,n,n,y,y,n,n,y,n,n,n,y,?,232
democrat,y,n,y,n,n,y,y,y,y,y,n,?,n,y,n,y,291
democrat,y,n,y,n,n,n,y,y,y,n,y,n,n,n,y,?,332
democrat,n,n,y,n,n,y,y,y,y,y,n,n,n,y,?,y,145
democrat,y,n,n,n,y,y,?,n,?,n,n,n,n,y,?,n,103
democrat,y,y,y,n,n,n,y,y,y,y,y,n,y,n,n,y,417
democrat,y,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y,26
democrat,y,n,y,n,?,n,y,y,y,y,n,y,n,?,y,y,429
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,254
democrat,n,y,y,n,y,y,y,n,n,n,y,y,y,y,n,y,162
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,y,y,201
democrat,?,?,?,?,n,y,y,y,y,y,?,n,y,y,n,?,104
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,333
democrat,?,?,y,n,n,n,y,y,y,?,?,n,n,n,?,?,180
democrat,y,y,y,n,n,n,y,y,y,y,y,n,n,n,n,y,209
democrat,y,n,y,n,n,n,y,y,?,n,n,n,n,n,n,?,47
democrat,n,y,y,n,n,n,n,y,y,n,y,n,n,y,y,y,219
democrat,y,n,y,n,n,y,y,y,y,y,y,n,n,n,y,y,202
democrat,y,y,?,?,?,y,n,n,n,n,y,n,y,n,n,y,394
democrat,y,n,y,n,n,n,y,n,y,y,y,n,n,n,y,y,93
democrat,n,y,y,n,n,y,n,y,y,y,y,n,y,n,y,y,152
democrat,y,n,n,n,n,y,y,y,y,y,n,n,n,y,y,y,309
democrat,y,y,y,n,y,y,n,n,?,y,n,n,n,y,y,?,216
democrat,y,n,y,n,n,y,y,y,n,y,y,n,y,y,y,y,292
democrat,y,n,y,n,n,y,n,y,?,y,y,y,?,n,n,y,16
democrat,y,n,y,n,n,?,y,y,y,n,?,?,n,?,?,?,261
democrat,n,y,y,y,y,y,n,n,n,n,y,y,?,y,n,n,372
democrat,n,y,y,n,n,y,y,y,y,n,y,n,n,y,y,y,423
democrat,n,y,y,n,y,y,n,n,n,n,y,n,n,n,y,?,221
democrat,n,y,y,n,n,n,y,y,y,y,n,n,n,n,y,y,175
democrat,y,y,y,n,n,n,y,y,n,n,n,n,n,y,n,y,48
democrat,y,y,y,n,n,y,y,y,y,y,y,n,y,y,y,y,293
democrat,n,y,n,n,y,y,n,n,?,n,n,y,y,y,n,y,325
democrat,n,n,n,n,n,y,n,y,y,n,y,y,y,y,y,n,316
democrat,n,?,y,n,n,y,y,y,n,y,n,n,n,n,y,?,112
democrat,y,n,y,n,n,n,y,y,y,n,n,n,y,n,y,?,70
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,174
democrat,n,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,77
democrat,?,y,y,?,y,y,n,n,n,n,y,n,y,y,n,n,2
democrat,y,n,y,n,n,n,n,y,y,y,n,n,n,n,y,y,244
democrat,y,y,y,n,y,y,n,y,n,y,y,n,y,y,y,y,288
democrat,n,n,n,n,y,y,n,n,n,y,y,y,y,y,n,y,173
democrat,y,y,y,n,n,y,?,y,n,n,y,y,n,y,n,?,54
democrat,y,y,y,n,y,y,y,y,n,y,y,n,n,n,y,?,367
democrat,y,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,245
democrat,y,y,y,n,n,y,y,y,y,y,y,y,y,y,n,?,358
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,24
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,y,182
democrat,y,y,y,n,n,n,n,y,y,n,y,n,n,n,y,y,105
democrat,n,n,y,n,n,y,y,y,y,y,y,n,y,y,n,y,153
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,426
democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,344
democrat,n,n,y,n,n,n,y,y,n,y,y,n,n,n,y,?,425
democrat,n,n,y,n,n,y,y,y,y,n,y,n,n,y,y,y,226
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,n,y,259
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,y,n,y,280
democrat,y,n,y,n,n,n,y,y,y,y,n,n,?,n,y,y,262
democrat,n,y,n,n,y,y,n,n,n,y,y,n,y,y,n,n,365
democrat,n,n,n,n,n,y,y,y,y,n,y,n,n,y,y,y,192
democrat,?,n,y,n,n,n,y,y,y,y,y,?,n,n,y,?,178
democrat,y,y,y,n,n,y,y,y,y,y,y,y,y,n,n,y,362
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,193
democrat,y,y,y,n,n,n,y,y,y,n,y,?,n,n,n,y,64
democrat,n,y,n,y,y,y,n,n,n,n,n,n,?,y,y,y,6
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,110
democrat,?,?,?,n,n,n,y,y,y,y,n,n,y,n,y,y,428
democrat,y,n,n,n,y,y,y,n,n,y,y,n,n,y,n,y,97
democrat,y,n,y,n,y,y,y,n,?,n,y,n,y,y,y,?,102
democrat,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,183
democrat,y,y,y,n,y,y,n,y,?,y,n,n,y,y,n,?,323
democrat,y,y,y,n,n,y,y,y,y,y,n,n,n,n,n,y,98
democrat,n,?,y,n,y,y,n,y,n,n,y,n,n,n,n,?,386
democrat,n,y,y,n,n,y,n,y,y,n,y,n,?,?,?,?,157
democrat,n,n,y,n,n,n,y,y,y,y,y,?,n,n,y,y,177
democrat,y,n,n,n,y,y,n,n,n,n,y,y,n,y,n,y,100
democrat,n,n,y,n,n,y,?,y,?,y,y,y,n,y,y,?,286
democrat,y,y,y,n,?,y,y,y,n,y,?,?,n,n,y,y,370
democrat,n,n,y,n,n,n,y,y,y,y,y,n,?,n,y,?,198
democrat,y,y,y,n,y,y,n,y,y,n,y,n,n,y,n,?,387
democrat,y,n,y,n,n,y,y,y,y,n,n,n,n,n,y,y,139
democrat,n,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y,258
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,y,46
democrat,y,y,y,n,?,n,y,y,y,y,n,n,n,n,y,?,371
democrat,n,y,n,y,n,y,y,y,y,n,y,n,y,n,y,?,352
democrat,y,y,y,n,n,y,y,y,y,n,n,n,n,n,y,y,252
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,260
democrat,n,y,y,n,n,y,y,y,n,y,y,n,y,y,n,?,294
democrat,n,y,y,n,n,n,y,y,y,n,n,n,y,n,?,?,12
