CAR,buying_low,buying_med,buying_vhigh,maint_low,maint_med,maint_vhigh,doors_3,doors_4,doors_5more,persons_4,persons_more,lug_boot_med,lug_boot_small,safety_low,safety_med,sampleNum
unacc,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,597
unacc,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,111
unacc,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,1068
unacc,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,930
unacc,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,640
unacc,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,542
unacc,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,818
unacc,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,825
unacc,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,184
unacc,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,1360
unacc,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,5
unacc,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,1347
unacc,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,1323
unacc,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,858
unacc,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1545
unacc,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,328
unacc,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,486
unacc,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,65
unacc,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,1639
unacc,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,115
unacc,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,190
unacc,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,1470
unacc,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,579
unacc,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,994
unacc,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,1542
unacc,False,True,False,True,False,False,False,False,True,False,True,False,True,True,False,1287
unacc,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,468
unacc,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,250
unacc,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1061
unacc,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,352
unacc,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,451
unacc,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,69
unacc,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,37
unacc,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,1215
unacc,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,1327
unacc,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,1389
unacc,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,505
unacc,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,1273
unacc,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,201
unacc,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1329
unacc,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,1605
unacc,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,31
unacc,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,519
unacc,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,883
unacc,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,768
unacc,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1682
unacc,False,False,True,True,False,False,False,False,True,True,False,False,True,False,True,415
unacc,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,359
unacc,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1455
unacc,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,756
unacc,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,1251
unacc,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,258
unacc,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,440
unacc,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1446
unacc,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,256
unacc,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,14
unacc,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,20
unacc,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,1029
unacc,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,1003
unacc,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1410
unacc,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,828
unacc,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,30
unacc,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,79
unacc,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,672
unacc,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1623
unacc,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,660
unacc,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1302
unacc,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1087
unacc,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,466
unacc,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,1250
unacc,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,675
unacc,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,58
unacc,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,327
unacc,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,538
unacc,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,382
unacc,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,370
unacc,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1419
unacc,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,1679
unacc,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,1200
unacc,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,444
unacc,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,329
unacc,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,203
unacc,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,272
unacc,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,496
unacc,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,516
unacc,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,652
unacc,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,381
unacc,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,59
unacc,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,630
unacc,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,942
unacc,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,992
unacc,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,912
unacc,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,787
unacc,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,1614
unacc,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,776
unacc,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,950
unacc,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1356
unacc,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,1249
unacc,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,1654
unacc,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,842
unacc,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1436
unacc,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,13
unacc,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,153
unacc,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,1702
unacc,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,113
unacc,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,32
unacc,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,1173
unacc,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1460
unacc,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,1513
unacc,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,309
unacc,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,882
unacc,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,46
unacc,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,1401
unacc,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,676
unacc,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,588
unacc,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,910
unacc,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,948
unacc,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,894
unacc,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,438
unacc,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1635
unacc,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,35
unacc,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,105
unacc,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,80
unacc,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,654
unacc,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,629
unacc,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,478
unacc,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,966
unacc,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,275
unacc,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,1131
unacc,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,764
unacc,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,199
unacc,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,116
unacc,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,1208
unacc,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1422
unacc,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,855
unacc,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,572
unacc,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1490
unacc,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,1257
unacc,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,580
unacc,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,114
unacc,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,354
unacc,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,582
unacc,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,972
unacc,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,1100
unacc,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,613
unacc,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,1326
unacc,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,1236
unacc,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,839
unacc,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,539
unacc,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,1500
unacc,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,795
unacc,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,804
unacc,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1626
unacc,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,514
unacc,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,98
unacc,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,790
unacc,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,1716
unacc,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1158
unacc,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,1088
unacc,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,945
unacc,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,1425
unacc,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,603
unacc,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,1266
unacc,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1518
unacc,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,351
unacc,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,499
unacc,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,1300
unacc,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,1009
unacc,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,546
unacc,False,False,True,True,False,False,False,False,True,False,True,False,True,True,False,423
unacc,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,52
unacc,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,615
unacc,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,1452
unacc,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1412
unacc,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,194
unacc,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,1324
unacc,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,1659
unacc,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,1050
unacc,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,892
unacc,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,703
unacc,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,128
unacc,False,False,True,True,False,False,False,False,True,True,False,False,True,True,False,414
unacc,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,1467
unacc,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,75
unacc,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,273
unacc,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,120
unacc,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,1114
unacc,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,337
unacc,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,831
unacc,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1622
unacc,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,1683
unacc,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,1516
unacc,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,437
unacc,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,229
unacc,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1304
unacc,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,48
unacc,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,509
unacc,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,1713
unacc,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1434
unacc,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,1644
unacc,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1493
unacc,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,1098
unacc,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,355
unacc,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,687
unacc,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,1190
unacc,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,625
unacc,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,696
unacc,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1574
unacc,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1438
unacc,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,981
unacc,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,1035
unacc,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,765
unacc,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,1222
unacc,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,733
unacc,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,364
unacc,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,1374
unacc,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,720
unacc,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,122
unacc,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,68
unacc,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,1594
unacc,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,1330
unacc,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,89
unacc,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,436
unacc,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,1593
unacc,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,101
unacc,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,1387
unacc,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,871
unacc,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,1314
unacc,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,786
unacc,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,448
unacc,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,97
unacc,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,4
unacc,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1406
unacc,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,100
unacc,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,445
unacc,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,1599
unacc,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,220
unacc,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1676
unacc,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,485
unacc,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,1461
unacc,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,1083
unacc,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,1245
unacc,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,262
unacc,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,40
unacc,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,1101
unacc,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,861
unacc,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,560
unacc,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,844
unacc,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,1219
unacc,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,1381
unacc,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,171
unacc,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,1284
unacc,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,1242
unacc,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,333
unacc,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,1557
unacc,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,123
