Class Name,handicapped-infants_n,handicapped-infants_y,water-project-cost-sharing_n,water-project-cost-sharing_y,adoption-of-the-budget-resolution_n,adoption-of-the-budget-resolution_y,physician-fee-freeze_n,physician-fee-freeze_y,el-salvador-aid_n,el-salvador-aid_y,religious-groups-in-schools_n,religious-groups-in-schools_y,anti-satellite-test-ban_n,anti-satellite-test-ban_y,aid-to-nicaraguan-contras_n,aid-to-nicaraguan-contras_y,mx-missile_n,mx-missile_y,immigration_n,immigration_y,synfuels-corporation-cutback_n,synfuels-corporation-cutback_y,education-spending_n,education-spending_y,superfund-right-to-sue_n,superfund-right-to-sue_y,crime_n,crime_y,duty-free-exports_n,duty-free-exports_y,export-administration-act-south-africa_n,export-administration-act-south-africa_y,sampleNum
republican,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,87
republican,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,28
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,55
republican,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,99
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,400
republican,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,66
republican,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,343
republican,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,133
republican,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,364
republican,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,296
republican,False,True,False,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,36
republican,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,71
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,61
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,57
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,251
republican,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,73
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,38
republican,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,247
republican,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True,402
republican,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,10
republican,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,283
republican,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,433
republican,False,True,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,65
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,7
republican,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,195
republican,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,53
republican,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,273
republican,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,392
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,191
republican,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,135
republican,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,310
republican,False,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,339
republican,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,256
republican,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,83
republican,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,378
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,51
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,136
republican,True,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,190
republican,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,353
republican,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,120
republican,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,281
republican,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,420
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,211
republican,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,295
republican,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,405
republican,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,107
republican,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,430
republican,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,279
republican,True,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,113
republican,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,248
republican,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,257
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,327
republican,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,409
republican,True,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,49
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,304
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,253
republican,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,150
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,18
republican,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,140
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,217
republican,True,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,171
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,434
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,1
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,True,False,224
republican,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,315
republican,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,300
republican,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,349
republican,False,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,True,False,282
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,59
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,374
republican,False,True,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,156
democrat,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,54
democrat,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,74
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,179
democrat,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,428
democrat,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,371
democrat,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,157
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,29
democrat,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,False,165
democrat,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,False,381
democrat,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,212
democrat,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,194
democrat,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,341
democrat,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,226
democrat,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,182
democrat,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,183
democrat,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,290
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,19
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,264
democrat,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,143
democrat,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,292
democrat,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,382
democrat,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,391
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,254
democrat,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,352
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,338
democrat,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,76
democrat,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,407
democrat,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,244
democrat,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,287
democrat,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,20
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,227
democrat,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,94
democrat,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,198
democrat,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,98
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,52
democrat,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,173
democrat,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,411
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,116
democrat,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,160
democrat,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,370
democrat,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,208
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,249
democrat,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,232
democrat,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,118
democrat,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,True,152
democrat,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,88
democrat,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,129
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,23
democrat,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,184
democrat,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,96
democrat,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,237
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,269
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,259
democrat,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,271
democrat,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,128
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,270
