Class Name,handicapped-infants_n,handicapped-infants_y,water-project-cost-sharing_n,water-project-cost-sharing_y,adoption-of-the-budget-resolution_n,adoption-of-the-budget-resolution_y,physician-fee-freeze_n,physician-fee-freeze_y,el-salvador-aid_n,el-salvador-aid_y,religious-groups-in-schools_n,religious-groups-in-schools_y,anti-satellite-test-ban_n,anti-satellite-test-ban_y,aid-to-nicaraguan-contras_n,aid-to-nicaraguan-contras_y,mx-missile_n,mx-missile_y,immigration_n,immigration_y,synfuels-corporation-cutback_n,synfuels-corporation-cutback_y,education-spending_n,education-spending_y,superfund-right-to-sue_n,superfund-right-to-sue_y,crime_n,crime_y,duty-free-exports_n,duty-free-exports_y,export-administration-act-south-africa_n,export-administration-act-south-africa_y,sampleNum
republican,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,274
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,35
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,106
republican,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,37
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,67
republican,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,134
republican,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,123
republican,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,313
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,148
republican,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,379
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,33
republican,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,416
republican,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,239
republican,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,393
republican,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,403
republican,True,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,111
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,64
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,40
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,169
democrat,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,115
democrat,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,202
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,312
democrat,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,396
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,92
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,189
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,True,21
democrat,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,178
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,False,348
democrat,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,294
democrat,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,280
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,417
democrat,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,380
democrat,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,130
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,63
democrat,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,85
democrat,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,97
democrat,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,258
democrat,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,100
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,265
democrat,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,16
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,260
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,70
democrat,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,174
democrat,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,336
democrat,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,104
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,337
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,27
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,34
democrat,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,288
democrat,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,219
democrat,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,4
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,47
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,185
democrat,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,75
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,81
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,45
democrat,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,316
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,91
democrat,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,131
democrat,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,366
democrat,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,301
democrat,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,13
democrat,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,2
democrat,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,108
democrat,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,220
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,328
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,31
democrat,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,419
democrat,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,320
