Class Name,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,sampleNum,set
republican,n,n,n,y,n,n,y,y,y,y,n,n,y,y,n,y,140,1
republican,n,n,n,y,n,y,y,?,y,n,n,y,y,y,n,y,240,1
republican,n,n,n,y,y,n,n,n,n,n,n,y,n,y,?,y,257,1
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,y,111,1
republican,y,?,n,y,y,y,n,y,n,n,n,y,y,y,n,y,123,1
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,y,56,1
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,?,1,1
republican,n,y,y,y,y,y,n,n,n,y,n,y,y,y,n,y,313,1
republican,n,y,n,y,y,y,n,n,y,y,n,y,y,y,n,y,231,1
republican,n,n,n,y,y,y,n,n,n,y,n,y,n,y,n,y,122,1
republican,n,n,n,y,y,y,n,n,n,y,n,y,n,y,n,y,266,1
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,58,1
republican,y,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,347,1
republican,n,n,y,y,y,y,y,y,n,y,n,n,n,y,n,y,277,1
republican,n,n,n,y,y,y,y,y,y,y,n,y,y,y,?,y,141,1
republican,n,n,n,y,y,y,?,?,?,?,n,y,y,y,n,y,433,1
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,279,1
republican,y,?,n,y,y,y,y,y,n,n,n,y,?,y,?,?,188,1
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,y,82,1
republican,y,y,n,y,y,y,n,n,n,y,y,n,y,n,n,n,363,1
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,?,n,?,15,1
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,y,412,1
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,y,225,1
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,217,1
republican,n,n,y,y,y,y,n,n,n,y,n,y,y,y,y,y,296,1
republican,y,y,y,y,y,y,y,y,n,y,n,n,y,y,n,y,420,1
republican,n,y,n,y,y,n,n,n,n,n,?,?,y,y,n,n,10,1
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,n,113,1
republican,n,y,n,y,y,y,n,n,n,n,n,n,y,y,?,y,7,1
republican,n,n,y,y,y,y,y,n,n,y,y,y,y,y,n,y,353,1
republican,n,n,n,y,y,y,n,n,n,y,n,?,y,y,n,?,89,1
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,?,134,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,90,1
democrat,n,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y,258,1
democrat,n,y,n,y,y,y,n,n,n,n,n,n,?,y,y,y,6,1
democrat,n,y,y,n,n,n,y,y,y,y,n,n,n,n,y,y,175,1
democrat,n,y,y,y,y,y,n,n,n,y,y,n,y,y,n,n,75,1
democrat,y,y,n,n,n,n,n,y,y,n,y,n,n,n,y,n,391,1
democrat,y,y,y,n,y,y,n,n,n,n,y,?,y,y,y,y,4,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,?,?,y,y,21,1
democrat,y,y,y,n,?,n,y,y,y,y,n,n,n,n,y,?,371,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,27,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,n,y,259,1
democrat,y,y,y,n,y,y,n,y,y,n,y,n,n,y,n,?,387,1
democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,184,1
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,174,1
democrat,n,y,y,n,n,y,y,y,y,y,n,n,y,y,y,y,299,1
democrat,y,y,y,n,n,y,y,y,y,y,y,n,y,y,y,y,293,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,?,31,1
democrat,y,n,y,n,n,n,n,y,y,y,n,n,n,n,y,y,244,1
democrat,n,n,?,n,y,y,n,n,n,n,y,y,y,y,n,y,96,1
democrat,y,y,y,n,y,y,n,y,n,y,y,n,y,y,n,?,289,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,189,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,?,?,52,1
democrat,y,n,n,n,y,y,n,n,n,n,y,y,n,y,n,y,100,1
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,108,1
democrat,y,n,y,n,n,n,y,y,y,?,y,n,n,n,y,?,389,1
democrat,y,n,y,n,n,n,y,y,?,n,y,n,n,n,y,y,249,1
democrat,n,n,y,n,n,n,y,y,y,y,n,n,y,n,y,y,149,1
democrat,y,y,y,n,y,y,y,y,y,y,y,n,y,y,n,?,381,1
democrat,n,y,y,n,y,y,y,n,n,n,y,y,y,y,n,y,162,1
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,331,1
democrat,n,?,y,n,n,y,y,y,n,y,n,n,n,n,y,?,112,1
democrat,n,n,y,n,n,y,y,y,y,n,y,n,n,n,y,y,422,1
democrat,n,y,y,n,n,?,y,y,y,y,y,n,?,y,y,y,424,1
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,333,1
democrat,n,y,y,n,n,y,y,y,?,y,n,n,n,n,n,y,415,1
democrat,y,y,y,n,n,n,y,y,n,n,n,n,n,y,n,y,48,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,337,1
democrat,y,y,n,n,y,y,n,n,n,n,y,y,y,y,y,n,385,1
democrat,y,y,y,n,n,n,y,y,n,y,n,n,n,n,n,y,418,1
democrat,n,n,y,n,n,y,y,y,y,y,y,n,n,n,?,y,284,1
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,109,1
democrat,n,y,y,n,y,y,n,n,n,n,n,n,y,y,y,y,5,1
democrat,y,n,n,n,y,y,?,n,?,n,n,n,n,y,?,n,103,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,426,1
democrat,y,y,y,n,y,y,n,n,?,y,n,n,n,y,y,?,216,1
democrat,y,y,y,n,n,n,y,y,y,y,y,n,y,n,n,y,417,1
democrat,n,y,y,n,n,y,y,y,n,y,n,n,n,n,y,y,368,1
democrat,y,n,y,n,n,?,y,y,y,n,?,?,n,?,?,?,261,1
democrat,n,y,y,n,y,y,n,n,n,y,y,y,y,y,n,?,76,1
democrat,y,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,245,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,y,n,y,?,70,1
democrat,?,?,?,?,n,y,y,y,y,y,?,n,y,y,n,?,104,1
democrat,y,y,y,n,n,y,y,y,y,n,n,n,n,n,y,y,252,1
democrat,n,y,n,y,n,y,y,y,y,n,y,n,y,n,y,?,352,1
democrat,n,y,y,n,y,y,n,n,n,n,y,n,n,n,y,?,221,1
democrat,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,183,1
democrat,y,?,y,n,n,n,y,y,y,n,y,n,n,n,y,y,376,1
democrat,y,n,y,n,n,n,y,y,y,n,y,n,n,n,y,?,332,1
democrat,y,y,?,y,y,y,n,n,y,n,y,?,y,y,n,n,151,1
democrat,n,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y,212,1
democrat,y,y,y,n,y,y,n,y,n,y,y,n,y,y,y,y,288,1
democrat,n,y,y,n,n,y,y,y,y,n,?,n,n,n,n,y,271,1
democrat,n,n,y,n,n,y,y,?,y,y,y,n,n,n,y,y,194,1
democrat,y,n,n,n,n,n,y,y,y,y,n,n,n,n,y,y,317,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,?,62,1
democrat,n,y,y,n,n,n,y,y,?,y,n,n,y,n,y,y,243,1
democrat,y,y,y,n,y,y,n,n,n,y,y,n,y,y,n,y,78,1
democrat,y,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y,26,1
democrat,y,n,y,n,n,y,y,y,y,y,n,n,y,n,n,y,360,1
democrat,n,y,y,n,n,y,n,y,y,y,n,n,y,y,n,y,320,1
democrat,y,n,y,n,n,n,y,y,?,n,n,n,n,n,n,?,47,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,50,1
democrat,y,n,y,n,n,n,?,y,y,?,n,n,n,n,y,?,170,1
democrat,n,y,y,n,y,y,y,y,n,n,y,n,y,n,y,y,421,1
democrat,n,?,y,n,n,y,n,y,n,y,y,n,n,n,y,y,128,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,?,?,9,1
democrat,n,n,y,n,n,y,y,y,y,y,y,n,n,n,y,y,285,1
democrat,y,n,y,n,n,y,y,y,y,y,y,n,n,y,y,y,74,1
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,y,y,y,200,1
democrat,y,y,y,?,n,n,n,y,n,n,y,?,n,n,y,y,395,1
democrat,y,n,y,n,n,y,y,y,y,n,n,n,n,n,y,y,139,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,?,272,1
democrat,n,y,y,n,?,y,n,n,n,n,y,n,y,n,n,y,3,1
democrat,y,n,y,n,n,y,y,y,y,y,n,?,n,y,n,y,291,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,?,n,y,y,262,1
democrat,y,y,y,n,n,n,y,y,y,y,n,n,y,n,y,y,32,1
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,220,1
democrat,y,y,y,n,?,y,n,?,n,n,y,n,y,y,n,?,322,1
democrat,n,?,y,n,y,y,n,y,n,n,y,n,n,n,n,?,386,1
democrat,n,y,y,n,n,n,y,y,y,n,n,n,y,n,?,?,12,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,260,1
democrat,n,n,y,n,n,y,y,y,y,y,n,n,n,y,?,y,145,1
democrat,n,y,n,n,y,y,n,n,n,y,y,n,y,y,n,n,365,1
democrat,y,y,y,n,n,n,n,y,y,n,y,n,n,n,y,y,105,1
democrat,y,n,y,n,n,n,y,y,y,y,y,n,n,y,y,y,241,1
democrat,y,y,y,n,n,n,y,y,y,y,y,n,n,n,n,y,209,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,29,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,203,1
democrat,y,n,y,n,n,n,y,y,?,y,y,y,n,y,n,y,81,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,43,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,y,y,23,1
democrat,y,?,y,n,?,?,y,y,y,n,n,n,n,n,y,?,130,1
democrat,n,n,n,n,n,y,y,y,y,n,y,n,n,y,y,y,192,1
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,114,1
democrat,n,n,y,n,n,y,y,y,y,y,n,n,y,n,n,y,311,1
democrat,y,n,n,n,n,y,y,y,y,y,n,n,n,y,y,y,309,1
democrat,y,y,?,?,?,y,n,n,n,n,y,n,y,n,n,y,394,1
