buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,set
vhigh,vhigh,4,more,med,med,unacc,76,1
med,low,2,more,small,med,unacc,1207,1
low,low,5more,2,big,med,unacc,1708,1
vhigh,high,2,more,big,high,unacc,134,1
vhigh,low,3,2,med,low,unacc,354,1
vhigh,low,3,2,med,high,unacc,356,1
high,vhigh,4,more,med,med,unacc,508,1
vhigh,vhigh,2,4,small,med,unacc,10,1
low,vhigh,2,more,big,low,unacc,1320,1
med,vhigh,5more,more,med,low,unacc,966,1
vhigh,vhigh,4,more,big,med,unacc,79,1
low,vhigh,3,2,med,high,unacc,1328,1
vhigh,low,5more,2,small,low,unacc,405,1
low,vhigh,3,4,small,low,unacc,1332,1
low,low,2,more,med,low,unacc,1641,1
low,med,3,4,big,low,unacc,1554,1
med,vhigh,5more,more,small,low,unacc,963,1
vhigh,high,5more,2,big,low,unacc,195,1
vhigh,low,2,4,small,low,unacc,333,1
high,high,4,more,big,low,unacc,618,1
low,vhigh,3,2,small,high,unacc,1325,1
vhigh,med,2,more,small,med,unacc,235,1
vhigh,vhigh,5more,2,small,med,unacc,82,1
vhigh,vhigh,3,2,med,low,unacc,30,1
vhigh,high,5more,4,med,low,unacc,201,1
med,vhigh,4,2,small,med,unacc,919,1
vhigh,vhigh,4,2,big,high,unacc,62,1
high,vhigh,5more,more,med,high,unacc,536,1
low,med,4,4,med,low,unacc,1578,1
high,med,5more,2,small,low,unacc,729,1
low,low,3,2,big,high,unacc,1655,1
med,low,2,2,small,low,unacc,1188,1
low,vhigh,5more,more,big,low,unacc,1401,1
high,high,3,2,big,high,unacc,575,1
high,vhigh,3,more,small,med,unacc,478,1
high,high,4,more,small,low,unacc,612,1
med,vhigh,2,4,med,low,unacc,876,1
high,vhigh,2,4,big,low,unacc,447,1
vhigh,vhigh,3,2,big,med,unacc,34,1
vhigh,vhigh,3,4,small,med,unacc,37,1
med,high,4,more,small,low,unacc,1044,1
vhigh,vhigh,2,4,big,high,unacc,17,1
vhigh,med,4,4,big,low,unacc,285,1
low,vhigh,4,2,med,low,unacc,1353,1
high,med,2,2,small,med,unacc,649,1
vhigh,med,3,2,small,low,unacc,243,1
vhigh,vhigh,2,2,big,med,unacc,7,1
low,high,2,more,small,low,unacc,1422,1
high,vhigh,2,4,big,med,unacc,448,1
vhigh,vhigh,2,more,big,high,unacc,26,1
vhigh,low,2,more,big,low,unacc,348,1
med,med,3,2,med,med,unacc,1111,1
low,vhigh,4,2,med,high,unacc,1355,1
low,med,2,more,small,high,unacc,1532,1
vhigh,low,5more,2,small,med,unacc,406,1
vhigh,low,2,2,big,high,unacc,332,1
med,med,4,2,big,high,unacc,1142,1
high,high,3,more,small,med,unacc,586,1
med,vhigh,3,4,small,low,unacc,900,1
vhigh,low,2,more,small,med,unacc,343,1
high,low,3,4,med,med,unacc,796,1
vhigh,high,2,2,big,high,unacc,116,1
vhigh,med,5more,2,small,high,unacc,299,1
high,vhigh,3,2,small,low,unacc,459,1
med,low,3,2,big,high,unacc,1223,1
med,vhigh,3,more,med,low,unacc,912,1
vhigh,high,3,2,small,low,unacc,135,1
med,low,4,2,med,high,unacc,1247,1
vhigh,vhigh,2,2,small,low,unacc,0,1
med,low,3,4,big,low,unacc,1230,1
vhigh,med,5more,2,med,high,unacc,302,1
high,vhigh,4,2,small,med,unacc,487,1
med,low,3,more,big,low,unacc,1239,1
vhigh,med,4,2,small,high,unacc,272,1
vhigh,vhigh,2,2,small,high,unacc,2,1
high,low,3,4,big,low,unacc,798,1
vhigh,med,5more,4,small,med,unacc,307,1
vhigh,med,2,2,big,low,unacc,222,1
vhigh,vhigh,3,4,big,high,unacc,44,1
med,vhigh,2,more,big,low,unacc,888,1
low,med,4,2,big,high,unacc,1574,1
low,vhigh,2,more,small,high,unacc,1316,1
high,high,5more,2,big,high,unacc,629,1
med,vhigh,5more,4,small,low,unacc,954,1
med,high,3,more,big,low,unacc,1023,1
low,vhigh,5more,4,small,low,unacc,1386,1
med,high,2,2,small,high,unacc,974,1
vhigh,high,3,4,small,med,unacc,145,1
high,low,5more,more,small,med,unacc,856,1
vhigh,low,3,2,big,med,unacc,358,1
high,high,2,more,med,low,unacc,561,1
vhigh,high,5more,more,big,high,unacc,215,1
high,low,4,more,big,low,unacc,834,1
med,vhigh,3,4,med,med,unacc,904,1
high,low,3,2,big,low,unacc,789,1
high,high,3,more,big,low,unacc,591,1
vhigh,low,3,more,small,low,unacc,369,1
low,vhigh,3,4,med,low,unacc,1335,1
vhigh,high,5more,4,small,low,unacc,198,1
high,med,3,2,med,high,unacc,680,1
med,vhigh,5more,2,small,med,unacc,946,1
vhigh,high,3,4,med,med,unacc,148,1
vhigh,high,4,2,big,low,unacc,168,1
vhigh,low,2,2,small,med,unacc,325,1
high,vhigh,5more,4,med,high,unacc,527,1
low,med,2,2,big,high,unacc,1520,1
low,high,4,2,med,low,unacc,1461,1
high,vhigh,5more,4,big,low,unacc,528,1
vhigh,high,2,4,small,med,unacc,118,1
low,high,3,2,small,low,unacc,1431,1
vhigh,vhigh,4,4,small,high,unacc,65,1
high,high,2,4,small,med,unacc,550,1
high,med,3,2,small,low,unacc,675,1
vhigh,low,5more,more,big,low,unacc,429,1
med,med,5more,2,med,low,unacc,1164,1
low,med,2,2,med,low,unacc,1515,1
low,med,5more,2,med,med,unacc,1597,1
high,high,4,2,big,high,unacc,602,1
high,med,3,2,big,low,unacc,681,1
high,vhigh,5more,2,small,high,unacc,515,1
med,low,3,2,small,low,unacc,1215,1
vhigh,low,5more,more,small,med,unacc,424,1
vhigh,high,2,4,small,low,unacc,117,1
med,vhigh,5more,2,med,high,unacc,950,1
med,med,2,2,small,low,unacc,1080,1
med,vhigh,3,more,small,med,unacc,910,1
med,med,2,more,big,low,unacc,1104,1
high,high,5more,2,big,med,unacc,628,1
high,low,3,2,med,med,unacc,787,1
med,high,4,more,big,low,unacc,1050,1
vhigh,high,4,2,med,med,unacc,166,1
high,high,3,4,big,low,unacc,582,1
high,vhigh,5more,4,small,low,unacc,522,1
med,low,2,2,med,med,unacc,1192,1
high,high,2,2,big,low,unacc,546,1
med,low,3,2,med,med,unacc,1219,1
low,vhigh,5more,2,small,med,unacc,1378,1
vhigh,med,5more,2,small,med,unacc,298,1
high,med,3,more,med,low,unacc,696,1
low,low,4,2,big,high,unacc,1682,1
low,med,5more,4,big,low,unacc,1608,1
low,vhigh,2,4,med,low,unacc,1308,1
med,vhigh,3,2,small,med,unacc,892,1
low,high,2,2,big,med,unacc,1411,1
vhigh,vhigh,2,4,med,med,unacc,13,1
high,med,3,4,small,low,unacc,684,1
high,vhigh,4,more,big,high,unacc,512,1
high,vhigh,4,2,big,low,unacc,492,1
low,vhigh,3,more,small,low,unacc,1341,1
med,vhigh,2,2,small,low,unacc,864,1
low,med,5more,4,small,low,unacc,1602,1
high,med,2,4,small,low,unacc,657,1
vhigh,high,2,4,big,low,unacc,123,1
med,med,4,2,big,low,unacc,1140,1
med,low,2,more,small,low,unacc,1206,1
med,vhigh,2,more,small,med,unacc,883,1
med,high,2,4,small,low,unacc,981,1
low,high,5more,2,small,low,unacc,1485,1
high,high,2,2,small,med,unacc,541,1
high,low,2,4,big,low,unacc,771,1
low,vhigh,2,4,small,low,unacc,1305,1
med,high,2,4,big,low,unacc,987,1
low,med,3,2,small,med,unacc,1540,1
low,high,5more,4,small,low,unacc,1494,1
high,vhigh,2,4,med,low,unacc,444,1
med,low,2,2,big,med,unacc,1195,1
vhigh,vhigh,3,4,big,med,unacc,43,1
med,low,2,more,small,high,unacc,1208,1
high,med,3,4,big,low,unacc,690,1
high,med,5more,2,med,med,unacc,733,1
vhigh,med,3,more,small,low,unacc,261,1
med,low,4,more,med,low,unacc,1263,1
low,low,5more,4,med,low,unacc,1713,1
high,high,2,more,small,med,unacc,559,1
med,high,5more,more,big,low,unacc,1077,1
med,high,5more,more,small,low,unacc,1071,1
low,low,5more,2,small,low,unacc,1701,1
high,vhigh,4,4,med,low,unacc,498,1
low,low,3,more,small,low,unacc,1665,1
vhigh,low,2,2,big,low,unacc,330,1
low,vhigh,3,2,big,high,unacc,1331,1
low,high,3,more,small,low,unacc,1449,1
high,vhigh,4,2,small,low,unacc,486,1
low,med,4,more,small,low,unacc,1584,1
med,low,5more,2,med,med,unacc,1273,1
low,vhigh,3,2,big,med,unacc,1330,1
high,low,2,2,small,high,unacc,758,1
vhigh,high,5more,2,big,high,unacc,197,1
high,med,3,more,small,low,unacc,693,1
vhigh,med,5more,2,big,high,unacc,305,1
vhigh,vhigh,2,more,med,high,unacc,23,1
high,vhigh,4,4,big,high,unacc,503,1
vhigh,vhigh,3,more,med,med,unacc,49,1
high,med,5more,more,small,med,unacc,748,1
vhigh,vhigh,4,4,med,high,unacc,68,1
low,low,3,more,big,low,unacc,1671,1
med,vhigh,3,2,small,low,unacc,891,1
med,low,2,2,big,low,unacc,1194,1
high,high,3,4,small,med,unacc,577,1
vhigh,high,3,4,big,high,unacc,152,1
high,low,5more,more,med,low,unacc,858,1
vhigh,high,3,2,med,low,unacc,138,1
high,vhigh,3,4,small,low,unacc,468,1
high,low,2,more,small,low,unacc,774,1
high,low,4,2,big,high,unacc,818,1
med,vhigh,5more,2,small,high,unacc,947,1
low,med,2,more,small,low,unacc,1530,1
low,med,2,4,med,low,unacc,1524,1
med,high,4,4,small,med,unacc,1036,1
high,vhigh,2,more,big,high,unacc,458,1
vhigh,vhigh,5more,4,big,high,unacc,98,1
med,high,2,2,med,high,unacc,977,1
vhigh,low,2,2,big,med,unacc,331,1
vhigh,vhigh,3,more,small,low,unacc,45,1
high,high,2,2,small,low,unacc,540,1
vhigh,vhigh,5more,2,med,high,unacc,86,1
vhigh,med,4,2,big,high,unacc,278,1
low,vhigh,3,2,small,low,unacc,1323,1
low,high,4,2,med,high,unacc,1463,1
vhigh,med,4,2,big,med,unacc,277,1
vhigh,vhigh,5more,4,big,low,unacc,96,1
low,low,2,2,med,med,unacc,1624,1
high,vhigh,2,2,med,high,unacc,437,1
high,vhigh,2,4,small,med,unacc,442,1
low,high,4,4,big,low,unacc,1473,1
high,low,4,4,med,low,unacc,822,1
vhigh,vhigh,5more,2,med,low,unacc,84,1
med,vhigh,2,2,med,med,unacc,868,1
low,vhigh,4,2,small,low,unacc,1350,1
high,high,4,4,small,low,unacc,603,1
vhigh,med,4,4,small,low,unacc,279,1
med,high,5more,4,med,low,unacc,1065,1
vhigh,high,4,4,small,low,unacc,171,1
low,med,2,2,big,low,unacc,1518,1
vhigh,vhigh,5more,4,med,low,unacc,93,1
vhigh,high,5more,4,med,high,unacc,203,1
med,high,3,more,med,low,unacc,1020,1
high,high,5more,more,small,med,unacc,640,1
high,high,5more,2,med,high,unacc,626,1
high,high,2,2,big,med,unacc,547,1
high,vhigh,2,4,small,low,unacc,441,1
vhigh,vhigh,4,more,small,low,unacc,72,1
med,vhigh,3,4,small,med,unacc,901,1
low,vhigh,4,2,small,high,unacc,1352,1
med,high,2,more,big,low,unacc,996,1
high,vhigh,3,2,small,med,unacc,460,1
med,high,2,2,small,med,unacc,973,1
low,vhigh,5more,2,small,high,unacc,1379,1
high,med,2,2,big,med,unacc,655,1
vhigh,low,4,2,big,high,unacc,386,1
med,vhigh,4,more,small,low,unacc,936,1
low,vhigh,2,2,med,low,unacc,1299,1
low,vhigh,3,2,big,low,unacc,1329,1
high,low,5more,2,big,low,unacc,843,1
med,vhigh,2,more,med,low,unacc,885,1
med,med,2,more,small,med,unacc,1099,1
med,high,3,2,med,med,unacc,1003,1
high,low,3,more,med,low,unacc,804,1
low,high,5more,2,big,low,unacc,1491,1
high,high,4,4,med,low,unacc,606,1
med,med,2,4,small,low,unacc,1089,1
med,med,3,2,small,high,unacc,1109,1
vhigh,med,3,2,small,high,unacc,245,1
high,high,5more,more,med,low,unacc,642,1
med,high,3,2,small,low,unacc,999,1
vhigh,low,4,more,big,low,unacc,402,1
low,vhigh,2,2,small,low,unacc,1296,1
vhigh,high,5more,more,big,low,unacc,213,1
low,med,3,2,big,med,unacc,1546,1
low,vhigh,5more,more,small,low,unacc,1395,1
med,high,5more,2,small,med,unacc,1054,1
vhigh,low,3,4,med,med,unacc,364,1
high,high,5more,2,small,high,unacc,623,1
low,vhigh,2,2,small,high,unacc,1298,1
high,high,2,4,small,low,unacc,549,1
med,med,4,2,med,med,unacc,1138,1
low,vhigh,5more,2,big,low,unacc,1383,1
low,high,5more,more,big,low,unacc,1509,1
vhigh,high,5more,4,med,med,unacc,202,1
vhigh,med,4,2,small,med,unacc,271,1
high,high,4,2,big,low,unacc,600,1
vhigh,vhigh,4,more,small,high,unacc,74,1
low,vhigh,2,4,big,low,unacc,1311,1
med,vhigh,4,2,med,high,unacc,923,1
low,vhigh,3,more,small,med,unacc,1342,1
low,low,2,more,big,low,unacc,1644,1
high,low,5more,4,small,med,unacc,847,1
vhigh,low,3,2,small,low,unacc,351,1
high,low,2,2,small,med,unacc,757,1
vhigh,med,5more,more,med,low,unacc,318,1
high,low,4,2,med,low,unacc,813,1
high,vhigh,5more,more,med,low,unacc,534,1
med,low,5more,2,big,high,unacc,1277,1
med,vhigh,3,2,big,high,unacc,899,1
low,vhigh,2,more,med,low,unacc,1317,1
high,med,3,more,med,high,acc,698,1
med,vhigh,3,more,med,med,acc,913,1
high,low,4,4,big,med,acc,826,1
low,high,5more,4,small,med,acc,1495,1
low,vhigh,4,more,small,high,acc,1370,1
low,high,5more,4,big,med,acc,1501,1
med,high,4,more,small,high,acc,1046,1
high,med,4,4,big,med,acc,718,1
low,high,4,4,med,med,acc,1471,1
med,low,4,4,small,med,acc,1252,1
low,high,3,4,med,high,acc,1445,1
high,med,3,4,small,high,acc,686,1
med,high,4,more,big,med,acc,1051,1
high,med,3,4,big,med,acc,691,1
high,low,5more,more,small,high,acc,857,1
med,med,4,more,small,high,acc,1154,1
high,high,3,more,med,high,acc,590,1
med,vhigh,3,4,big,med,acc,907,1
low,high,5more,4,small,high,acc,1496,1
high,high,4,4,big,high,acc,611,1
med,vhigh,2,4,big,high,acc,881,1
low,vhigh,4,more,big,med,acc,1375,1
med,high,3,more,small,high,acc,1019,1
high,low,2,4,small,high,acc,767,1
med,vhigh,5more,more,small,high,acc,965,1
low,low,5more,4,small,med,acc,1711,1
vhigh,low,5more,more,small,high,acc,425,1
high,high,4,more,med,high,acc,617,1
med,high,5more,more,small,high,acc,1073,1
high,med,2,more,med,high,acc,671,1
high,low,4,more,big,high,acc,836,1
vhigh,med,4,4,big,med,acc,286,1
med,med,4,more,big,med,acc,1159,1
low,high,2,4,small,med,acc,1414,1
med,high,4,4,med,med,acc,1039,1
high,high,2,more,big,med,acc,565,1
med,vhigh,5more,more,med,high,acc,968,1
med,med,3,4,med,med,acc,1120,1
high,low,4,more,med,high,acc,833,1
high,low,2,4,med,high,acc,770,1
med,vhigh,3,more,big,med,acc,916,1
vhigh,med,2,more,med,high,acc,239,1
med,med,3,more,small,high,acc,1127,1
high,high,3,more,med,med,acc,589,1
med,med,2,more,med,med,acc,1102,1
high,low,5more,4,med,med,acc,850,1
low,high,2,4,med,high,acc,1418,1
med,high,2,4,big,med,acc,988,1
high,med,5more,4,small,high,acc,740,1
med,vhigh,4,more,big,med,acc,943,1
med,vhigh,3,more,med,high,acc,914,1
vhigh,low,3,4,big,high,acc,368,1
low,high,2,4,med,med,acc,1417,1
vhigh,low,4,more,med,high,acc,401,1
high,med,3,more,big,med,acc,700,1
high,high,3,4,big,med,acc,583,1
low,high,2,4,big,med,acc,1420,1
med,med,4,4,big,med,acc,1150,1
low,vhigh,3,4,med,high,acc,1337,1
vhigh,med,3,more,big,high,acc,269,1
low,high,5more,more,small,med,acc,1504,1
high,low,3,more,med,med,acc,805,1
low,vhigh,3,4,small,high,acc,1334,1
med,med,5more,more,med,med,acc,1183,1
med,vhigh,5more,4,med,high,acc,959,1
low,vhigh,2,more,big,high,acc,1322,1
vhigh,low,4,4,big,high,acc,395,1
low,high,4,4,small,high,acc,1469,1
vhigh,low,4,more,big,med,acc,403,1
vhigh,low,4,4,med,high,acc,392,1
high,high,5more,4,small,high,acc,632,1
vhigh,med,4,more,big,high,acc,296,1
high,med,4,4,big,high,acc,719,1
low,vhigh,5more,more,small,high,acc,1397,1
high,high,2,more,big,high,acc,566,1
high,high,3,4,med,high,acc,581,1
med,med,5more,4,med,med,acc,1174,1
vhigh,med,3,4,big,high,acc,260,1
med,low,5more,4,small,med,acc,1279,1
med,high,2,more,med,high,acc,995,1
high,low,5more,more,big,high,acc,863,1
med,high,4,4,small,high,acc,1037,1
low,med,4,4,small,med,acc,1576,1
med,high,3,4,big,high,acc,1016,1
vhigh,med,5more,4,med,high,acc,311,1
med,med,3,more,small,med,acc,1126,1
high,med,4,more,med,high,acc,725,1
low,vhigh,4,4,big,high,acc,1367,1
vhigh,low,4,4,big,med,acc,394,1
med,med,3,4,med,high,acc,1121,1
high,high,3,more,big,high,acc,593,1
med,vhigh,5more,more,big,high,acc,971,1
low,high,4,more,big,med,acc,1483,1
med,high,3,more,big,med,acc,1024,1
vhigh,med,3,more,small,high,acc,263,1
vhigh,med,5more,4,small,high,acc,308,1
low,high,4,more,med,med,acc,1480,1
high,low,3,more,med,high,acc,806,1
high,high,5more,more,big,high,acc,647,1
low,med,2,4,small,med,acc,1522,1
vhigh,med,4,more,med,high,acc,293,1
low,vhigh,5more,more,med,high,acc,1400,1
high,low,3,4,small,high,acc,794,1
med,med,5more,more,small,med,acc,1180,1
med,med,2,more,big,med,acc,1105,1
high,med,3,4,big,high,acc,692,1
low,med,3,more,small,med,acc,1558,1
high,high,2,4,big,med,acc,556,1
high,high,3,4,big,high,acc,584,1
low,med,5more,more,small,med,acc,1612,1
vhigh,med,5more,more,med,high,acc,320,1
low,high,3,4,big,med,acc,1447,1
vhigh,low,2,more,med,high,acc,347,1
low,high,3,more,small,high,acc,1451,1
high,med,2,more,big,med,acc,673,1
med,med,2,4,big,med,acc,1096,1
med,high,5more,4,big,high,acc,1070,1
low,med,2,more,med,med,acc,1534,1
low,vhigh,3,4,big,high,acc,1340,1
high,med,5more,4,med,med,acc,742,1
high,med,4,4,med,med,acc,715,1
high,high,4,more,big,med,acc,619,1
high,low,2,4,big,high,acc,773,1
med,low,2,more,med,med,acc,1210,1
vhigh,low,4,more,med,med,acc,400,1
low,vhigh,3,more,big,med,acc,1348,1
high,high,3,4,small,high,acc,578,1
med,med,3,more,big,med,acc,1132,1
med,high,5more,4,med,med,acc,1066,1
low,high,2,4,small,high,acc,1415,1
med,med,5more,more,big,med,acc,1186,1
med,high,5more,4,small,high,acc,1064,1
vhigh,med,5more,more,med,med,acc,319,1
low,vhigh,2,more,big,med,acc,1321,1
low,low,2,4,med,med,acc,1633,1
high,med,5more,more,big,high,acc,755,1
high,med,4,4,small,high,acc,713,1
low,high,5more,more,big,med,acc,1510,1
vhigh,low,4,4,small,high,acc,389,1
low,vhigh,5more,4,med,med,acc,1390,1
high,high,5more,more,small,high,acc,641,1
med,vhigh,5more,4,big,high,acc,962,1
high,med,4,more,big,high,acc,728,1
high,med,4,more,med,med,acc,724,1
med,vhigh,4,more,small,high,acc,938,1
med,low,3,4,small,med,acc,1225,1
med,vhigh,3,more,big,high,acc,917,1
high,low,5more,4,small,high,acc,848,1
