Class Name,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,sampleNum,set
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,327,1
republican,n,n,n,y,y,n,n,n,n,n,n,y,n,y,n,n,256,1
republican,?,?,?,?,n,y,n,y,y,n,n,y,y,n,n,?,393,1
republican,y,?,n,y,y,y,y,n,n,y,n,y,y,y,n,y,207,1
republican,n,y,n,y,y,y,n,?,n,n,n,y,y,y,n,y,51,1
republican,y,y,y,y,y,y,y,y,n,y,n,n,y,y,n,y,420,1
republican,n,y,y,y,y,y,n,n,n,y,n,y,y,y,n,y,313,1
republican,n,n,y,y,y,y,n,n,n,y,n,y,y,y,y,y,296,1
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,?,134,1
republican,y,n,n,y,y,y,n,n,n,y,n,?,y,y,n,n,282,1
republican,n,y,n,y,y,y,n,?,n,n,?,?,?,y,n,?,400,1
republican,n,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,107,1
republican,n,y,n,y,y,y,n,n,y,y,n,y,y,y,n,y,231,1
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,y,346,1
republican,n,?,?,y,y,y,n,n,n,y,n,y,y,y,?,y,120,1
republican,y,y,n,y,y,y,n,n,n,y,y,n,y,n,n,n,363,1
republican,n,n,n,y,y,y,y,n,n,y,n,y,y,y,n,y,302,1
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,y,82,1
republican,n,n,n,y,y,y,n,n,n,y,n,y,n,y,n,y,122,1
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,250,1
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,330,1
republican,n,y,n,y,y,y,n,n,n,n,n,?,y,y,n,n,18,1
republican,n,n,n,y,y,n,n,n,n,y,n,y,y,y,n,n,79,1
republican,n,n,n,y,y,y,n,n,n,y,n,y,n,y,n,y,206,1
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,211,1
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,?,304,1
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,y,412,1
republican,n,y,n,y,y,y,y,y,n,n,y,y,y,y,y,y,314,1
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,61,1
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,217,1
republican,n,y,n,y,?,y,n,n,n,y,n,y,y,y,n,n,399,1
republican,n,n,n,y,y,y,?,?,?,?,n,y,y,y,n,y,433,1
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,150,1
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,279,1
republican,y,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n,339,1
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,?,n,434,1
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,y,171,1
republican,n,y,n,y,y,y,n,n,n,y,n,y,?,y,n,n,403,1
republican,n,y,n,y,y,y,?,?,n,n,?,?,y,?,?,?,377,1
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,y,n,276,1
republican,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,248,1
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,230,1
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,?,n,?,15,1
republican,n,y,n,y,y,n,n,n,n,n,?,?,y,y,n,n,10,1
democrat,n,y,y,n,y,y,n,n,n,n,n,n,y,y,y,y,5,1
democrat,y,y,y,n,n,y,y,y,y,y,y,y,y,y,n,?,358,1
democrat,y,n,y,n,y,y,n,?,?,n,y,?,?,?,y,y,95,1
democrat,n,y,y,n,n,y,y,y,y,n,y,n,n,y,y,y,423,1
democrat,n,n,y,n,n,n,y,y,y,y,n,n,y,n,y,y,149,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,?,62,1
democrat,y,y,y,n,n,n,y,y,y,n,?,n,n,n,n,?,40,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,?,?,9,1
democrat,?,?,y,n,n,n,y,y,?,n,?,?,?,?,?,?,129,1
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,y,n,y,280,1
democrat,y,y,y,n,y,y,n,n,n,n,y,?,y,y,y,y,4,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,n,y,42,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,50,1
democrat,y,y,y,n,n,n,y,y,y,y,n,n,y,n,n,y,321,1
democrat,n,y,y,n,y,y,y,n,n,n,y,y,y,y,n,y,162,1
democrat,n,y,y,n,y,y,y,y,n,n,y,n,y,n,y,y,421,1
democrat,y,n,y,n,n,y,y,y,y,n,n,n,n,y,n,?,307,1
democrat,y,y,n,n,n,n,n,y,y,n,y,n,n,n,y,n,391,1
democrat,y,y,y,n,n,y,?,y,n,n,y,y,n,y,n,?,54,1
democrat,n,n,y,n,n,n,y,y,y,n,n,?,n,n,y,y,208,1
democrat,n,y,y,n,y,y,n,y,n,n,n,n,n,n,n,y,398,1
democrat,n,y,y,n,n,y,n,y,y,y,y,n,y,n,y,y,152,1
democrat,y,y,y,n,n,y,y,y,y,y,y,y,y,n,n,y,362,1
democrat,n,y,y,n,n,y,y,y,?,n,y,y,n,n,y,y,334,1
democrat,y,n,y,n,n,y,y,y,y,y,y,n,n,n,y,y,202,1
democrat,y,n,y,n,y,y,y,n,y,y,n,n,y,y,n,?,361,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,19,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,?,n,y,y,262,1
democrat,n,y,y,n,n,y,y,y,?,y,n,n,n,n,n,y,415,1
democrat,n,n,y,n,n,y,y,y,n,n,y,n,n,y,?,y,336,1
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,110,1
democrat,?,?,?,n,n,n,y,y,y,y,n,n,y,n,y,y,428,1
democrat,n,y,y,n,?,y,n,n,n,n,y,n,y,n,n,y,3,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,27,1
democrat,y,y,y,n,n,?,y,y,n,n,y,n,n,n,y,y,20,1
democrat,n,y,n,y,n,y,y,y,y,n,y,n,y,n,y,?,352,1
democrat,n,n,n,n,y,y,n,n,n,y,y,y,y,y,n,y,173,1
democrat,?,?,y,n,n,n,y,y,y,?,?,n,n,n,?,?,180,1
democrat,n,y,y,n,n,n,y,y,y,y,n,n,?,n,y,y,172,1
democrat,y,?,y,n,n,n,y,y,y,n,?,n,n,n,y,?,218,1
democrat,y,n,y,n,n,n,y,y,?,n,n,n,n,n,n,?,47,1
democrat,n,y,y,n,n,n,n,y,y,n,y,n,n,y,y,y,219,1
democrat,n,n,y,n,n,y,n,y,y,y,n,n,n,y,n,y,131,1
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,333,1
democrat,y,n,y,n,n,n,y,n,y,y,y,n,n,n,y,y,93,1
democrat,y,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,245,1
democrat,n,y,n,n,y,y,n,n,n,y,y,n,y,y,n,n,365,1
democrat,n,n,y,n,n,y,y,y,y,y,n,y,n,y,y,?,234,1
democrat,y,y,y,n,y,y,n,n,?,y,n,n,n,y,y,?,216,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,426,1
democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,184,1
democrat,y,y,y,n,y,y,y,y,n,y,y,n,n,n,y,?,367,1
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,114,1
democrat,y,n,y,n,y,y,y,n,?,n,y,n,y,y,y,?,102,1
democrat,?,?,n,n,?,y,?,n,n,n,y,y,n,y,n,?,390,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,y,y,y,338,1
democrat,y,y,y,n,n,y,?,y,y,n,y,n,y,n,y,y,380,1
democrat,y,y,y,n,y,y,n,y,?,y,n,n,y,y,n,?,323,1
democrat,y,n,n,n,n,y,y,y,y,y,n,n,n,y,y,y,309,1
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,108,1
democrat,y,n,y,n,n,?,y,y,y,n,?,?,n,?,?,?,261,1
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,331,1
democrat,y,y,y,n,n,n,y,y,y,y,y,n,n,n,n,y,209,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,?,31,1
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,431,1
democrat,y,n,y,n,n,y,y,y,y,y,n,y,n,y,n,?,80,1
democrat,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,183,1
democrat,y,n,y,n,n,n,n,y,y,y,n,n,n,n,y,y,244,1
democrat,y,n,y,n,n,y,y,y,y,n,n,y,?,y,y,y,408,1
democrat,y,n,y,n,n,n,y,y,y,y,y,n,n,y,n,y,169,1
democrat,y,n,y,n,n,y,y,y,n,y,y,n,y,y,y,y,292,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,n,y,259,1
democrat,y,y,y,n,n,n,y,y,y,n,y,?,n,n,n,y,64,1
democrat,y,y,y,n,n,y,y,y,y,y,n,n,?,n,y,?,297,1
democrat,n,y,y,y,y,y,n,n,n,n,y,y,?,y,n,n,372,1
democrat,n,n,?,n,y,y,n,n,n,n,y,y,y,y,n,y,96,1
democrat,n,y,y,n,n,n,y,y,n,n,y,n,n,n,y,?,232,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,?,272,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,265,1
democrat,y,n,y,n,n,n,y,y,?,y,y,y,n,y,n,y,81,1
democrat,n,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y,212,1
democrat,y,n,y,n,n,n,y,y,y,y,y,n,y,n,y,y,39,1
democrat,n,n,y,n,n,y,y,y,y,y,y,n,n,n,y,y,285,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,y,y,201,1
democrat,n,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y,258,1
democrat,n,y,y,n,y,y,n,n,n,n,y,n,n,n,y,?,221,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,y,46,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,203,1
democrat,y,y,?,?,?,y,n,n,n,n,y,n,y,n,n,y,394,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,337,1
democrat,n,y,n,y,y,y,n,n,n,n,n,n,?,y,y,y,6,1
democrat,y,y,y,n,n,n,y,y,n,n,n,n,n,y,n,y,48,1
democrat,y,n,y,n,n,n,y,y,y,?,y,n,n,n,y,?,389,1
democrat,y,n,y,n,n,y,y,y,y,y,y,n,n,y,y,y,74,1
democrat,?,n,y,n,n,n,y,y,y,y,y,?,n,n,y,?,178,1
democrat,y,n,n,n,y,y,n,n,n,n,y,y,n,y,n,y,100,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,263,1
democrat,y,?,y,n,n,y,y,y,y,y,n,n,n,n,y,?,329,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,?,72,1
democrat,y,n,y,n,n,n,y,y,y,y,y,n,n,y,y,y,241,1
democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,344,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,y,y,23,1
democrat,n,?,y,n,n,n,y,y,y,y,y,n,n,y,y,y,127,1
democrat,n,y,y,n,n,y,y,y,y,y,n,?,n,n,y,y,354,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,43,1
democrat,n,y,y,n,n,n,y,y,?,y,n,n,y,n,y,y,243,1
democrat,y,n,y,n,n,y,y,y,y,y,n,n,y,n,n,y,360,1
