Class Name,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,sampleNum,set
republican,n,n,n,y,y,y,y,n,n,y,n,n,n,y,y,y,239,2
republican,n,n,n,y,n,y,y,?,y,n,n,y,y,y,n,y,240,2
republican,y,n,n,y,y,y,n,n,n,y,n,?,y,y,n,n,282,2
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,?,1,2
republican,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,248,2
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,158,2
republican,n,y,n,y,y,y,y,y,n,n,y,y,y,y,y,y,314,2
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,y,278,2
republican,y,n,n,y,y,n,y,n,n,y,n,n,n,y,y,y,274,2
republican,n,n,n,y,y,y,n,n,n,y,n,y,n,y,n,y,206,2
republican,n,y,n,y,y,n,n,n,n,n,?,?,y,y,n,n,10,2
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,233,2
republican,n,y,y,y,y,y,y,n,y,y,n,y,y,y,n,y,229,2
republican,y,y,y,y,y,y,y,y,n,y,n,n,y,y,n,y,420,2
republican,n,n,n,y,y,n,y,y,y,y,n,y,y,y,n,y,300,2
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,y,n,276,2
republican,y,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n,339,2
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,38,2
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,y,82,2
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,n,84,2
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,217,2
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,?,134,2
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,n,126,2
republican,n,?,n,y,y,y,n,n,n,n,y,y,y,y,n,y,432,2
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,n,55,2
republican,?,n,y,y,n,y,y,y,y,y,n,y,n,y,n,y,402,2
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,374,2
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,106,2
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,y,148,2
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,327,2
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,305,2
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,y,125,2
republican,n,y,y,y,y,y,y,y,y,n,n,y,y,y,n,y,349,2
republican,n,y,n,y,y,y,n,n,n,n,n,y,?,?,n,?,14,2
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,?,59,2
republican,n,y,y,y,y,y,n,n,n,y,n,y,y,y,n,y,313,2
republican,n,n,n,y,y,n,n,n,n,y,n,y,y,y,n,n,79,2
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,357,2
republican,n,y,n,y,y,y,n,?,n,y,n,y,y,y,n,?,191,2
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,y,225,2
democrat,y,y,y,n,y,y,n,y,y,y,y,n,n,n,n,y,383,2
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,?,62,2
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,331,2
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,y,n,y,280,2
democrat,n,n,y,n,n,y,y,y,y,n,y,n,n,n,y,y,422,2
democrat,y,y,y,n,n,n,y,y,n,y,n,n,n,n,n,y,418,2
democrat,y,n,n,n,n,n,y,y,y,y,n,n,n,n,y,y,317,2
democrat,y,?,y,n,n,n,y,y,y,n,?,n,n,n,y,?,218,2
democrat,y,n,y,n,n,y,y,y,y,y,n,y,n,y,n,?,80,2
democrat,y,n,y,n,y,y,n,n,n,n,n,n,n,n,n,y,94,2
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,109,2
democrat,y,y,y,n,n,n,y,y,y,y,y,n,n,n,n,y,209,2
democrat,n,y,y,n,y,y,n,y,n,n,n,n,n,n,n,y,398,2
democrat,y,n,n,n,y,y,n,n,n,n,y,y,n,y,n,y,100,2
democrat,y,n,y,n,n,n,y,y,y,y,y,n,n,y,y,y,241,2
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,y,y,y,338,2
democrat,n,y,y,n,y,y,y,y,n,n,y,n,y,n,y,y,421,2
democrat,y,y,y,n,?,y,n,?,n,n,y,n,y,y,n,?,322,2
democrat,y,y,y,n,n,n,y,y,y,y,y,n,y,n,n,y,417,2
democrat,n,y,y,n,n,n,y,y,n,n,y,n,n,n,y,?,232,2
democrat,n,y,n,y,y,y,n,n,n,n,y,y,n,y,n,n,375,2
democrat,y,n,y,n,n,y,y,y,y,n,n,n,n,n,y,y,139,2
democrat,n,n,y,n,n,y,n,y,y,y,n,n,n,y,n,y,131,2
democrat,y,n,y,n,n,y,y,y,n,y,y,n,y,y,y,y,292,2
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,431,2
democrat,y,y,y,n,n,n,y,y,y,y,n,n,y,n,y,y,32,2
democrat,n,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y,258,2
democrat,n,y,y,n,n,y,y,y,n,y,n,n,n,n,y,y,368,2
democrat,?,?,n,n,?,y,?,n,n,n,y,y,n,y,n,?,390,2
democrat,?,?,y,n,n,n,y,y,?,n,?,?,?,?,?,?,129,2
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,179,2
democrat,y,y,y,n,n,n,y,y,y,y,n,n,y,n,n,y,321,2
democrat,y,?,y,n,?,?,y,y,y,n,n,n,n,n,y,?,130,2
democrat,y,n,y,n,n,y,y,y,y,y,y,n,n,y,y,y,74,2
democrat,n,n,y,n,n,n,y,y,y,y,y,n,?,n,y,?,198,2
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,27,2
democrat,y,y,y,n,n,n,y,y,y,n,?,n,n,n,n,?,40,2
democrat,y,n,y,n,n,n,n,y,y,y,n,n,n,n,y,y,244,2
democrat,n,y,y,n,n,n,y,y,y,y,n,n,n,n,y,y,175,2
democrat,n,y,y,n,y,y,n,n,n,y,y,y,y,y,n,?,76,2
democrat,n,y,y,n,n,n,n,y,y,y,y,n,n,n,y,y,118,2
democrat,y,y,y,n,y,y,n,n,?,y,n,n,n,y,y,?,216,2
democrat,y,y,y,n,n,y,y,y,y,y,n,n,n,n,n,y,98,2
democrat,n,y,y,n,n,y,y,y,y,y,n,n,y,y,y,y,299,2
democrat,n,n,y,n,y,y,n,n,n,n,?,n,y,y,n,n,275,2
democrat,y,y,n,n,y,?,n,n,n,n,y,n,y,y,n,y,397,2
democrat,n,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,77,2
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,?,31,2
democrat,y,y,?,?,?,y,n,n,n,n,y,n,y,n,n,y,394,2
democrat,y,y,n,n,y,y,n,n,n,n,y,y,y,y,y,n,385,2
democrat,n,n,y,n,n,y,y,y,n,n,y,n,n,y,?,y,336,2
democrat,n,y,y,n,n,y,n,y,y,y,n,n,y,y,n,y,320,2
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,24,2
democrat,y,n,y,n,y,y,y,n,y,y,n,n,y,y,n,?,361,2
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,193,2
democrat,n,n,y,n,n,y,y,y,y,y,n,n,n,y,?,y,145,2
democrat,y,y,y,n,y,y,n,y,n,y,y,n,y,y,n,?,289,2
democrat,n,y,y,n,n,n,n,y,y,n,y,n,n,y,y,y,219,2
democrat,?,?,?,n,n,n,y,y,y,y,n,n,y,n,y,y,428,2
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,n,y,42,2
democrat,n,n,y,n,n,y,y,y,y,y,n,n,y,n,n,y,311,2
democrat,n,y,n,y,y,y,n,n,n,n,n,n,?,y,y,y,6,2
democrat,n,n,?,n,n,y,y,y,y,n,n,n,n,n,y,y,301,2
democrat,y,n,y,n,n,y,n,y,?,y,y,y,?,n,n,y,16,2
democrat,n,n,y,n,n,y,y,y,y,n,y,y,n,y,y,?,196,2
democrat,?,n,y,n,n,n,y,y,y,y,y,?,n,n,y,?,178,2
democrat,n,y,y,y,y,y,n,n,n,y,y,n,y,y,n,n,75,2
democrat,y,n,y,n,n,n,y,y,y,y,n,n,?,n,y,y,262,2
democrat,y,y,y,n,y,y,n,y,n,y,y,n,y,y,y,y,288,2
democrat,y,n,y,n,n,n,y,y,?,y,y,y,n,y,n,y,81,2
democrat,n,n,y,n,n,y,y,y,y,n,n,n,n,n,y,y,210,2
democrat,n,y,y,n,n,n,y,y,y,y,n,n,?,n,y,y,172,2
democrat,y,n,y,n,n,y,y,y,y,n,n,n,n,y,n,?,307,2
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,265,2
democrat,y,y,n,n,n,n,n,y,y,n,y,n,n,n,y,n,391,2
democrat,n,y,y,n,n,y,y,y,n,y,y,n,y,y,n,?,294,2
democrat,n,n,y,n,n,y,y,y,y,y,n,y,n,n,n,y,205,2
democrat,n,y,y,?,y,y,n,y,n,y,?,n,y,y,?,y,373,2
democrat,n,n,y,n,n,y,y,y,y,y,y,n,y,y,n,y,153,2
democrat,y,n,y,n,n,n,y,y,?,n,y,n,n,n,y,y,249,2
democrat,n,y,y,n,n,y,y,y,?,y,n,n,n,n,n,y,415,2
democrat,n,?,y,n,n,y,y,y,y,y,n,n,n,y,y,y,137,2
democrat,y,n,y,n,n,n,y,y,y,n,n,n,y,n,y,?,70,2
democrat,n,n,y,n,n,y,y,?,y,y,y,n,n,n,y,y,194,2
democrat,y,y,y,n,n,y,y,y,?,y,y,?,n,n,y,?,13,2
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,y,182,2
democrat,n,?,y,n,y,y,n,y,n,n,y,n,n,n,n,?,386,2
democrat,n,?,y,?,n,y,y,y,y,y,y,n,?,?,y,y,341,2
democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,344,2
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,333,2
democrat,y,n,n,n,y,y,?,n,?,n,n,n,n,y,?,n,103,2
democrat,y,n,y,n,n,y,y,y,y,y,n,?,n,y,n,y,291,2
democrat,n,y,n,n,y,y,n,n,n,y,y,n,y,y,n,n,365,2
democrat,n,y,y,n,n,y,n,y,y,y,y,n,y,n,y,y,152,2
democrat,n,n,y,n,y,y,n,n,n,y,y,y,y,y,n,y,85,2
democrat,y,n,y,n,n,n,y,y,y,y,y,n,n,y,n,y,169,2
democrat,n,y,y,y,y,y,n,n,n,n,y,y,?,y,n,n,372,2
democrat,n,n,n,n,n,y,n,y,y,n,y,y,y,y,y,n,316,2
democrat,n,n,y,n,n,y,y,y,y,n,y,n,n,y,y,y,226,2
democrat,n,y,y,n,n,n,y,y,y,n,n,n,y,n,?,?,12,2
democrat,n,n,y,n,n,y,?,y,?,y,y,y,n,y,y,?,286,2
democrat,y,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,245,2
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,?,272,2
democrat,n,n,y,n,n,n,y,y,y,n,n,?,n,n,y,y,208,2
democrat,y,y,y,n,n,n,y,y,y,n,y,?,n,n,n,y,64,2
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,n,?,44,2
democrat,y,y,y,n,y,y,n,n,n,n,y,?,y,y,y,y,4,2
