Class Name,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,sampleNum,set
democrat,n,y,y,n,n,y,y,y,y,n,?,n,n,n,n,y,271,1
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,110,1
democrat,y,n,y,n,y,y,y,n,?,n,y,n,y,y,y,?,102,1
democrat,n,n,y,n,n,n,y,y,y,y,n,n,y,n,y,y,149,1
democrat,n,n,y,n,n,y,y,y,y,y,y,n,n,n,?,y,284,1
democrat,y,n,y,n,n,n,?,y,y,?,n,n,n,n,y,?,170,1
democrat,y,y,y,n,n,?,y,y,y,y,n,n,n,n,y,?,60,1
democrat,n,y,y,n,y,y,n,n,n,n,n,n,y,y,y,y,5,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,?,?,y,y,21,1
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,y,y,y,200,1
democrat,n,n,y,n,n,n,y,y,n,y,y,n,n,n,y,?,425,1
democrat,y,n,y,n,n,n,y,y,y,n,y,n,n,n,y,?,332,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,187,1
democrat,?,?,y,n,n,n,y,y,y,?,?,n,n,n,?,?,180,1
democrat,?,?,?,?,n,y,y,y,y,y,?,n,y,y,n,?,104,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,y,y,201,1
democrat,y,n,y,n,n,n,y,y,?,n,n,n,n,n,n,?,47,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,260,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,337,1
democrat,y,y,y,n,n,y,y,y,y,y,y,n,y,y,y,y,293,1
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,114,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,?,72,1
democrat,y,n,y,n,n,y,y,y,n,n,n,y,y,n,n,y,237,1
democrat,y,n,y,n,n,n,y,n,y,y,y,n,n,n,y,y,93,1
democrat,y,y,n,y,y,y,n,n,n,n,y,n,y,y,n,?,382,1
democrat,n,y,y,n,n,y,y,y,y,y,y,n,y,n,y,?,165,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,?,?,9,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,y,46,1
democrat,n,?,y,n,n,y,n,y,n,y,y,n,n,n,y,y,128,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,19,1
democrat,y,y,y,n,y,y,n,n,n,y,y,n,y,y,n,y,78,1
democrat,n,y,y,n,n,y,y,y,?,n,y,y,n,n,y,y,334,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,254,1
democrat,n,n,y,n,n,y,y,y,y,y,n,y,n,y,y,?,234,1
democrat,n,y,y,n,n,y,y,y,y,y,n,?,n,n,y,y,354,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,90,1
democrat,y,y,y,n,?,y,y,y,n,y,?,?,n,n,y,y,370,1
democrat,y,y,?,y,y,y,n,n,y,n,y,?,y,y,n,n,151,1
democrat,n,y,y,n,?,y,n,n,n,n,y,n,y,n,n,y,3,1
democrat,y,n,y,n,?,n,y,y,y,y,n,y,n,?,y,y,429,1
democrat,y,y,y,n,n,y,?,y,n,n,y,y,n,y,n,?,54,1
democrat,n,n,n,n,n,y,y,y,y,n,y,n,n,y,y,y,192,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,n,y,269,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,29,1
democrat,n,y,n,n,y,y,n,n,?,n,n,y,y,y,n,y,325,1
democrat,n,y,y,n,n,y,n,y,y,n,y,n,?,?,?,?,157,1
democrat,y,y,y,n,y,y,y,y,y,y,y,n,y,y,n,?,381,1
democrat,y,n,y,n,n,y,y,y,y,n,n,y,?,y,y,y,408,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,50,1
democrat,n,n,y,n,n,n,y,y,y,y,y,?,n,n,y,y,177,1
democrat,y,n,y,n,y,y,n,?,?,n,y,?,?,?,y,y,95,1
democrat,n,y,y,n,n,y,y,y,y,n,y,n,n,y,y,y,423,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,268,1
democrat,y,y,y,n,n,y,y,y,y,y,y,y,y,n,n,y,362,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,?,y,227,1
democrat,y,n,y,n,n,y,y,y,y,y,n,n,y,n,n,y,360,1
democrat,y,y,y,n,n,n,n,y,y,n,y,n,n,n,y,y,105,1
democrat,n,y,n,y,n,y,y,y,y,n,y,n,y,n,y,?,352,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,43,1
democrat,y,y,y,?,n,n,n,y,n,n,y,?,n,n,y,y,395,1
democrat,n,?,y,n,n,n,y,y,y,n,n,n,n,n,y,y,124,1
democrat,y,n,y,n,n,y,y,y,y,y,y,n,n,n,y,y,202,1
democrat,y,y,y,n,y,y,n,y,?,y,n,n,y,y,n,?,323,1
democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,184,1
democrat,y,y,y,n,y,y,y,y,n,y,y,n,n,n,y,?,367,1
democrat,n,?,y,n,n,n,y,y,y,y,y,n,n,y,y,y,127,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,203,1
democrat,y,?,y,n,n,n,y,y,y,n,y,n,n,n,y,y,376,1
democrat,y,n,n,n,n,y,y,y,y,y,n,n,n,y,y,y,309,1
democrat,y,?,y,n,n,y,y,y,y,y,n,n,n,n,y,?,329,1
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,174,1
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,108,1
democrat,n,y,y,n,n,n,y,y,?,y,n,n,y,n,y,y,243,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,426,1
democrat,y,y,y,n,n,n,y,y,n,n,n,n,n,y,n,y,48,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,?,?,52,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,189,1
democrat,y,y,y,n,n,y,y,y,y,y,y,y,y,y,n,?,358,1
democrat,y,y,y,n,n,?,y,y,n,n,y,n,n,n,y,y,20,1
democrat,n,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y,212,1
democrat,n,n,n,n,y,y,n,n,n,y,y,y,y,y,n,y,173,1
democrat,n,y,y,n,y,y,y,n,n,n,y,y,y,y,n,y,162,1
democrat,y,n,y,n,n,n,y,y,y,y,y,n,y,n,y,y,39,1
democrat,y,n,y,n,n,?,y,y,y,n,?,?,n,?,?,?,261,1
democrat,n,n,?,n,y,y,n,n,n,n,y,y,y,y,n,y,96,1
democrat,n,n,y,n,n,y,y,y,y,y,y,n,n,n,y,y,285,1
democrat,y,n,y,n,n,n,y,y,n,y,y,n,n,n,n,?,366,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,y,419,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,y,y,23,1
democrat,y,y,y,n,n,y,?,y,y,n,y,n,y,n,y,y,380,1
