buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,set
med,vhigh,4,2,small,med,unacc,919,2
low,high,5more,4,big,low,unacc,1500,2
vhigh,vhigh,2,2,small,low,unacc,0,2
med,high,3,2,small,low,unacc,999,2
low,vhigh,3,2,big,high,unacc,1331,2
med,high,3,2,small,med,unacc,1000,2
low,vhigh,5more,2,small,med,unacc,1378,2
vhigh,low,3,2,big,med,unacc,358,2
vhigh,low,2,more,big,low,unacc,348,2
low,med,5more,2,med,low,unacc,1596,2
vhigh,vhigh,2,more,small,high,unacc,20,2
high,vhigh,5more,more,big,high,unacc,539,2
low,med,5more,more,big,low,unacc,1617,2
med,vhigh,3,4,big,low,unacc,906,2
vhigh,med,3,4,small,low,unacc,252,2
high,low,5more,2,small,high,unacc,839,2
high,med,3,2,big,low,unacc,681,2
low,low,4,more,big,low,unacc,1698,2
vhigh,med,5more,4,small,low,unacc,306,2
high,high,3,more,big,low,unacc,591,2
med,high,5more,2,small,med,unacc,1054,2
med,high,2,2,small,high,unacc,974,2
med,vhigh,3,2,big,high,unacc,899,2
vhigh,high,5more,4,small,high,unacc,200,2
low,low,5more,2,big,low,unacc,1707,2
med,med,3,2,big,high,unacc,1115,2
med,med,3,2,big,med,unacc,1114,2
med,vhigh,3,more,small,med,unacc,910,2
vhigh,low,3,2,small,high,unacc,353,2
low,med,3,2,small,med,unacc,1540,2
vhigh,vhigh,2,4,big,low,unacc,15,2
vhigh,low,5more,2,small,med,unacc,406,2
med,high,5more,2,big,med,unacc,1060,2
low,low,2,more,med,low,unacc,1641,2
vhigh,vhigh,4,more,small,high,unacc,74,2
high,low,3,2,med,low,unacc,786,2
low,vhigh,4,more,small,med,unacc,1369,2
med,vhigh,3,2,med,med,unacc,895,2
high,low,5more,more,small,low,unacc,855,2
high,vhigh,4,more,med,med,unacc,508,2
low,high,4,2,med,low,unacc,1461,2
vhigh,vhigh,4,2,big,med,unacc,61,2
low,high,2,2,small,med,unacc,1405,2
high,vhigh,4,2,med,high,unacc,491,2
med,med,2,2,med,med,unacc,1084,2
high,high,3,more,small,low,unacc,585,2
high,high,3,2,small,high,unacc,569,2
high,vhigh,4,4,big,high,unacc,503,2
vhigh,med,5more,4,big,low,unacc,312,2
high,med,3,more,big,low,unacc,699,2
med,low,3,2,small,high,unacc,1217,2
vhigh,med,2,4,small,med,unacc,226,2
med,high,5more,4,small,low,unacc,1062,2
vhigh,high,5more,4,med,high,unacc,203,2
vhigh,low,3,2,small,low,unacc,351,2
high,med,2,more,small,med,unacc,667,2
med,vhigh,5more,4,small,med,unacc,955,2
high,high,3,4,small,med,unacc,577,2
low,med,5more,more,med,low,unacc,1614,2
high,high,4,4,med,low,unacc,606,2
high,low,2,2,big,high,unacc,764,2
high,low,3,4,med,low,unacc,795,2
low,med,3,2,big,med,unacc,1546,2
vhigh,vhigh,3,2,big,low,unacc,33,2
med,high,4,more,small,low,unacc,1044,2
med,med,2,4,small,low,unacc,1089,2
high,med,5more,2,med,med,unacc,733,2
high,med,3,2,big,high,unacc,683,2
vhigh,vhigh,4,more,big,low,unacc,78,2
high,high,4,more,small,med,unacc,613,2
vhigh,vhigh,5more,more,small,med,unacc,100,2
high,med,5more,4,small,med,unacc,739,2
vhigh,vhigh,2,more,med,high,unacc,23,2
vhigh,med,2,2,small,low,unacc,216,2
vhigh,low,4,2,med,med,unacc,382,2
high,low,5more,2,big,high,unacc,845,2
med,high,4,more,big,low,unacc,1050,2
low,med,4,2,small,med,unacc,1567,2
high,vhigh,4,2,small,med,unacc,487,2
high,high,2,4,small,med,unacc,550,2
vhigh,low,4,4,small,low,unacc,387,2
med,low,4,2,small,med,unacc,1243,2
med,high,5more,4,big,low,unacc,1068,2
low,med,3,2,med,high,unacc,1544,2
low,low,4,2,small,high,unacc,1676,2
vhigh,med,2,more,med,low,unacc,237,2
high,low,3,2,small,high,unacc,785,2
low,low,2,2,big,med,unacc,1627,2
high,med,2,2,small,low,unacc,648,2
low,low,5more,2,small,low,unacc,1701,2
low,med,2,more,small,low,unacc,1530,2
low,med,2,4,small,low,unacc,1521,2
med,high,2,2,big,high,unacc,980,2
low,high,2,more,small,low,unacc,1422,2
med,med,2,2,big,low,unacc,1086,2
vhigh,med,2,more,small,med,unacc,235,2
low,vhigh,2,4,med,low,unacc,1308,2
med,med,4,2,big,high,unacc,1142,2
low,vhigh,4,4,small,med,unacc,1360,2
high,med,3,2,big,med,unacc,682,2
low,vhigh,5more,2,small,low,unacc,1377,2
high,low,5more,4,small,low,unacc,846,2
vhigh,vhigh,4,more,med,high,unacc,77,2
high,high,2,2,small,med,unacc,541,2
low,low,3,4,small,low,unacc,1656,2
low,high,3,4,med,low,unacc,1443,2
low,high,2,2,small,high,unacc,1406,2
vhigh,med,2,4,med,low,unacc,228,2
high,med,2,more,med,low,unacc,669,2
vhigh,med,3,2,med,med,unacc,247,2
high,vhigh,5more,more,big,med,unacc,538,2
high,vhigh,3,more,med,high,unacc,482,2
med,vhigh,4,2,big,med,unacc,925,2
vhigh,med,3,more,small,low,unacc,261,2
high,high,5more,2,med,low,unacc,624,2
med,med,2,2,big,med,unacc,1087,2
vhigh,vhigh,3,more,med,high,unacc,50,2
high,vhigh,3,4,big,med,unacc,475,2
med,low,5more,2,small,high,unacc,1271,2
vhigh,low,2,2,med,med,unacc,328,2
vhigh,low,2,4,small,med,unacc,334,2
vhigh,vhigh,3,more,med,med,unacc,49,2
vhigh,high,2,more,big,high,unacc,134,2
high,vhigh,3,4,med,med,unacc,472,2
med,high,2,2,med,high,unacc,977,2
vhigh,high,3,more,big,med,unacc,160,2
vhigh,high,4,4,small,low,unacc,171,2
vhigh,vhigh,4,2,small,med,unacc,55,2
low,low,2,more,small,med,unacc,1639,2
high,low,4,2,med,low,unacc,813,2
low,med,4,2,med,high,unacc,1571,2
vhigh,low,4,2,small,low,unacc,378,2
med,high,5more,4,med,low,unacc,1065,2
vhigh,low,5more,2,small,low,unacc,405,2
low,vhigh,4,more,small,low,unacc,1368,2
high,med,3,2,med,high,unacc,680,2
high,med,3,more,med,low,unacc,696,2
med,vhigh,4,2,small,low,unacc,918,2
vhigh,high,3,2,med,low,unacc,138,2
vhigh,high,3,more,med,med,unacc,157,2
high,med,3,4,med,low,unacc,687,2
med,vhigh,5more,2,small,low,unacc,945,2
high,vhigh,5more,2,big,low,unacc,519,2
high,low,2,more,med,low,unacc,777,2
med,med,3,2,med,med,unacc,1111,2
med,med,5more,2,small,low,unacc,1161,2
vhigh,high,2,4,small,low,unacc,117,2
med,low,3,2,small,low,unacc,1215,2
med,med,2,4,big,low,unacc,1095,2
vhigh,vhigh,5more,2,med,med,unacc,85,2
low,med,2,2,small,high,unacc,1514,2
low,vhigh,2,more,small,high,unacc,1316,2
vhigh,vhigh,3,more,big,high,unacc,53,2
high,vhigh,2,4,med,low,unacc,444,2
vhigh,high,4,4,small,high,unacc,173,2
low,high,5more,4,small,low,unacc,1494,2
high,low,2,2,med,low,unacc,759,2
low,vhigh,3,2,med,high,unacc,1328,2
high,vhigh,2,more,big,low,unacc,456,2
low,low,3,2,big,low,unacc,1653,2
vhigh,med,4,2,small,low,unacc,270,2
low,med,4,more,small,low,unacc,1584,2
low,vhigh,4,2,big,med,unacc,1357,2
low,vhigh,3,more,small,med,unacc,1342,2
med,med,3,more,med,low,unacc,1128,2
med,low,2,2,big,med,unacc,1195,2
vhigh,vhigh,5more,2,med,high,unacc,86,2
med,high,3,2,big,low,unacc,1005,2
low,med,2,2,big,high,unacc,1520,2
low,vhigh,2,2,small,low,unacc,1296,2
high,med,3,4,big,low,unacc,690,2
vhigh,vhigh,5more,4,big,low,unacc,96,2
med,low,5more,4,small,low,unacc,1278,2
high,high,4,4,small,med,unacc,604,2
high,med,3,more,small,med,unacc,694,2
vhigh,low,2,2,med,low,unacc,327,2
med,high,5more,2,med,high,unacc,1058,2
med,vhigh,2,more,small,med,unacc,883,2
vhigh,high,5more,2,big,low,unacc,195,2
high,vhigh,3,2,small,high,unacc,461,2
vhigh,vhigh,2,4,big,med,unacc,16,2
high,high,3,2,big,high,unacc,575,2
high,vhigh,3,4,small,high,unacc,470,2
high,high,3,4,med,low,unacc,579,2
vhigh,vhigh,5more,more,small,low,unacc,99,2
vhigh,low,4,4,big,low,unacc,393,2
high,med,2,2,small,high,unacc,650,2
low,med,3,more,med,low,unacc,1560,2
vhigh,med,5more,2,small,med,unacc,298,2
med,vhigh,5more,4,med,low,unacc,957,2
high,low,5more,more,small,med,unacc,856,2
med,med,5more,more,med,low,unacc,1182,2
low,vhigh,4,2,small,low,unacc,1350,2
vhigh,vhigh,2,4,small,low,unacc,9,2
vhigh,vhigh,4,more,med,low,unacc,75,2
med,med,3,more,big,low,unacc,1131,2
vhigh,low,5more,4,med,low,unacc,417,2
vhigh,high,4,more,med,low,unacc,183,2
med,high,4,4,small,low,unacc,1035,2
low,med,5more,4,small,low,unacc,1602,2
high,med,2,2,med,high,unacc,653,2
med,med,3,2,big,low,unacc,1113,2
high,vhigh,4,4,med,low,unacc,498,2
low,high,4,2,big,low,unacc,1464,2
low,low,3,more,med,low,unacc,1668,2
high,vhigh,4,more,big,low,unacc,510,2
med,low,3,2,big,low,unacc,1221,2
vhigh,high,5more,2,big,high,unacc,197,2
low,vhigh,5more,2,med,low,unacc,1380,2
vhigh,vhigh,4,2,small,low,unacc,54,2
low,med,5more,2,med,med,unacc,1597,2
med,high,5more,more,small,med,unacc,1072,2
vhigh,high,2,4,med,med,unacc,121,2
vhigh,vhigh,5more,2,big,high,unacc,89,2
vhigh,low,4,2,big,med,unacc,385,2
high,low,2,2,small,med,unacc,757,2
vhigh,vhigh,4,4,med,high,unacc,68,2
low,med,3,2,med,low,unacc,1542,2
med,vhigh,2,2,med,med,unacc,868,2
low,low,4,2,med,med,unacc,1678,2
high,high,2,2,big,low,unacc,546,2
high,high,3,4,big,low,unacc,582,2
vhigh,vhigh,2,more,big,high,unacc,26,2
med,high,2,2,med,low,unacc,975,2
med,high,3,2,med,high,unacc,1004,2
low,vhigh,2,more,small,med,unacc,1315,2
med,med,2,more,small,low,unacc,1098,2
vhigh,high,3,more,small,high,unacc,155,2
vhigh,vhigh,4,more,big,high,unacc,80,2
vhigh,low,5more,more,big,low,unacc,429,2
vhigh,low,3,2,med,med,unacc,355,2
vhigh,high,5more,4,med,med,unacc,202,2
low,vhigh,3,2,big,low,unacc,1329,2
high,vhigh,3,2,big,low,unacc,465,2
low,low,5more,2,big,high,unacc,1709,2
low,med,5more,more,small,low,unacc,1611,2
vhigh,med,2,2,big,med,unacc,223,2
vhigh,med,2,2,med,low,unacc,219,2
low,low,4,2,med,low,unacc,1677,2
high,vhigh,5more,4,small,high,unacc,524,2
med,vhigh,2,more,med,low,unacc,885,2
high,low,4,4,small,low,unacc,819,2
low,high,5more,2,big,low,unacc,1491,2
low,low,3,more,big,low,unacc,1671,2
low,low,2,4,big,low,unacc,1635,2
med,vhigh,3,2,small,med,unacc,892,2
vhigh,high,3,2,med,high,unacc,140,2
vhigh,med,3,4,small,med,unacc,253,2
low,vhigh,5more,more,big,low,unacc,1401,2
high,high,3,2,small,med,unacc,568,2
med,high,2,2,small,med,unacc,973,2
high,low,3,2,big,high,unacc,791,2
high,low,3,2,small,med,unacc,784,2
med,vhigh,2,more,small,high,unacc,884,2
med,med,4,2,med,low,unacc,1137,2
vhigh,low,5more,2,med,high,unacc,410,2
low,vhigh,2,2,med,high,unacc,1301,2
low,vhigh,3,more,big,low,unacc,1347,2
vhigh,vhigh,3,2,big,high,unacc,35,2
high,high,5more,more,small,med,unacc,640,2
high,low,4,2,med,high,unacc,815,2
high,med,4,2,big,high,unacc,710,2
low,low,3,2,med,med,unacc,1651,2
high,high,2,2,big,med,unacc,547,2
med,low,5more,2,med,med,unacc,1273,2
med,low,3,2,med,med,unacc,1219,2
low,med,4,2,med,med,unacc,1570,2
vhigh,vhigh,3,more,big,med,unacc,52,2
vhigh,low,5more,2,big,med,unacc,412,2
vhigh,vhigh,5more,more,small,high,unacc,101,2
low,high,3,2,med,high,unacc,1436,2
low,high,2,2,big,low,unacc,1410,2
vhigh,low,2,2,big,high,unacc,332,2
vhigh,low,2,4,big,low,unacc,339,2
high,high,2,4,big,low,unacc,555,2
low,low,3,2,big,med,unacc,1654,2
vhigh,vhigh,2,more,med,med,unacc,22,2
high,vhigh,4,4,big,low,unacc,501,2
low,med,5more,2,small,med,unacc,1594,2
med,med,5more,2,big,high,unacc,1169,2
low,vhigh,4,2,small,high,unacc,1352,2
low,low,4,2,big,high,unacc,1682,2
med,med,3,2,small,high,unacc,1109,2
vhigh,med,4,2,big,med,unacc,277,2
high,vhigh,4,2,med,low,unacc,489,2
vhigh,high,5more,more,big,med,unacc,214,2
low,high,4,2,small,high,unacc,1460,2
vhigh,high,3,4,big,low,unacc,150,2
med,med,2,2,small,med,unacc,1081,2
med,low,4,2,big,low,unacc,1248,2
med,vhigh,3,2,small,high,unacc,893,2
vhigh,vhigh,5more,4,med,low,unacc,93,2
high,low,5more,2,big,low,unacc,843,2
high,med,5more,2,med,high,unacc,734,2
vhigh,high,3,4,small,med,unacc,145,2
high,vhigh,5more,4,med,med,unacc,526,2
low,high,2,more,small,med,unacc,1423,2
vhigh,high,5more,2,big,med,unacc,196,2
vhigh,high,3,2,med,med,unacc,139,2
low,vhigh,5more,2,big,med,unacc,1384,2
med,high,3,4,small,low,unacc,1008,2
high,vhigh,5more,4,med,high,unacc,527,2
high,vhigh,5more,more,med,med,unacc,535,2
high,high,3,2,med,med,unacc,571,2
high,high,2,2,small,high,unacc,542,2
med,high,2,4,big,low,unacc,987,2
low,vhigh,2,2,big,high,unacc,1304,2
med,vhigh,5more,4,small,low,unacc,954,2
high,vhigh,3,2,small,med,unacc,460,2
med,med,4,4,small,low,unacc,1143,2
vhigh,high,5more,2,med,high,unacc,194,2
med,med,5more,4,big,low,unacc,1176,2
high,vhigh,4,2,big,low,unacc,492,2
low,vhigh,2,4,small,low,unacc,1305,2
vhigh,vhigh,5more,4,big,high,unacc,98,2
vhigh,med,4,2,med,low,unacc,273,2
med,low,4,4,small,low,unacc,1251,2
med,low,5more,more,big,low,unacc,1293,2
vhigh,med,4,2,med,high,unacc,275,2
low,low,4,2,med,high,unacc,1679,2
med,med,5more,2,small,med,unacc,1162,2
med,med,5more,more,big,low,unacc,1185,2
high,vhigh,4,more,small,med,unacc,505,2
med,med,2,more,small,high,unacc,1100,2
high,vhigh,3,4,big,high,unacc,476,2
vhigh,vhigh,2,more,big,low,unacc,24,2
low,vhigh,3,4,small,low,unacc,1332,2
high,med,2,2,med,low,unacc,651,2
vhigh,high,3,more,small,low,unacc,153,2
med,med,5more,2,big,low,unacc,1167,2
med,vhigh,2,4,med,low,unacc,876,2
vhigh,high,2,4,big,low,unacc,123,2
vhigh,vhigh,5more,2,small,low,unacc,81,2
med,high,3,4,big,low,unacc,1014,2
med,med,4,2,big,med,unacc,1141,2
vhigh,high,5more,2,med,low,unacc,192,2
vhigh,high,4,more,small,high,unacc,182,2
low,vhigh,3,4,med,med,unacc,1336,2
low,low,5more,2,med,low,unacc,1704,2
high,med,5more,2,small,low,unacc,729,2
low,low,2,2,med,low,unacc,1623,2
low,high,3,2,small,high,unacc,1433,2
med,med,4,2,med,high,unacc,1139,2
vhigh,med,3,more,small,med,unacc,262,2
vhigh,high,3,more,big,low,unacc,159,2
med,vhigh,4,more,small,low,unacc,936,2
vhigh,low,4,2,big,low,unacc,384,2
low,low,2,2,med,med,unacc,1624,2
low,vhigh,4,2,big,high,unacc,1358,2
med,high,2,4,med,med,unacc,985,2
low,high,3,2,big,low,unacc,1437,2
low,low,3,more,small,low,unacc,1665,2
med,low,2,2,big,high,unacc,1196,2
vhigh,vhigh,5more,2,med,low,unacc,84,2
vhigh,med,4,2,small,high,unacc,272,2
vhigh,low,4,4,med,low,unacc,390,2
high,med,5more,4,med,low,unacc,741,2
med,low,5more,2,med,low,unacc,1272,2
vhigh,med,2,4,big,low,unacc,231,2
low,low,4,4,small,low,unacc,1683,2
vhigh,high,2,4,med,low,unacc,120,2
high,vhigh,4,more,med,high,unacc,509,2
high,high,5more,2,big,high,unacc,629,2
high,low,2,2,small,low,unacc,756,2
med,vhigh,5more,4,big,low,unacc,960,2
low,med,4,2,big,high,unacc,1574,2
med,med,3,more,small,low,unacc,1125,2
vhigh,med,5more,2,small,high,unacc,299,2
vhigh,low,2,more,small,med,unacc,343,2
low,low,5more,more,big,low,unacc,1725,2
low,high,3,2,med,med,unacc,1435,2
low,vhigh,2,2,small,high,unacc,1298,2
high,vhigh,3,more,med,med,unacc,481,2
med,vhigh,3,more,med,low,unacc,912,2
high,low,3,2,big,low,unacc,789,2
vhigh,vhigh,2,2,big,med,unacc,7,2
med,vhigh,4,4,small,med,unacc,928,2
med,low,2,more,big,low,unacc,1212,2
vhigh,vhigh,2,2,small,high,unacc,2,2
low,vhigh,2,more,med,low,unacc,1317,2
med,high,2,more,big,low,unacc,996,2
high,med,2,4,small,low,unacc,657,2
med,high,3,more,big,low,unacc,1023,2
med,high,2,4,small,med,unacc,982,2
low,vhigh,2,4,big,low,unacc,1311,2
high,high,4,more,small,low,unacc,612,2
med,med,3,4,small,low,unacc,1116,2
low,vhigh,4,2,small,med,unacc,1351,2
med,vhigh,3,2,big,low,unacc,897,2
high,vhigh,5more,2,small,high,unacc,515,2
med,high,4,2,big,low,unacc,1032,2
vhigh,med,5more,2,med,med,unacc,301,2
med,low,5more,2,big,low,unacc,1275,2
high,med,5more,more,med,low,unacc,750,2
high,high,2,4,small,low,unacc,549,2
vhigh,med,2,4,med,med,unacc,229,2
high,low,3,2,med,high,unacc,788,2
high,vhigh,2,4,small,high,unacc,443,2
low,med,4,more,med,low,unacc,1587,2
vhigh,high,2,more,big,low,unacc,132,2
low,low,2,4,small,low,unacc,1629,2
vhigh,med,3,2,small,high,unacc,245,2
vhigh,med,4,2,med,med,unacc,274,2
high,vhigh,5more,more,small,low,unacc,531,2
high,low,4,more,small,med,unacc,829,2
low,med,3,2,big,high,unacc,1547,2
low,vhigh,2,more,med,med,unacc,1318,2
vhigh,low,5more,4,small,low,unacc,414,2
high,vhigh,2,more,med,low,unacc,453,2
vhigh,high,2,more,big,med,unacc,133,2
vhigh,high,5more,more,med,low,unacc,210,2
med,low,4,4,big,low,unacc,1257,2
low,vhigh,5more,2,big,low,unacc,1383,2
low,high,5more,2,small,high,unacc,1487,2
med,low,4,2,small,high,unacc,1244,2
high,vhigh,2,4,big,low,unacc,447,2
vhigh,vhigh,3,more,small,med,unacc,46,2
vhigh,high,4,2,big,med,unacc,169,2
high,low,5more,2,small,low,unacc,837,2
med,low,2,more,small,high,unacc,1208,2
low,med,2,more,med,low,unacc,1533,2
high,vhigh,2,2,med,high,unacc,437,2
med,vhigh,4,4,small,low,unacc,927,2
med,low,2,2,big,low,unacc,1194,2
med,high,4,2,med,low,unacc,1029,2
high,med,3,2,med,low,unacc,678,2
vhigh,high,4,4,med,low,unacc,174,2
low,vhigh,5more,more,small,med,unacc,1396,2
low,med,4,4,med,low,unacc,1578,2
low,vhigh,3,2,small,high,unacc,1325,2
low,low,4,more,small,low,unacc,1692,2
vhigh,vhigh,3,more,med,low,unacc,48,2
low,low,5more,more,small,low,unacc,1719,2
med,med,5more,2,med,low,unacc,1164,2
med,low,2,4,med,med,acc,1201,2
vhigh,low,4,4,small,high,acc,389,2
med,med,5more,more,big,med,acc,1186,2
high,med,4,4,small,high,acc,713,2
vhigh,low,4,4,big,med,acc,394,2
med,vhigh,5more,more,med,high,acc,968,2
med,med,4,more,big,med,acc,1159,2
vhigh,low,2,more,big,high,acc,350,2
low,high,4,4,small,med,acc,1468,2
vhigh,low,2,more,med,high,acc,347,2
med,low,4,4,small,med,acc,1252,2
vhigh,med,5more,4,big,med,acc,313,2
high,low,3,more,small,high,acc,803,2
low,high,3,4,med,high,acc,1445,2
low,high,5more,4,big,med,acc,1501,2
vhigh,med,2,more,med,high,acc,239,2
low,med,5more,more,small,med,acc,1612,2
med,vhigh,4,4,med,high,acc,932,2
med,med,2,4,big,med,acc,1096,2
low,high,5more,more,med,med,acc,1507,2
med,vhigh,5more,4,small,high,acc,956,2
high,med,4,4,med,med,acc,715,2
high,med,4,4,big,med,acc,718,2
med,vhigh,3,4,small,high,acc,902,2
vhigh,low,5more,4,big,high,acc,422,2
high,med,3,more,big,med,acc,700,2
high,low,4,more,big,high,acc,836,2
low,med,3,4,small,med,acc,1549,2
high,low,5more,4,big,med,acc,853,2
low,high,2,4,med,high,acc,1418,2
med,high,5more,more,small,high,acc,1073,2
high,high,2,more,big,med,acc,565,2
med,vhigh,3,4,big,med,acc,907,2
low,vhigh,4,more,med,high,acc,1373,2
low,high,2,more,med,high,acc,1427,2
low,low,3,4,small,med,acc,1657,2
med,med,4,more,med,med,acc,1156,2
med,med,5more,4,med,med,acc,1174,2
high,low,3,more,med,high,acc,806,2
high,low,5more,4,med,med,acc,850,2
low,low,2,more,med,med,acc,1642,2
high,med,5more,4,big,high,acc,746,2
vhigh,med,5more,4,small,high,acc,308,2
vhigh,low,5more,more,small,high,acc,425,2
med,med,3,more,small,med,acc,1126,2
high,med,4,4,big,high,acc,719,2
med,high,2,more,med,high,acc,995,2
med,vhigh,3,more,small,high,acc,911,2
high,low,5more,more,med,high,acc,860,2
low,vhigh,4,4,big,high,acc,1367,2
low,high,5more,4,small,high,acc,1496,2
vhigh,med,3,4,big,med,acc,259,2
vhigh,low,5more,more,med,med,acc,427,2
low,med,2,4,med,med,acc,1525,2
med,vhigh,5more,4,med,high,acc,959,2
med,vhigh,3,more,big,high,acc,917,2
high,med,3,more,med,high,acc,698,2
vhigh,low,3,4,big,high,acc,368,2
high,med,3,4,med,high,acc,689,2
low,high,2,4,big,med,acc,1420,2
low,high,3,4,med,med,acc,1444,2
med,high,2,4,big,med,acc,988,2
med,vhigh,3,more,big,med,acc,916,2
low,high,2,more,med,med,acc,1426,2
high,high,3,more,med,med,acc,589,2
high,low,5more,more,med,med,acc,859,2
high,low,5more,more,big,high,acc,863,2
vhigh,med,3,4,small,high,acc,254,2
low,med,4,4,small,med,acc,1576,2
high,high,3,4,small,high,acc,578,2
high,low,3,more,big,high,acc,809,2
low,vhigh,2,more,big,med,acc,1321,2
med,med,2,4,small,med,acc,1090,2
low,vhigh,5more,more,med,high,acc,1400,2
high,med,4,more,big,high,acc,728,2
vhigh,low,5more,4,small,high,acc,416,2
vhigh,low,5more,more,med,high,acc,428,2
high,med,4,more,small,high,acc,722,2
vhigh,med,2,4,med,high,acc,230,2
med,low,2,more,med,med,acc,1210,2
med,high,5more,4,med,high,acc,1067,2
high,high,4,4,big,high,acc,611,2
high,low,4,4,med,med,acc,823,2
vhigh,med,4,4,big,high,acc,287,2
low,high,4,4,med,med,acc,1471,2
high,med,2,more,big,med,acc,673,2
med,vhigh,3,4,big,high,acc,908,2
med,vhigh,2,4,big,high,acc,881,2
low,high,2,4,small,high,acc,1415,2
low,vhigh,2,4,big,high,acc,1313,2
high,high,2,4,med,high,acc,554,2
low,vhigh,5more,more,big,med,acc,1402,2
vhigh,low,2,4,big,med,acc,340,2
low,high,3,more,small,high,acc,1451,2
low,high,3,4,big,med,acc,1447,2
low,high,4,4,small,high,acc,1469,2
med,med,3,more,small,high,acc,1127,2
vhigh,med,3,4,big,high,acc,260,2
low,med,2,4,small,med,acc,1522,2
vhigh,low,4,more,big,med,acc,403,2
med,vhigh,5more,4,med,med,acc,958,2
low,low,5more,4,small,med,acc,1711,2
med,med,4,4,small,med,acc,1144,2
low,vhigh,5more,4,small,high,acc,1388,2
low,med,3,4,med,med,acc,1552,2
low,high,4,more,big,med,acc,1483,2
med,high,5more,4,small,high,acc,1064,2
low,med,4,more,small,med,acc,1585,2
med,med,4,more,small,high,acc,1154,2
med,med,2,more,big,med,acc,1105,2
med,low,5more,4,small,med,acc,1279,2
med,med,2,4,med,high,acc,1094,2
low,high,5more,more,big,med,acc,1510,2
low,low,2,4,med,med,acc,1633,2
low,vhigh,5more,more,small,high,acc,1397,2
vhigh,med,3,more,big,high,acc,269,2
med,med,2,4,med,med,acc,1093,2
med,high,4,4,small,high,acc,1037,2
med,vhigh,4,4,big,high,acc,935,2
low,vhigh,4,4,med,med,acc,1363,2
low,vhigh,2,4,small,high,acc,1307,2
high,low,2,4,small,high,acc,767,2
med,high,5more,more,big,med,acc,1078,2
high,med,3,more,big,high,acc,701,2
low,high,3,more,small,med,acc,1450,2
med,med,2,more,med,med,acc,1102,2
high,high,5more,4,big,med,acc,637,2
med,vhigh,5more,more,med,med,acc,967,2
high,med,2,more,med,high,acc,671,2
high,low,5more,4,small,high,acc,848,2
med,med,2,more,med,high,acc,1103,2
low,med,3,more,small,med,acc,1558,2
low,vhigh,3,4,small,high,acc,1334,2
low,low,4,more,small,med,acc,1693,2
high,high,4,more,big,high,acc,620,2
med,low,5more,more,small,med,acc,1288,2
high,med,4,more,big,med,acc,727,2
med,high,3,more,med,high,acc,1022,2
high,low,2,more,big,med,acc,781,2
vhigh,low,3,more,med,med,acc,373,2
high,high,2,more,big,high,acc,566,2
high,med,5more,more,big,med,acc,754,2
med,high,4,4,big,med,acc,1042,2
med,high,3,4,big,med,acc,1015,2
high,med,4,more,med,med,acc,724,2
vhigh,med,2,4,small,high,acc,227,2
med,vhigh,2,more,med,high,acc,887,2
med,vhigh,4,4,big,med,acc,934,2
