buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,set
low,vhigh,3,4,small,med,unacc,1333,1
med,med,5more,2,big,low,unacc,1167,1
vhigh,low,5more,2,med,high,unacc,410,1
vhigh,low,4,2,small,med,unacc,379,1
high,vhigh,4,more,small,low,unacc,504,1
low,low,5more,2,small,low,unacc,1701,1
low,high,4,2,med,high,unacc,1463,1
low,vhigh,3,2,big,low,unacc,1329,1
med,med,4,2,small,med,unacc,1135,1
vhigh,high,2,4,small,low,unacc,117,1
low,low,2,2,small,low,unacc,1620,1
vhigh,med,5more,4,small,med,unacc,307,1
vhigh,med,4,2,big,med,unacc,277,1
low,low,2,4,small,low,unacc,1629,1
low,vhigh,2,4,med,med,unacc,1309,1
med,low,2,4,small,low,unacc,1197,1
vhigh,high,2,2,small,med,unacc,109,1
med,low,5more,4,big,low,unacc,1284,1
high,low,2,4,small,med,unacc,766,1
med,high,3,2,big,low,unacc,1005,1
low,high,5more,more,big,low,unacc,1509,1
high,med,2,4,med,med,unacc,661,1
low,med,5more,2,med,med,unacc,1597,1
vhigh,high,4,2,small,high,unacc,164,1
high,vhigh,3,more,med,low,unacc,480,1
low,vhigh,2,2,small,high,unacc,1298,1
vhigh,high,5more,4,small,high,unacc,200,1
low,high,4,4,big,low,unacc,1473,1
med,high,2,2,small,med,unacc,973,1
high,high,5more,more,med,low,unacc,642,1
vhigh,low,3,more,small,med,unacc,370,1
med,low,3,2,big,high,unacc,1223,1
high,low,3,4,med,low,unacc,795,1
vhigh,low,2,4,small,med,unacc,334,1
high,med,4,4,med,low,unacc,714,1
med,vhigh,2,2,big,low,unacc,870,1
high,vhigh,2,4,big,med,unacc,448,1
med,vhigh,5more,2,small,med,unacc,946,1
high,vhigh,2,4,big,high,unacc,449,1
low,vhigh,3,2,big,med,unacc,1330,1
high,low,2,4,med,med,unacc,769,1
med,vhigh,5more,more,small,med,unacc,964,1
vhigh,vhigh,4,4,big,high,unacc,71,1
med,med,5more,2,small,high,unacc,1163,1
vhigh,vhigh,4,more,small,med,unacc,73,1
high,high,5more,2,big,low,unacc,627,1
high,med,5more,4,small,low,unacc,738,1
vhigh,high,5more,2,big,med,unacc,196,1
low,high,5more,4,big,low,unacc,1500,1
low,med,2,more,small,low,unacc,1530,1
low,vhigh,3,4,med,med,unacc,1336,1
vhigh,vhigh,2,4,big,high,unacc,17,1
low,low,5more,2,med,med,unacc,1705,1
vhigh,med,5more,4,med,low,unacc,309,1
vhigh,high,2,2,med,med,unacc,112,1
high,med,3,4,med,low,unacc,687,1
high,high,2,2,big,med,unacc,547,1
vhigh,vhigh,3,more,med,med,unacc,49,1
vhigh,high,2,more,med,med,unacc,130,1
high,med,4,2,big,med,unacc,709,1
vhigh,low,5more,more,big,low,unacc,429,1
low,vhigh,5more,2,big,low,unacc,1383,1
med,low,5more,2,big,med,unacc,1276,1
low,med,5more,2,big,med,unacc,1600,1
med,vhigh,3,2,small,low,unacc,891,1
high,med,5more,2,med,high,unacc,734,1
low,vhigh,4,2,small,low,unacc,1350,1
vhigh,vhigh,5more,4,small,med,unacc,91,1
high,high,5more,2,big,med,unacc,628,1
vhigh,vhigh,5more,2,big,med,unacc,88,1
low,high,3,2,med,med,unacc,1435,1
vhigh,med,5more,2,med,med,unacc,301,1
low,low,2,4,big,low,unacc,1635,1
med,low,2,2,small,low,unacc,1188,1
med,high,5more,more,small,med,unacc,1072,1
high,vhigh,5more,more,small,low,unacc,531,1
high,high,2,2,small,low,unacc,540,1
high,low,2,2,small,med,unacc,757,1
vhigh,med,5more,2,big,high,unacc,305,1
low,vhigh,3,2,small,low,unacc,1323,1
vhigh,high,5more,more,small,high,unacc,209,1
vhigh,low,4,2,small,low,unacc,378,1
vhigh,high,3,more,med,low,unacc,156,1
vhigh,high,2,2,big,high,unacc,116,1
low,med,5more,4,small,low,unacc,1602,1
vhigh,med,4,2,small,med,unacc,271,1
high,low,4,more,med,low,unacc,831,1
low,med,4,2,med,med,unacc,1570,1
med,vhigh,3,4,small,med,unacc,901,1
med,high,2,more,small,low,unacc,990,1
med,high,5more,4,small,med,unacc,1063,1
med,high,4,2,big,high,unacc,1034,1
vhigh,vhigh,3,4,small,med,unacc,37,1
med,high,2,4,small,low,unacc,981,1
low,med,2,2,small,high,unacc,1514,1
low,med,2,more,med,low,unacc,1533,1
med,vhigh,5more,2,small,low,unacc,945,1
high,high,3,more,small,low,unacc,585,1
med,vhigh,2,4,small,low,unacc,873,1
vhigh,high,2,4,med,med,unacc,121,1
low,low,4,more,big,low,unacc,1698,1
high,vhigh,3,4,big,low,unacc,474,1
vhigh,vhigh,3,4,small,high,unacc,38,1
med,vhigh,5more,4,med,low,unacc,957,1
med,low,2,more,small,med,unacc,1207,1
med,high,3,2,small,med,unacc,1000,1
low,high,5more,4,med,low,unacc,1497,1
vhigh,high,5more,2,big,high,unacc,197,1
high,med,2,more,small,high,unacc,668,1
high,med,3,more,small,low,unacc,693,1
med,low,4,more,med,low,unacc,1263,1
med,vhigh,2,2,med,med,unacc,868,1
med,high,4,2,med,low,unacc,1029,1
vhigh,vhigh,3,4,big,med,unacc,43,1
med,low,3,4,med,low,unacc,1227,1
high,vhigh,5more,2,small,med,unacc,514,1
med,low,4,4,big,low,unacc,1257,1
high,vhigh,4,more,med,high,unacc,509,1
vhigh,low,2,2,med,low,unacc,327,1
vhigh,high,5more,2,med,high,unacc,194,1
med,low,5more,4,med,low,unacc,1281,1
high,vhigh,3,4,small,high,unacc,470,1
high,vhigh,4,2,small,high,unacc,488,1
med,med,5more,more,med,low,unacc,1182,1
low,med,2,2,big,low,unacc,1518,1
vhigh,low,3,2,small,high,unacc,353,1
med,low,4,4,small,low,unacc,1251,1
low,low,2,2,big,high,unacc,1628,1
low,vhigh,2,more,med,low,unacc,1317,1
high,med,4,4,small,low,unacc,711,1
vhigh,low,2,2,med,high,unacc,329,1
vhigh,high,5more,4,small,low,unacc,198,1
high,vhigh,5more,4,small,low,unacc,522,1
vhigh,vhigh,4,more,big,low,unacc,78,1
vhigh,high,3,more,small,high,unacc,155,1
high,high,5more,2,small,high,unacc,623,1
vhigh,low,2,2,med,med,unacc,328,1
med,vhigh,4,2,big,med,unacc,925,1
med,vhigh,2,more,med,low,unacc,885,1
vhigh,high,4,more,small,high,unacc,182,1
high,vhigh,4,4,big,low,unacc,501,1
low,low,4,2,med,med,unacc,1678,1
low,vhigh,4,more,small,low,unacc,1368,1
low,high,2,4,small,low,unacc,1413,1
vhigh,vhigh,3,4,med,high,unacc,41,1
low,high,3,2,small,high,unacc,1433,1
vhigh,med,2,2,med,low,unacc,219,1
high,high,2,2,big,high,unacc,548,1
low,med,3,2,med,low,unacc,1542,1
vhigh,med,4,4,big,low,unacc,285,1
low,low,3,2,small,med,unacc,1648,1
high,high,4,2,med,low,unacc,597,1
high,med,5more,4,big,low,unacc,744,1
high,vhigh,3,more,med,high,unacc,482,1
vhigh,vhigh,5more,4,big,low,unacc,96,1
med,high,5more,2,big,med,unacc,1060,1
low,med,4,more,big,low,unacc,1590,1
med,low,3,2,big,low,unacc,1221,1
vhigh,low,5more,2,med,low,unacc,408,1
high,high,5more,2,big,high,unacc,629,1
med,vhigh,3,2,small,high,unacc,893,1
high,high,3,2,small,high,unacc,569,1
low,vhigh,5more,more,big,low,unacc,1401,1
low,vhigh,5more,2,med,low,unacc,1380,1
low,high,3,4,med,low,unacc,1443,1
high,med,4,4,small,med,unacc,712,1
high,vhigh,4,more,big,low,unacc,510,1
med,high,5more,2,med,high,unacc,1058,1
med,high,5more,2,small,low,unacc,1053,1
low,low,2,2,big,med,unacc,1627,1
vhigh,med,4,4,med,low,unacc,282,1
vhigh,med,5more,2,med,high,unacc,302,1
vhigh,vhigh,5more,2,med,low,unacc,84,1
low,vhigh,5more,2,big,med,unacc,1384,1
vhigh,low,4,2,big,high,unacc,386,1
vhigh,high,4,4,big,low,unacc,177,1
vhigh,high,4,2,small,med,unacc,163,1
high,vhigh,4,4,small,med,unacc,496,1
vhigh,low,4,2,med,high,unacc,383,1
med,high,3,4,med,low,unacc,1011,1
high,med,3,more,small,med,unacc,694,1
low,high,5more,2,big,high,unacc,1493,1
vhigh,vhigh,2,2,med,med,unacc,4,1
high,vhigh,3,more,small,med,unacc,478,1
med,vhigh,3,2,big,high,unacc,899,1
med,vhigh,5more,4,small,low,unacc,954,1
low,low,5more,more,small,low,unacc,1719,1
med,vhigh,2,2,big,med,unacc,871,1
high,vhigh,5more,more,small,med,unacc,532,1
high,high,4,more,small,med,unacc,613,1
high,high,2,2,med,low,unacc,543,1
high,vhigh,4,4,big,high,unacc,503,1
high,med,3,2,big,med,unacc,682,1
high,med,2,4,small,low,unacc,657,1
vhigh,med,2,more,small,low,unacc,234,1
med,med,3,2,big,high,unacc,1115,1
med,vhigh,4,more,med,low,unacc,939,1
high,low,5more,2,small,high,unacc,839,1
high,vhigh,2,2,med,high,unacc,437,1
vhigh,vhigh,5more,more,small,high,unacc,101,1
vhigh,low,2,2,small,high,unacc,326,1
vhigh,low,3,2,big,med,unacc,358,1
med,low,5more,2,med,low,unacc,1272,1
med,low,3,2,med,med,unacc,1219,1
vhigh,med,3,2,big,high,unacc,251,1
low,low,3,2,med,med,unacc,1651,1
med,med,2,2,small,med,unacc,1081,1
vhigh,high,2,more,small,low,unacc,126,1
high,vhigh,3,2,small,high,unacc,461,1
low,low,5more,2,med,low,unacc,1704,1
high,high,4,4,big,low,unacc,609,1
vhigh,high,4,more,big,med,unacc,187,1
vhigh,low,5more,4,big,low,unacc,420,1
high,low,5more,more,med,low,unacc,858,1
low,high,2,2,big,med,unacc,1411,1
vhigh,vhigh,3,more,small,low,unacc,45,1
vhigh,low,2,more,med,low,unacc,345,1
vhigh,high,2,4,med,high,unacc,122,1
low,vhigh,4,4,big,low,unacc,1365,1
med,high,2,2,med,med,unacc,976,1
low,high,4,2,med,low,unacc,1461,1
vhigh,high,4,4,small,low,unacc,171,1
low,high,2,more,big,low,unacc,1428,1
med,low,2,2,med,low,unacc,1191,1
med,vhigh,4,more,small,med,unacc,937,1
vhigh,vhigh,3,4,big,high,unacc,44,1
vhigh,med,2,2,small,low,unacc,216,1
low,low,4,2,big,high,unacc,1682,1
low,low,3,2,small,low,unacc,1647,1
vhigh,low,2,2,small,low,unacc,324,1
high,vhigh,3,4,big,high,unacc,476,1
vhigh,med,3,4,med,med,unacc,256,1
high,med,3,2,med,high,unacc,680,1
high,vhigh,2,2,small,low,unacc,432,1
vhigh,high,5more,4,med,high,unacc,203,1
high,med,3,more,med,low,unacc,696,1
vhigh,vhigh,4,more,big,med,unacc,79,1
vhigh,high,3,4,small,med,unacc,145,1
high,low,5more,2,big,low,unacc,843,1
med,low,5more,more,big,low,unacc,1293,1
high,vhigh,5more,4,big,high,unacc,530,1
vhigh,low,2,2,big,low,unacc,330,1
high,med,2,more,med,low,unacc,669,1
vhigh,low,5more,2,big,med,unacc,412,1
high,vhigh,2,4,small,med,unacc,442,1
high,low,4,4,med,low,unacc,822,1
vhigh,vhigh,3,more,med,high,unacc,50,1
vhigh,vhigh,5more,more,big,med,unacc,106,1
vhigh,high,2,2,big,low,unacc,114,1
med,med,4,2,big,med,unacc,1141,1
vhigh,high,2,more,big,high,unacc,134,1
high,low,5more,4,small,low,unacc,846,1
med,med,3,more,med,low,unacc,1128,1
med,vhigh,3,more,small,low,unacc,909,1
med,med,5more,2,med,low,unacc,1164,1
vhigh,med,3,2,big,low,unacc,249,1
med,vhigh,4,4,small,med,unacc,928,1
med,med,2,4,med,low,unacc,1092,1
vhigh,high,4,2,med,low,unacc,165,1
high,med,5more,more,big,low,unacc,753,1
vhigh,low,5more,more,small,med,unacc,424,1
high,low,4,4,big,low,unacc,825,1
vhigh,low,3,2,med,high,unacc,356,1
low,med,5more,2,med,low,unacc,1596,1
low,vhigh,5more,4,small,low,unacc,1386,1
low,high,4,2,big,med,unacc,1465,1
high,high,4,2,med,high,unacc,599,1
vhigh,vhigh,5more,2,big,high,unacc,89,1
high,low,3,2,med,high,unacc,788,1
med,high,4,2,small,med,unacc,1027,1
med,vhigh,4,4,small,low,unacc,927,1
low,low,5more,2,big,low,unacc,1707,1
vhigh,med,2,more,med,low,unacc,237,1
vhigh,high,5more,more,med,low,unacc,210,1
high,med,3,4,med,med,unacc,688,1
med,vhigh,2,2,small,low,unacc,864,1
med,low,3,4,big,low,unacc,1230,1
low,high,3,more,small,low,unacc,1449,1
high,vhigh,2,more,big,low,unacc,456,1
high,low,3,2,big,high,unacc,791,1
vhigh,vhigh,2,more,med,high,unacc,23,1
low,low,4,2,small,low,unacc,1674,1
med,low,2,more,big,low,unacc,1212,1
vhigh,med,4,2,big,high,unacc,278,1
med,med,3,2,big,low,unacc,1113,1
vhigh,vhigh,3,4,med,med,unacc,40,1
med,high,3,more,big,low,unacc,1023,1
high,high,2,4,med,med,unacc,553,1
med,vhigh,5more,2,med,high,unacc,950,1
low,low,2,2,big,low,unacc,1626,1
vhigh,high,4,more,big,low,unacc,186,1
vhigh,med,2,2,med,high,unacc,221,1
vhigh,high,4,4,med,med,unacc,175,1
high,vhigh,3,4,med,med,unacc,472,1
vhigh,med,2,2,big,low,unacc,222,1
low,low,5more,4,big,low,unacc,1716,1
high,low,3,more,med,low,unacc,804,1
med,med,3,2,small,high,unacc,1109,1
vhigh,med,4,2,med,low,unacc,273,1
low,med,3,2,small,low,unacc,1539,1
high,med,2,2,med,low,unacc,651,1
low,high,2,more,small,low,unacc,1422,1
high,vhigh,3,2,small,low,unacc,459,1
low,low,3,2,big,high,unacc,1655,1
low,low,4,4,small,low,unacc,1683,1
vhigh,vhigh,4,2,small,low,unacc,54,1
high,vhigh,4,4,med,med,unacc,499,1
low,high,4,2,med,med,unacc,1462,1
high,vhigh,2,2,med,med,unacc,436,1
low,high,2,2,small,low,unacc,1404,1
low,high,2,more,med,low,unacc,1425,1
low,vhigh,5more,4,big,low,unacc,1392,1
high,vhigh,5more,2,small,high,unacc,515,1
vhigh,vhigh,2,2,med,high,unacc,5,1
high,med,3,2,big,high,unacc,683,1
high,low,3,4,small,low,unacc,792,1
high,high,3,4,big,low,unacc,582,1
low,vhigh,2,4,small,low,unacc,1305,1
vhigh,vhigh,2,4,small,low,unacc,9,1
low,low,4,2,med,high,unacc,1679,1
high,high,4,2,med,med,unacc,598,1
vhigh,vhigh,4,4,med,low,unacc,66,1
vhigh,vhigh,2,2,big,med,unacc,7,1
high,low,2,more,small,med,unacc,775,1
vhigh,vhigh,3,more,big,high,unacc,53,1
vhigh,high,4,more,med,med,unacc,184,1
med,low,3,more,med,low,unacc,1236,1
high,med,2,2,big,low,unacc,654,1
med,high,5more,2,small,med,unacc,1054,1
med,vhigh,5more,2,big,med,unacc,952,1
med,high,2,4,med,low,unacc,984,1
low,low,2,more,big,low,unacc,1644,1
high,vhigh,4,4,med,low,unacc,498,1
med,vhigh,4,2,small,low,unacc,918,1
vhigh,high,3,4,med,high,unacc,149,1
high,low,2,more,big,low,unacc,780,1
vhigh,vhigh,4,4,med,high,unacc,68,1
vhigh,vhigh,2,more,big,low,unacc,24,1
low,high,4,more,med,low,unacc,1479,1
low,vhigh,3,more,small,low,unacc,1341,1
high,high,5more,more,small,med,unacc,640,1
low,vhigh,4,2,big,med,unacc,1357,1
vhigh,vhigh,2,more,small,low,unacc,18,1
vhigh,low,2,4,small,low,unacc,333,1
vhigh,vhigh,5more,more,med,high,unacc,104,1
vhigh,med,3,more,small,low,unacc,261,1
vhigh,med,3,4,big,low,unacc,258,1
low,low,2,2,small,med,unacc,1621,1
high,vhigh,2,4,small,high,unacc,443,1
med,med,4,2,big,high,unacc,1142,1
vhigh,high,4,2,big,low,unacc,168,1
vhigh,med,3,2,small,low,unacc,243,1
vhigh,vhigh,4,more,med,low,unacc,75,1
high,low,4,4,small,low,unacc,819,1
low,low,4,2,small,high,unacc,1676,1
vhigh,vhigh,3,4,big,low,unacc,42,1
low,high,4,2,small,med,unacc,1459,1
vhigh,med,4,more,small,med,unacc,289,1
high,vhigh,4,2,med,low,unacc,489,1
vhigh,vhigh,5more,more,med,low,unacc,102,1
vhigh,high,3,4,med,low,unacc,147,1
high,vhigh,5more,2,big,high,unacc,521,1
med,low,5more,more,med,low,unacc,1290,1
low,high,2,2,big,low,unacc,1410,1
vhigh,med,5more,2,small,low,unacc,297,1
med,low,4,2,small,high,unacc,1244,1
med,high,4,more,small,med,unacc,1045,1
low,med,3,2,big,high,unacc,1547,1
med,med,3,2,med,med,unacc,1111,1
vhigh,high,4,more,small,low,unacc,180,1
low,vhigh,2,2,big,med,unacc,1303,1
high,low,3,4,big,low,unacc,798,1
low,med,3,4,big,low,unacc,1554,1
vhigh,low,5more,2,big,high,unacc,413,1
low,vhigh,5more,4,med,low,unacc,1389,1
low,high,2,4,med,low,unacc,1416,1
med,high,5more,4,small,low,unacc,1062,1
low,low,4,2,med,low,unacc,1677,1
vhigh,vhigh,2,more,big,med,unacc,25,1
med,low,5more,2,small,low,unacc,1269,1
high,med,5more,2,med,med,unacc,733,1
low,low,3,2,big,low,unacc,1653,1
med,high,4,more,big,low,unacc,1050,1
med,low,2,2,small,high,unacc,1190,1
vhigh,vhigh,5more,more,small,med,unacc,100,1
vhigh,low,5more,2,small,high,unacc,407,1
med,high,4,4,med,med,acc,1039,1
high,high,2,4,med,high,acc,554,1
high,med,3,more,big,high,acc,701,1
med,med,2,4,med,med,acc,1093,1
low,high,3,more,small,high,acc,1451,1
high,low,5more,4,med,high,acc,851,1
high,high,2,more,big,med,acc,565,1
high,low,4,4,med,high,acc,824,1
med,vhigh,3,more,small,high,acc,911,1
low,vhigh,3,4,small,high,acc,1334,1
low,high,5more,more,med,med,acc,1507,1
med,med,5more,more,small,med,acc,1180,1
low,high,3,more,med,med,acc,1453,1
low,high,5more,4,small,med,acc,1495,1
high,low,2,4,big,high,acc,773,1
med,vhigh,2,more,big,high,acc,890,1
med,vhigh,2,4,small,high,acc,875,1
low,med,2,4,med,med,acc,1525,1
high,med,5more,more,small,high,acc,749,1
med,vhigh,3,4,big,med,acc,907,1
high,high,3,4,big,high,acc,584,1
med,vhigh,2,4,med,high,acc,878,1
high,low,4,4,big,med,acc,826,1
low,vhigh,3,more,big,high,acc,1349,1
med,low,2,4,small,med,acc,1198,1
high,med,4,more,small,high,acc,722,1
med,med,2,more,med,high,acc,1103,1
high,med,3,4,big,med,acc,691,1
low,vhigh,5more,4,med,high,acc,1391,1
high,high,4,4,big,med,acc,610,1
low,vhigh,3,more,big,med,acc,1348,1
med,med,2,more,med,med,acc,1102,1
med,med,2,4,big,med,acc,1096,1
med,high,4,more,small,high,acc,1046,1
vhigh,low,3,more,small,high,acc,371,1
med,med,5more,more,med,med,acc,1183,1
high,low,4,4,med,med,acc,823,1
vhigh,med,2,4,small,high,acc,227,1
vhigh,low,5more,more,big,high,acc,431,1
high,med,4,more,big,high,acc,728,1
med,med,4,more,big,med,acc,1159,1
low,high,2,more,big,med,acc,1429,1
low,med,5more,more,small,med,acc,1612,1
med,vhigh,5more,4,med,high,acc,959,1
high,low,5more,4,big,high,acc,854,1
low,vhigh,3,4,med,high,acc,1337,1
low,vhigh,2,more,big,high,acc,1322,1
med,vhigh,4,more,big,med,acc,943,1
vhigh,med,3,4,big,high,acc,260,1
high,high,3,more,med,high,acc,590,1
low,low,4,4,small,med,acc,1684,1
med,high,3,4,big,med,acc,1015,1
vhigh,med,5more,more,med,med,acc,319,1
med,vhigh,3,4,small,high,acc,902,1
high,low,5more,more,med,high,acc,860,1
vhigh,med,5more,4,med,high,acc,311,1
vhigh,med,3,more,big,med,acc,268,1
med,vhigh,4,more,small,high,acc,938,1
low,vhigh,5more,4,med,med,acc,1390,1
high,med,3,4,small,high,acc,686,1
high,low,4,4,small,high,acc,821,1
low,high,4,4,small,high,acc,1469,1
low,high,2,more,med,high,acc,1427,1
high,low,4,more,big,high,acc,836,1
med,high,4,4,big,high,acc,1043,1
med,high,2,more,med,high,acc,995,1
med,high,5more,4,med,high,acc,1067,1
high,high,5more,4,small,high,acc,632,1
low,med,2,more,med,med,acc,1534,1
low,vhigh,5more,more,small,high,acc,1397,1
med,vhigh,5more,more,med,med,acc,967,1
med,high,2,4,big,high,acc,989,1
vhigh,low,4,4,med,high,acc,392,1
med,high,3,4,big,high,acc,1016,1
med,vhigh,4,4,med,high,acc,932,1
high,low,3,more,med,high,acc,806,1
med,vhigh,5more,more,big,high,acc,971,1
med,vhigh,5more,4,big,med,acc,961,1
med,med,5more,4,small,high,acc,1172,1
med,med,5more,more,small,high,acc,1181,1
vhigh,low,5more,4,big,med,acc,421,1
med,high,2,more,big,med,acc,997,1
vhigh,med,2,4,med,high,acc,230,1
vhigh,med,5more,more,small,high,acc,317,1
med,med,4,4,small,high,acc,1145,1
low,high,4,more,med,med,acc,1480,1
vhigh,med,3,4,small,high,acc,254,1
vhigh,med,4,4,big,high,acc,287,1
vhigh,low,5more,4,med,high,acc,419,1
vhigh,low,2,more,big,high,acc,350,1
high,high,3,more,big,high,acc,593,1
low,low,4,more,small,med,acc,1693,1
vhigh,med,5more,more,med,high,acc,320,1
high,high,3,4,big,med,acc,583,1
high,med,4,more,med,med,acc,724,1
vhigh,low,5more,4,big,high,acc,422,1
vhigh,low,2,4,big,med,acc,340,1
med,low,2,4,med,med,acc,1201,1
low,med,3,4,small,med,acc,1549,1
high,high,5more,more,big,high,acc,647,1
med,high,3,more,small,high,acc,1019,1
high,med,5more,4,big,high,acc,746,1
med,med,4,more,med,med,acc,1156,1
low,low,3,4,small,med,acc,1657,1
low,high,2,4,big,med,acc,1420,1
med,high,5more,more,small,high,acc,1073,1
med,high,4,more,med,med,acc,1048,1
med,low,4,4,small,med,acc,1252,1
med,med,4,more,small,med,acc,1153,1
med,high,3,more,big,med,acc,1024,1
high,high,4,more,big,high,acc,620,1
high,med,5more,more,med,high,acc,752,1
low,high,5more,more,small,high,acc,1505,1
high,high,5more,4,med,high,acc,635,1
med,high,4,more,big,med,acc,1051,1
vhigh,low,2,4,small,high,acc,335,1
vhigh,low,3,4,small,high,acc,362,1
high,low,5more,4,med,med,acc,850,1
med,med,3,more,small,high,acc,1127,1
high,high,4,4,med,med,acc,607,1
med,med,5more,more,big,med,acc,1186,1
high,high,4,more,med,high,acc,617,1
med,high,5more,4,med,med,acc,1066,1
med,low,3,4,small,med,acc,1225,1
vhigh,low,2,more,med,high,acc,347,1
vhigh,med,3,more,big,high,acc,269,1
high,med,3,4,med,high,acc,689,1
low,vhigh,4,more,big,med,acc,1375,1
med,low,5more,more,small,med,acc,1288,1
med,med,2,4,small,med,acc,1090,1
high,med,5more,4,small,high,acc,740,1
med,low,2,more,med,med,acc,1210,1
med,vhigh,3,more,med,high,acc,914,1
med,med,3,4,small,high,acc,1118,1
vhigh,low,4,4,big,med,acc,394,1
low,vhigh,4,more,med,med,acc,1372,1
high,med,4,4,big,high,acc,719,1
med,vhigh,5more,4,med,med,acc,958,1
low,vhigh,5more,4,big,med,acc,1393,1
high,low,3,4,big,high,acc,800,1
low,med,3,4,med,med,acc,1552,1
high,low,5more,more,big,high,acc,863,1
low,low,3,4,med,med,acc,1660,1
vhigh,low,3,4,big,high,acc,368,1
med,med,5more,4,small,med,acc,1171,1
med,high,4,4,small,high,acc,1037,1
high,med,4,4,small,high,acc,713,1
