Class Name,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,sampleNum,set
democrat,y,n,y,n,y,y,y,n,y,y,n,n,y,y,n,?,361,2
democrat,y,y,y,n,y,y,y,y,n,y,y,n,n,n,y,?,367,2
democrat,y,n,n,n,y,y,y,n,n,y,y,n,n,y,n,y,97,2
democrat,y,y,y,n,n,?,y,y,y,y,n,n,n,n,y,?,60,2
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,187,2
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,254,2
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,n,y,42,2
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,268,2
democrat,y,n,y,n,y,y,n,n,n,n,n,n,n,n,n,y,94,2
democrat,n,y,y,?,y,y,n,y,n,y,?,n,y,y,?,y,373,2
democrat,n,n,y,n,n,n,y,y,n,y,y,n,n,n,y,?,425,2
democrat,y,n,y,n,?,n,y,y,y,y,n,y,n,?,y,y,429,2
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,?,72,2
democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,181,2
democrat,n,y,y,n,n,y,y,y,y,y,y,n,y,n,y,?,165,2
democrat,y,n,y,n,n,y,y,y,y,n,n,n,n,y,n,?,307,2
democrat,y,n,y,n,y,y,n,?,?,n,y,?,?,?,y,y,95,2
democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,344,2
democrat,y,n,y,n,n,y,y,y,y,n,n,y,?,y,y,y,408,2
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,n,y,269,2
democrat,n,y,y,n,n,y,n,y,y,y,y,n,y,n,y,y,152,2
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,236,2
democrat,n,y,y,n,n,y,y,y,y,n,y,n,n,y,y,y,423,2
democrat,y,y,y,n,n,n,y,y,y,n,y,?,n,n,n,y,64,2
democrat,n,?,y,n,n,y,y,y,y,y,n,n,n,y,y,y,137,2
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,179,2
democrat,y,n,y,n,n,y,n,y,?,y,y,y,?,n,n,y,16,2
democrat,n,n,?,n,n,y,y,y,y,n,n,n,n,n,y,y,301,2
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,?,y,227,2
