buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,set
med,low,2,2,small,low,unacc,1188,1
vhigh,high,2,more,small,low,unacc,126,1
high,med,4,2,small,med,unacc,703,1
med,med,5more,2,med,low,unacc,1164,1
vhigh,high,4,4,big,low,unacc,177,1
high,vhigh,4,more,med,high,unacc,509,1
high,high,4,2,med,low,unacc,597,1
high,med,3,4,small,low,unacc,684,1
low,high,4,4,small,low,unacc,1467,1
high,high,3,2,big,low,unacc,573,1
med,vhigh,3,2,small,low,unacc,891,1
high,vhigh,3,more,big,med,unacc,484,1
vhigh,med,5more,2,small,med,unacc,298,1
vhigh,high,2,more,big,low,unacc,132,1
med,vhigh,5more,4,small,med,unacc,955,1
med,high,3,2,big,med,unacc,1006,1
low,low,2,2,med,med,unacc,1624,1
med,high,5more,2,small,low,unacc,1053,1
med,med,5more,2,small,med,unacc,1162,1
low,low,5more,more,small,low,unacc,1719,1
vhigh,vhigh,3,4,small,med,unacc,37,1
vhigh,vhigh,3,more,big,high,unacc,53,1
vhigh,low,2,2,small,high,unacc,326,1
med,vhigh,2,more,big,low,unacc,888,1
vhigh,high,2,4,big,high,unacc,125,1
high,high,3,2,small,med,unacc,568,1
vhigh,vhigh,4,2,small,med,unacc,55,1
high,high,2,4,big,low,unacc,555,1
low,high,4,2,med,med,unacc,1462,1
vhigh,high,5more,2,big,high,unacc,197,1
low,low,5more,2,med,med,unacc,1705,1
low,vhigh,4,2,small,med,unacc,1351,1
vhigh,high,4,2,big,med,unacc,169,1
low,low,2,4,med,low,unacc,1632,1
high,vhigh,5more,4,med,high,unacc,527,1
high,vhigh,5more,more,small,low,unacc,531,1
med,low,3,2,med,med,unacc,1219,1
high,high,4,2,big,low,unacc,600,1
vhigh,high,2,4,med,med,unacc,121,1
med,med,2,more,small,high,unacc,1100,1
med,vhigh,3,4,med,med,unacc,904,1
vhigh,vhigh,4,4,med,med,unacc,67,1
low,high,4,more,med,low,unacc,1479,1
med,low,3,2,small,low,unacc,1215,1
high,vhigh,3,4,med,low,unacc,471,1
vhigh,low,2,2,med,low,unacc,327,1
high,vhigh,2,4,med,high,unacc,446,1
low,vhigh,2,more,small,med,unacc,1315,1
med,vhigh,2,2,small,low,unacc,864,1
vhigh,vhigh,3,4,med,med,unacc,40,1
high,vhigh,4,4,med,med,unacc,499,1
vhigh,high,5more,4,med,med,unacc,202,1
vhigh,med,5more,4,small,low,unacc,306,1
low,med,5more,2,big,med,unacc,1600,1
vhigh,high,3,more,med,med,unacc,157,1
low,low,5more,2,big,high,unacc,1709,1
vhigh,vhigh,5more,more,small,high,unacc,101,1
med,high,4,2,big,high,unacc,1034,1
med,med,4,2,med,med,unacc,1138,1
med,vhigh,3,more,small,low,unacc,909,1
vhigh,low,3,2,med,high,unacc,356,1
med,vhigh,5more,more,big,low,unacc,969,1
low,med,5more,2,med,med,unacc,1597,1
med,high,2,2,small,med,unacc,973,1
high,vhigh,4,more,big,low,unacc,510,1
low,vhigh,4,4,big,low,unacc,1365,1
med,high,3,4,small,low,unacc,1008,1
med,vhigh,2,2,big,med,unacc,871,1
med,low,2,2,med,med,unacc,1192,1
vhigh,low,2,2,small,med,unacc,325,1
med,low,5more,more,small,low,unacc,1287,1
vhigh,med,5more,2,big,med,unacc,304,1
high,high,5more,more,small,med,unacc,640,1
low,med,5more,2,small,low,unacc,1593,1
vhigh,vhigh,5more,4,med,high,unacc,95,1
high,med,3,2,small,low,unacc,675,1
low,med,3,2,small,low,unacc,1539,1
med,high,5more,2,med,high,unacc,1058,1
vhigh,high,2,more,med,med,unacc,130,1
high,vhigh,4,more,small,med,unacc,505,1
med,high,4,2,small,med,unacc,1027,1
med,vhigh,5more,2,small,med,unacc,946,1
low,med,5more,more,med,low,unacc,1614,1
low,vhigh,5more,2,big,low,unacc,1383,1
high,vhigh,2,2,small,low,unacc,432,1
vhigh,high,4,2,med,low,unacc,165,1
vhigh,vhigh,4,2,med,high,unacc,59,1
vhigh,vhigh,4,4,big,high,unacc,71,1
low,high,5more,4,small,low,unacc,1494,1
low,vhigh,5more,more,small,low,unacc,1395,1
vhigh,vhigh,2,more,small,high,unacc,20,1
med,med,4,4,small,low,unacc,1143,1
low,med,4,2,med,high,unacc,1571,1
med,high,2,2,big,high,unacc,980,1
vhigh,vhigh,2,2,small,low,unacc,0,1
vhigh,med,3,2,med,med,unacc,247,1
vhigh,vhigh,5more,4,small,med,unacc,91,1
high,low,2,2,big,low,unacc,762,1
low,vhigh,4,4,small,med,unacc,1360,1
vhigh,low,2,more,med,low,unacc,345,1
high,high,5more,4,small,low,unacc,630,1
med,high,3,4,small,med,unacc,1009,1
low,med,3,4,big,low,unacc,1554,1
high,high,2,more,med,low,unacc,561,1
low,vhigh,5more,4,small,med,unacc,1387,1
med,low,3,2,big,med,unacc,1222,1
high,vhigh,4,more,small,low,unacc,504,1
low,high,5more,2,big,med,unacc,1492,1
high,low,4,2,big,med,unacc,817,1
high,med,5more,2,small,med,unacc,730,1
high,low,4,more,small,med,unacc,829,1
vhigh,med,4,2,med,high,unacc,275,1
vhigh,high,2,2,small,high,unacc,110,1
vhigh,low,5more,more,small,med,unacc,424,1
low,med,2,4,med,low,unacc,1524,1
vhigh,med,4,more,med,low,unacc,291,1
med,med,2,4,small,low,unacc,1089,1
vhigh,low,4,2,med,low,unacc,381,1
low,high,3,2,small,low,unacc,1431,1
vhigh,vhigh,4,more,big,med,unacc,79,1
med,low,2,2,big,med,unacc,1195,1
vhigh,high,2,4,med,high,unacc,122,1
med,high,4,2,med,low,unacc,1029,1
low,vhigh,3,4,small,med,unacc,1333,1
high,vhigh,4,4,big,high,unacc,503,1
med,vhigh,4,2,big,low,unacc,924,1
med,high,3,2,med,high,unacc,1004,1
low,low,3,2,med,low,unacc,1650,1
high,high,4,2,small,med,unacc,595,1
high,med,2,4,small,med,unacc,658,1
med,low,4,2,med,med,unacc,1246,1
med,high,4,2,big,low,unacc,1032,1
vhigh,high,3,4,med,med,unacc,148,1
med,vhigh,3,2,small,high,unacc,893,1
med,vhigh,4,2,big,high,unacc,926,1
vhigh,med,5more,4,small,med,unacc,307,1
low,low,2,more,big,low,unacc,1644,1
low,vhigh,4,4,small,low,unacc,1359,1
med,vhigh,4,2,med,high,unacc,923,1
vhigh,med,4,2,small,med,unacc,271,1
high,high,5more,2,big,low,unacc,627,1
low,med,4,more,big,low,unacc,1590,1
vhigh,vhigh,3,2,big,low,unacc,33,1
low,vhigh,3,more,big,low,unacc,1347,1
med,vhigh,3,more,small,med,unacc,910,1
high,low,5more,2,small,low,unacc,837,1
low,med,3,2,small,med,unacc,1540,1
low,med,4,2,big,med,unacc,1573,1
vhigh,vhigh,3,4,med,high,unacc,41,1
high,vhigh,5more,2,med,med,unacc,517,1
low,med,2,2,small,med,unacc,1513,1
med,med,3,2,big,low,unacc,1113,1
med,med,4,2,med,low,unacc,1137,1
low,high,4,2,big,med,unacc,1465,1
vhigh,high,2,2,small,med,unacc,109,1
med,high,2,2,med,high,unacc,977,1
low,low,4,2,med,med,unacc,1678,1
med,med,3,2,big,high,unacc,1115,1
low,high,3,2,big,med,unacc,1438,1
vhigh,high,5more,more,big,med,unacc,214,1
low,vhigh,2,2,big,high,unacc,1304,1
high,vhigh,4,2,big,low,unacc,492,1
vhigh,vhigh,5more,2,big,high,unacc,89,1
vhigh,vhigh,2,4,med,med,unacc,13,1
low,med,2,2,small,high,unacc,1514,1
high,high,5more,2,big,med,unacc,628,1
high,vhigh,5more,2,big,high,unacc,521,1
low,high,5more,2,big,high,unacc,1493,1
high,high,3,more,small,med,unacc,586,1
high,vhigh,4,2,med,med,unacc,490,1
med,med,4,2,small,med,unacc,1135,1
vhigh,low,2,4,med,med,unacc,337,1
low,high,3,more,big,low,unacc,1455,1
high,vhigh,4,4,med,low,unacc,498,1
low,vhigh,2,2,med,high,unacc,1301,1
low,vhigh,2,2,small,low,unacc,1296,1
low,med,3,2,big,med,unacc,1546,1
high,low,2,2,small,high,unacc,758,1
med,vhigh,3,2,small,med,unacc,892,1
low,low,2,2,small,med,unacc,1621,1
vhigh,low,2,more,big,low,unacc,348,1
vhigh,vhigh,5more,2,small,low,unacc,81,1
high,vhigh,4,4,small,high,unacc,497,1
high,med,3,2,small,med,unacc,676,1
med,med,2,2,small,med,unacc,1081,1
med,high,3,4,big,low,unacc,1014,1
low,low,4,more,big,low,unacc,1698,1
low,vhigh,2,more,big,low,unacc,1320,1
med,vhigh,5more,4,big,low,unacc,960,1
low,low,5more,2,small,low,unacc,1701,1
vhigh,high,4,2,big,low,unacc,168,1
high,high,2,2,small,med,unacc,541,1
med,low,5more,2,small,med,unacc,1270,1
med,vhigh,5more,more,med,low,unacc,966,1
low,high,3,2,med,high,unacc,1436,1
vhigh,high,2,2,big,low,unacc,114,1
vhigh,high,3,2,small,low,unacc,135,1
vhigh,high,2,more,big,med,unacc,133,1
med,med,5more,4,big,low,unacc,1176,1
high,high,2,4,small,low,unacc,549,1
vhigh,vhigh,5more,2,big,med,unacc,88,1
med,low,4,2,med,high,unacc,1247,1
low,low,2,4,small,low,unacc,1629,1
low,vhigh,2,2,small,med,unacc,1297,1
vhigh,med,2,more,med,med,unacc,238,1
vhigh,vhigh,5more,2,big,low,unacc,87,1
low,low,4,2,small,high,unacc,1676,1
high,vhigh,5more,more,big,low,unacc,537,1
low,vhigh,3,more,small,med,unacc,1342,1
med,low,3,4,med,low,unacc,1227,1
vhigh,vhigh,3,2,big,high,unacc,35,1
vhigh,vhigh,2,4,small,low,unacc,9,1
high,low,4,2,med,med,unacc,814,1
vhigh,low,4,4,small,low,unacc,387,1
med,high,5more,2,med,med,unacc,1057,1
vhigh,vhigh,3,4,big,high,unacc,44,1
med,low,5more,2,med,low,unacc,1272,1
high,low,4,2,small,med,unacc,811,1
med,med,2,more,med,low,unacc,1101,1
high,high,4,4,med,low,unacc,606,1
vhigh,low,3,2,small,low,unacc,351,1
vhigh,low,4,2,big,med,unacc,385,1
high,vhigh,3,4,small,low,unacc,468,1
vhigh,low,3,2,big,med,unacc,358,1
high,vhigh,5more,more,med,high,unacc,536,1
med,high,5more,4,small,med,unacc,1063,1
low,high,5more,2,big,low,unacc,1491,1
vhigh,high,4,more,big,low,unacc,186,1
vhigh,high,2,more,med,high,unacc,131,1
high,low,4,2,med,low,unacc,813,1
high,low,4,more,big,low,unacc,834,1
low,med,5more,more,small,low,unacc,1611,1
high,med,5more,4,med,low,unacc,741,1
vhigh,vhigh,5more,more,big,med,unacc,106,1
med,vhigh,4,2,small,low,unacc,918,1
low,med,4,4,big,low,unacc,1581,1
high,low,2,4,small,low,unacc,765,1
vhigh,med,3,2,med,low,unacc,246,1
low,low,5more,more,big,low,unacc,1725,1
vhigh,vhigh,2,4,big,med,unacc,16,1
low,low,2,more,med,low,unacc,1641,1
med,vhigh,2,2,big,low,unacc,870,1
low,high,4,2,big,low,unacc,1464,1
med,vhigh,4,2,small,high,unacc,920,1
high,high,2,2,big,high,unacc,548,1
vhigh,med,3,4,small,med,unacc,253,1
low,high,5more,2,small,high,unacc,1487,1
low,med,5more,2,med,high,unacc,1598,1
vhigh,med,4,2,big,med,unacc,277,1
vhigh,low,5more,more,big,low,unacc,429,1
med,vhigh,5more,2,small,low,unacc,945,1
high,med,2,2,small,med,unacc,649,1
vhigh,low,5more,2,big,med,unacc,412,1
vhigh,high,4,4,med,high,unacc,176,1
med,low,5more,2,big,low,unacc,1275,1
high,low,2,4,big,low,unacc,771,1
low,high,3,4,big,low,unacc,1446,1
vhigh,high,4,4,big,med,unacc,178,1
low,high,5more,more,med,low,unacc,1506,1
vhigh,vhigh,2,2,med,low,unacc,3,1
low,low,3,2,big,low,unacc,1653,1
low,vhigh,5more,4,big,low,unacc,1392,1
vhigh,med,4,2,med,low,unacc,273,1
vhigh,med,4,2,med,med,unacc,274,1
high,high,2,2,small,low,unacc,540,1
low,vhigh,2,more,med,med,unacc,1318,1
med,high,2,more,big,low,unacc,996,1
vhigh,high,2,4,small,med,unacc,118,1
med,vhigh,3,2,med,med,unacc,895,1
high,vhigh,5more,4,big,low,unacc,528,1
low,low,4,2,small,low,unacc,1674,1
high,low,3,4,big,low,unacc,798,1
vhigh,vhigh,4,more,small,high,unacc,74,1
vhigh,vhigh,2,4,small,med,unacc,10,1
low,vhigh,4,2,med,high,unacc,1355,1
med,vhigh,2,4,small,med,unacc,874,1
vhigh,med,2,4,small,med,unacc,226,1
med,low,3,2,med,low,unacc,1218,1
high,vhigh,3,4,med,high,unacc,473,1
med,low,5more,2,small,low,unacc,1269,1
low,high,3,more,small,low,unacc,1449,1
med,vhigh,2,more,small,low,unacc,882,1
med,high,3,2,big,high,unacc,1007,1
vhigh,vhigh,4,2,med,med,unacc,58,1
high,med,5more,4,big,low,unacc,744,1
vhigh,vhigh,2,more,big,high,unacc,26,1
vhigh,vhigh,3,more,med,high,unacc,50,1
med,vhigh,3,2,big,low,unacc,897,1
high,low,5more,2,small,high,unacc,839,1
low,high,3,2,big,low,unacc,1437,1
vhigh,high,5more,more,med,med,unacc,211,1
vhigh,vhigh,4,4,big,med,unacc,70,1
vhigh,vhigh,4,more,big,high,unacc,80,1
med,med,5more,2,big,low,unacc,1167,1
vhigh,high,5more,2,med,low,unacc,192,1
high,vhigh,2,4,med,low,unacc,444,1
vhigh,high,4,2,small,med,unacc,163,1
high,vhigh,2,more,med,low,unacc,453,1
high,vhigh,5more,4,small,med,unacc,523,1
vhigh,med,3,2,big,med,unacc,250,1
low,high,2,more,med,low,unacc,1425,1
med,high,2,4,big,low,unacc,987,1
high,low,3,2,small,high,unacc,785,1
low,med,2,2,med,med,unacc,1516,1
high,vhigh,4,2,big,med,unacc,493,1
med,high,2,more,small,low,unacc,990,1
med,med,2,2,big,low,unacc,1086,1
vhigh,high,3,4,small,med,unacc,145,1
med,low,2,more,big,low,unacc,1212,1
med,high,5more,4,small,low,unacc,1062,1
med,med,3,2,small,high,unacc,1109,1
med,vhigh,3,4,small,med,unacc,901,1
high,med,3,4,big,low,unacc,690,1
high,vhigh,3,2,small,low,unacc,459,1
high,vhigh,5more,more,big,high,unacc,539,1
low,high,2,2,big,low,unacc,1410,1
low,med,5more,more,big,low,unacc,1617,1
low,low,2,2,big,high,unacc,1628,1
med,high,4,4,small,low,unacc,1035,1
vhigh,vhigh,5more,4,med,med,unacc,94,1
high,med,4,4,small,low,unacc,711,1
vhigh,low,2,more,small,high,unacc,344,1
med,high,5more,more,small,low,unacc,1071,1
high,high,2,more,small,med,unacc,559,1
vhigh,high,5more,2,big,med,unacc,196,1
low,low,3,more,small,low,unacc,1665,1
vhigh,vhigh,3,more,small,low,unacc,45,1
med,med,4,2,small,high,unacc,1136,1
low,high,2,2,small,low,unacc,1404,1
vhigh,med,5more,2,small,low,unacc,297,1
vhigh,high,5more,2,big,low,unacc,195,1
vhigh,high,3,more,big,low,unacc,159,1
med,vhigh,3,2,med,high,unacc,896,1
vhigh,med,2,more,small,med,unacc,235,1
med,low,4,4,small,low,unacc,1251,1
low,low,4,2,med,low,unacc,1677,1
vhigh,low,4,4,med,low,unacc,390,1
low,low,4,2,big,high,unacc,1682,1
vhigh,high,3,more,big,high,unacc,161,1
vhigh,vhigh,2,more,med,med,unacc,22,1
high,low,3,2,med,low,unacc,786,1
low,low,3,more,med,low,unacc,1668,1
vhigh,med,4,4,big,low,unacc,285,1
vhigh,high,5more,more,big,high,unacc,215,1
vhigh,low,4,2,med,med,unacc,382,1
low,high,4,2,small,med,unacc,1459,1
high,low,2,more,small,med,unacc,775,1
med,low,3,2,big,low,unacc,1221,1
low,vhigh,4,2,med,low,unacc,1353,1
med,high,5more,2,med,low,unacc,1056,1
vhigh,med,3,2,big,low,unacc,249,1
low,med,2,more,small,high,unacc,1532,1
vhigh,low,4,2,med,high,unacc,383,1
med,vhigh,3,4,small,low,unacc,900,1
vhigh,high,2,2,med,med,unacc,112,1
high,med,3,2,small,high,unacc,677,1
low,med,2,2,med,low,unacc,1515,1
vhigh,vhigh,5more,4,small,low,unacc,90,1
low,low,5more,4,big,low,unacc,1716,1
high,med,2,2,small,high,unacc,650,1
vhigh,med,2,2,med,high,unacc,221,1
low,low,4,more,small,low,unacc,1692,1
high,high,2,more,big,low,unacc,564,1
med,low,3,2,small,high,unacc,1217,1
high,med,2,2,med,med,unacc,652,1
vhigh,high,2,more,med,low,unacc,129,1
high,vhigh,4,2,small,high,unacc,488,1
low,med,5more,2,small,med,unacc,1594,1
med,low,2,2,small,high,unacc,1190,1
med,low,5more,2,big,high,unacc,1277,1
low,low,3,2,med,med,unacc,1651,1
high,med,3,more,med,low,unacc,696,1
low,vhigh,4,4,med,low,unacc,1362,1
vhigh,med,2,4,med,low,unacc,228,1
med,low,2,2,big,low,unacc,1194,1
med,low,5more,2,med,high,unacc,1274,1
high,vhigh,3,2,med,med,unacc,463,1
high,low,2,2,small,med,unacc,757,1
low,low,5more,2,big,low,unacc,1707,1
high,high,5more,2,med,high,unacc,626,1
low,vhigh,2,4,med,med,unacc,1309,1
med,low,4,2,big,low,unacc,1248,1
med,high,4,4,small,med,unacc,1036,1
vhigh,low,2,2,big,med,unacc,331,1
med,low,2,more,small,high,unacc,1208,1
high,med,4,2,small,low,unacc,702,1
high,low,4,4,big,low,unacc,825,1
high,med,5more,more,small,high,acc,749,1
high,low,5more,4,small,high,acc,848,1
vhigh,med,2,4,big,med,acc,232,1
low,med,4,4,small,med,acc,1576,1
vhigh,med,5more,4,big,med,acc,313,1
low,high,5more,more,small,high,acc,1505,1
high,med,3,4,small,high,acc,686,1
vhigh,low,3,more,small,high,acc,371,1
med,low,5more,more,small,med,acc,1288,1
med,high,2,4,big,high,acc,989,1
vhigh,low,2,more,big,high,acc,350,1
vhigh,low,5more,more,med,med,acc,427,1
high,high,5more,more,small,high,acc,641,1
high,med,5more,4,med,high,acc,743,1
high,med,4,more,med,med,acc,724,1
high,med,3,more,big,med,acc,700,1
med,high,5more,4,big,high,acc,1070,1
low,high,5more,4,small,high,acc,1496,1
med,high,4,4,small,high,acc,1037,1
high,low,4,more,big,high,acc,836,1
vhigh,low,4,4,small,high,acc,389,1
med,high,4,more,small,high,acc,1046,1
vhigh,med,5more,more,med,high,acc,320,1
med,vhigh,3,more,med,med,acc,913,1
high,high,2,more,big,high,acc,566,1
vhigh,low,2,more,med,high,acc,347,1
vhigh,med,3,4,big,med,acc,259,1
high,low,2,4,med,high,acc,770,1
vhigh,low,3,more,med,med,acc,373,1
low,low,2,4,med,med,acc,1633,1
med,med,2,4,med,high,acc,1094,1
med,high,2,more,big,high,acc,998,1
low,high,3,more,small,med,acc,1450,1
low,high,3,4,big,med,acc,1447,1
low,high,2,4,med,med,acc,1417,1
low,high,5more,more,med,med,acc,1507,1
high,med,2,more,big,med,acc,673,1
vhigh,med,4,4,big,high,acc,287,1
med,med,3,4,big,med,acc,1123,1
med,vhigh,5more,4,med,high,acc,959,1
high,low,5more,4,med,high,acc,851,1
high,low,3,more,small,high,acc,803,1
low,vhigh,3,4,big,med,acc,1339,1
high,med,4,4,big,high,acc,719,1
high,high,3,more,med,high,acc,590,1
low,low,3,4,med,med,acc,1660,1
med,vhigh,2,more,big,high,acc,890,1
med,med,4,more,small,med,acc,1153,1
low,low,5more,4,small,med,acc,1711,1
med,med,3,more,small,high,acc,1127,1
high,med,5more,4,big,high,acc,746,1
med,vhigh,3,4,big,med,acc,907,1
low,med,3,4,med,med,acc,1552,1
med,med,4,4,big,med,acc,1150,1
high,med,4,more,small,high,acc,722,1
low,vhigh,4,more,big,med,acc,1375,1
high,high,5more,4,med,high,acc,635,1
med,med,5more,more,small,med,acc,1180,1
low,med,3,4,small,med,acc,1549,1
med,high,3,more,small,high,acc,1019,1
vhigh,med,4,more,big,high,acc,296,1
low,high,3,more,small,high,acc,1451,1
high,med,3,more,big,high,acc,701,1
low,vhigh,5more,4,med,high,acc,1391,1
med,med,3,4,med,high,acc,1121,1
high,high,5more,4,big,med,acc,637,1
low,high,2,more,big,med,acc,1429,1
high,low,5more,more,med,med,acc,859,1
med,high,3,4,big,high,acc,1016,1
vhigh,med,3,more,small,high,acc,263,1
vhigh,low,4,more,big,high,acc,404,1
high,high,2,4,med,high,acc,554,1
low,vhigh,5more,more,big,high,acc,1403,1
high,low,5more,4,big,high,acc,854,1
high,high,2,4,small,high,acc,551,1
high,med,4,4,small,high,acc,713,1
low,vhigh,3,4,big,high,acc,1340,1
low,vhigh,4,more,big,high,acc,1376,1
vhigh,med,2,4,small,high,acc,227,1
low,vhigh,5more,4,med,med,acc,1390,1
med,vhigh,3,more,big,high,acc,917,1
med,med,2,4,small,med,acc,1090,1
med,vhigh,3,4,small,high,acc,902,1
med,vhigh,5more,more,med,high,acc,968,1
high,low,5more,more,small,high,acc,857,1
high,high,4,4,big,med,acc,610,1
high,low,2,4,big,high,acc,773,1
high,low,2,4,small,high,acc,767,1
low,vhigh,2,4,big,high,acc,1313,1
low,high,3,4,small,med,acc,1441,1
med,vhigh,3,more,small,high,acc,911,1
high,med,3,4,med,high,acc,689,1
low,low,3,4,small,med,acc,1657,1
low,vhigh,3,more,big,med,acc,1348,1
high,high,5more,more,med,med,acc,643,1
med,high,4,4,big,high,acc,1043,1
med,vhigh,4,more,big,med,acc,943,1
high,low,4,4,med,high,acc,824,1
high,high,4,more,med,med,acc,616,1
med,high,5more,more,big,med,acc,1078,1
med,med,5more,more,med,med,acc,1183,1
low,med,4,more,small,med,acc,1585,1
high,low,5more,more,big,high,acc,863,1
high,high,5more,4,big,high,acc,638,1
med,high,3,4,med,high,acc,1013,1
med,vhigh,2,more,med,high,acc,887,1
vhigh,med,2,4,big,high,acc,233,1
low,vhigh,5more,more,small,high,acc,1397,1
high,high,4,4,big,high,acc,611,1
low,med,2,more,med,med,acc,1534,1
med,vhigh,5more,more,big,med,acc,970,1
med,med,4,4,med,med,acc,1147,1
vhigh,low,4,4,big,high,acc,395,1
med,vhigh,4,4,med,high,acc,932,1
high,med,5more,more,big,med,acc,754,1
low,vhigh,5more,more,med,high,acc,1400,1
low,vhigh,3,4,med,high,acc,1337,1
vhigh,med,3,4,small,high,acc,254,1
med,vhigh,5more,more,med,med,acc,967,1
high,high,3,more,big,high,acc,593,1
low,high,3,more,med,med,acc,1453,1
high,high,2,more,big,med,acc,565,1
vhigh,low,4,4,med,high,acc,392,1
high,high,4,more,big,high,acc,620,1
low,vhigh,4,more,med,high,acc,1373,1
vhigh,med,3,more,big,med,acc,268,1
low,vhigh,3,more,big,high,acc,1349,1
med,vhigh,5more,more,small,high,acc,965,1
med,med,4,more,big,med,acc,1159,1
vhigh,low,2,more,big,med,acc,349,1
high,low,4,4,small,high,acc,821,1
low,high,2,4,med,high,acc,1418,1
med,med,5more,4,small,med,acc,1171,1
low,vhigh,4,4,small,high,acc,1361,1
high,med,3,more,med,high,acc,698,1
vhigh,low,3,4,big,med,acc,367,1
low,high,3,more,big,med,acc,1456,1
med,vhigh,4,4,big,high,acc,935,1
low,vhigh,5more,4,small,high,acc,1388,1
low,vhigh,4,4,med,med,acc,1363,1
med,vhigh,5more,4,big,med,acc,961,1
vhigh,med,5more,4,med,high,acc,311,1
low,high,3,4,med,high,acc,1445,1
med,vhigh,2,4,big,high,acc,881,1
low,vhigh,2,more,big,high,acc,1322,1
low,low,4,more,small,med,acc,1693,1
med,vhigh,5more,4,med,med,acc,958,1
