buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,set
vhigh,high,3,2,med,high,unacc,140,1
high,med,3,4,med,low,unacc,687,1
high,med,3,4,small,low,unacc,684,1
low,high,4,2,small,high,unacc,1460,1
low,vhigh,5more,2,med,low,unacc,1380,1
med,med,4,2,small,low,unacc,1134,1
high,vhigh,2,more,med,low,unacc,453,1
high,vhigh,3,2,med,med,unacc,463,1
vhigh,low,4,2,big,med,unacc,385,1
vhigh,vhigh,3,more,med,med,unacc,49,1
low,low,3,4,small,low,unacc,1656,1
med,med,5more,2,big,high,unacc,1169,1
med,med,2,2,big,low,unacc,1086,1
high,vhigh,4,4,small,low,unacc,495,1
high,low,4,2,big,med,unacc,817,1
med,high,4,more,big,low,unacc,1050,1
vhigh,high,5more,more,small,high,unacc,209,1
vhigh,high,3,2,med,med,unacc,139,1
vhigh,vhigh,5more,more,small,med,unacc,100,1
med,low,3,2,big,low,unacc,1221,1
med,med,2,2,med,low,unacc,1083,1
med,vhigh,2,2,big,high,unacc,872,1
med,med,4,2,med,low,unacc,1137,1
vhigh,low,5more,2,small,med,unacc,406,1
high,med,3,4,med,med,unacc,688,1
vhigh,vhigh,2,more,med,med,unacc,22,1
vhigh,med,4,2,small,med,unacc,271,1
low,low,4,2,med,high,unacc,1679,1
vhigh,high,4,4,small,high,unacc,173,1
med,high,3,2,big,low,unacc,1005,1
high,med,2,4,big,low,unacc,663,1
med,vhigh,3,4,small,med,unacc,901,1
low,low,2,2,med,med,unacc,1624,1
high,low,4,more,small,low,unacc,828,1
vhigh,med,4,4,small,med,unacc,280,1
med,high,2,4,med,med,unacc,985,1
vhigh,med,3,more,small,med,unacc,262,1
high,med,2,more,med,low,unacc,669,1
vhigh,vhigh,3,4,small,high,unacc,38,1
low,high,4,4,med,low,unacc,1470,1
high,vhigh,5more,2,big,low,unacc,519,1
high,vhigh,3,4,med,med,unacc,472,1
vhigh,high,3,4,med,low,unacc,147,1
high,low,3,2,med,med,unacc,787,1
vhigh,high,4,4,big,low,unacc,177,1
med,high,4,2,big,med,unacc,1033,1
med,low,2,2,big,low,unacc,1194,1
low,med,4,2,big,high,unacc,1574,1
low,high,2,2,med,high,unacc,1409,1
med,med,2,2,big,med,unacc,1087,1
vhigh,high,2,more,small,high,unacc,128,1
vhigh,low,2,2,med,low,unacc,327,1
low,vhigh,2,more,small,med,unacc,1315,1
vhigh,high,3,4,big,low,unacc,150,1
med,vhigh,2,more,med,med,unacc,886,1
vhigh,vhigh,3,more,med,high,unacc,50,1
high,med,2,2,med,low,unacc,651,1
low,vhigh,5more,2,big,med,unacc,1384,1
low,med,5more,2,med,med,unacc,1597,1
med,low,5more,2,med,low,unacc,1272,1
low,high,5more,4,small,low,unacc,1494,1
med,low,2,more,small,low,unacc,1206,1
vhigh,vhigh,5more,4,med,high,unacc,95,1
low,low,3,more,big,low,unacc,1671,1
high,med,4,4,med,low,unacc,714,1
med,high,3,2,big,high,unacc,1007,1
low,vhigh,5more,4,big,low,unacc,1392,1
med,vhigh,5more,4,big,low,unacc,960,1
high,med,5more,2,small,med,unacc,730,1
med,low,2,2,small,med,unacc,1189,1
high,med,4,2,small,med,unacc,703,1
med,high,2,2,med,med,unacc,976,1
vhigh,low,3,2,med,high,unacc,356,1
low,vhigh,3,2,med,high,unacc,1328,1
med,vhigh,3,2,small,med,unacc,892,1
med,high,5more,more,big,low,unacc,1077,1
high,med,5more,more,small,low,unacc,747,1
vhigh,med,2,more,med,med,unacc,238,1
vhigh,med,3,2,big,low,unacc,249,1
high,med,4,4,small,med,unacc,712,1
vhigh,high,4,more,med,low,unacc,183,1
vhigh,med,2,more,small,low,unacc,234,1
high,low,4,4,med,low,unacc,822,1
high,vhigh,3,more,big,high,unacc,485,1
vhigh,high,4,2,small,med,unacc,163,1
med,low,3,4,med,low,unacc,1227,1
low,med,5more,more,med,low,unacc,1614,1
high,low,2,4,med,med,unacc,769,1
vhigh,low,2,2,small,low,unacc,324,1
low,vhigh,3,more,big,low,unacc,1347,1
vhigh,med,2,more,med,low,unacc,237,1
vhigh,low,4,2,big,high,unacc,386,1
med,high,4,2,big,low,unacc,1032,1
high,low,5more,2,small,low,unacc,837,1
vhigh,med,3,4,small,low,unacc,252,1
low,low,4,more,big,low,unacc,1698,1
vhigh,high,3,4,big,high,unacc,152,1
vhigh,med,2,4,med,low,unacc,228,1
vhigh,high,4,2,big,low,unacc,168,1
high,vhigh,4,2,med,med,unacc,490,1
vhigh,high,2,2,med,high,unacc,113,1
med,low,3,more,small,low,unacc,1233,1
low,med,2,2,small,med,unacc,1513,1
vhigh,vhigh,3,4,med,high,unacc,41,1
vhigh,vhigh,3,more,small,med,unacc,46,1
high,low,5more,2,med,med,unacc,841,1
low,high,2,4,small,low,unacc,1413,1
low,vhigh,5more,2,big,low,unacc,1383,1
med,low,3,2,big,high,unacc,1223,1
vhigh,vhigh,2,4,small,med,unacc,10,1
vhigh,vhigh,2,2,med,low,unacc,3,1
vhigh,med,4,4,med,low,unacc,282,1
low,med,4,2,med,high,unacc,1571,1
low,vhigh,4,2,small,low,unacc,1350,1
vhigh,low,2,2,big,high,unacc,332,1
med,high,5more,2,med,high,unacc,1058,1
vhigh,vhigh,5more,2,med,low,unacc,84,1
high,high,4,2,small,low,unacc,594,1
med,low,2,more,big,low,unacc,1212,1
high,med,5more,more,small,med,unacc,748,1
low,low,2,2,big,med,unacc,1627,1
low,vhigh,5more,2,small,med,unacc,1378,1
low,med,3,2,small,high,unacc,1541,1
low,vhigh,5more,4,small,med,unacc,1387,1
high,high,5more,more,med,low,unacc,642,1
low,vhigh,2,4,med,med,unacc,1309,1
med,low,3,2,small,high,unacc,1217,1
high,med,2,more,med,med,unacc,670,1
low,med,2,2,small,high,unacc,1514,1
vhigh,med,2,4,small,low,unacc,225,1
med,vhigh,5more,2,med,high,unacc,950,1
vhigh,high,2,4,small,low,unacc,117,1
vhigh,high,2,2,big,low,unacc,114,1
high,med,2,2,med,high,unacc,653,1
high,vhigh,5more,2,big,high,unacc,521,1
high,high,5more,2,small,low,unacc,621,1
low,med,4,4,small,low,unacc,1575,1
vhigh,high,3,4,small,med,unacc,145,1
vhigh,vhigh,4,more,big,low,unacc,78,1
med,low,3,more,big,low,unacc,1239,1
low,high,5more,2,big,low,unacc,1491,1
high,med,3,more,med,low,unacc,696,1
low,high,3,2,small,high,unacc,1433,1
vhigh,low,5more,2,small,low,unacc,405,1
vhigh,vhigh,4,2,small,med,unacc,55,1
low,vhigh,2,4,small,low,unacc,1305,1
med,vhigh,4,2,med,med,unacc,922,1
high,high,5more,more,small,med,unacc,640,1
med,high,3,4,big,low,unacc,1014,1
vhigh,low,5more,2,small,high,unacc,407,1
high,vhigh,5more,2,small,low,unacc,513,1
high,vhigh,5more,more,med,high,unacc,536,1
med,low,5more,2,big,med,unacc,1276,1
med,vhigh,4,2,small,low,unacc,918,1
vhigh,low,4,4,small,med,unacc,388,1
high,low,5more,2,big,low,unacc,843,1
med,vhigh,3,2,big,high,unacc,899,1
low,low,3,more,med,low,unacc,1668,1
vhigh,vhigh,5more,2,big,med,unacc,88,1
vhigh,vhigh,2,2,small,low,unacc,0,1
med,vhigh,2,4,small,med,unacc,874,1
med,vhigh,5more,more,big,low,unacc,969,1
low,high,2,more,small,low,unacc,1422,1
med,low,3,4,big,low,unacc,1230,1
low,high,5more,more,med,low,unacc,1506,1
high,high,3,4,big,low,unacc,582,1
high,vhigh,5more,2,small,med,unacc,514,1
high,low,3,2,med,low,unacc,786,1
high,high,2,more,small,med,unacc,559,1
vhigh,high,5more,4,small,high,unacc,200,1
med,low,5more,more,small,low,unacc,1287,1
vhigh,high,4,2,big,med,unacc,169,1
low,high,4,more,med,low,unacc,1479,1
vhigh,vhigh,3,4,small,med,unacc,37,1
high,med,2,2,big,med,unacc,655,1
high,high,4,2,med,high,unacc,599,1
med,high,2,2,med,low,unacc,975,1
low,med,5more,2,small,low,unacc,1593,1
vhigh,low,5more,2,med,med,unacc,409,1
low,low,5more,2,big,high,unacc,1709,1
low,med,4,2,small,high,unacc,1568,1
high,med,3,2,med,low,unacc,678,1
low,med,3,2,big,med,unacc,1546,1
high,vhigh,5more,4,small,low,unacc,522,1
med,med,2,4,small,low,unacc,1089,1
vhigh,vhigh,4,2,med,med,unacc,58,1
vhigh,vhigh,5more,2,big,high,unacc,89,1
low,vhigh,2,more,big,low,unacc,1320,1
high,med,5more,more,med,low,unacc,750,1
med,med,2,2,small,low,unacc,1080,1
vhigh,vhigh,2,4,small,low,unacc,9,1
high,high,4,4,small,med,unacc,604,1
high,med,4,2,med,med,unacc,706,1
vhigh,med,4,2,med,low,unacc,273,1
vhigh,high,4,4,small,med,unacc,172,1
med,vhigh,3,more,small,low,unacc,909,1
high,vhigh,2,4,small,high,unacc,443,1
low,low,4,more,small,low,unacc,1692,1
vhigh,high,4,4,med,high,unacc,176,1
low,high,3,2,big,low,unacc,1437,1
high,high,3,4,med,med,unacc,580,1
vhigh,med,2,2,big,med,unacc,223,1
med,low,4,2,small,med,unacc,1243,1
high,high,4,2,small,med,unacc,595,1
low,vhigh,4,more,med,low,unacc,1371,1
med,med,3,2,small,high,unacc,1109,1
high,low,2,2,big,high,unacc,764,1
vhigh,low,2,2,med,high,unacc,329,1
med,low,2,2,small,high,unacc,1190,1
low,vhigh,5more,4,small,low,unacc,1386,1
med,high,2,2,big,med,unacc,979,1
vhigh,vhigh,4,more,med,med,unacc,76,1
vhigh,low,5more,2,med,high,unacc,410,1
vhigh,med,2,2,big,low,unacc,222,1
med,med,2,more,small,med,unacc,1099,1
high,high,5more,2,big,low,unacc,627,1
high,high,4,4,small,low,unacc,603,1
high,vhigh,4,4,med,low,unacc,498,1
vhigh,vhigh,4,more,small,med,unacc,73,1
vhigh,med,4,2,big,low,unacc,276,1
vhigh,high,3,more,small,low,unacc,153,1
high,high,3,2,big,low,unacc,573,1
vhigh,low,4,4,big,low,unacc,393,1
low,high,5more,2,big,high,unacc,1493,1
vhigh,vhigh,4,2,big,med,unacc,61,1
med,high,3,2,med,med,unacc,1003,1
med,high,5more,4,big,low,unacc,1068,1
high,high,5more,2,big,med,unacc,628,1
vhigh,med,5more,2,med,med,unacc,301,1
vhigh,vhigh,5more,more,med,low,unacc,102,1
med,vhigh,5more,more,small,med,unacc,964,1
med,high,5more,4,med,low,unacc,1065,1
high,low,2,more,small,low,unacc,774,1
high,high,2,2,big,low,unacc,546,1
vhigh,med,4,more,big,low,unacc,294,1
med,med,4,2,big,low,unacc,1140,1
vhigh,med,3,2,small,low,unacc,243,1
vhigh,vhigh,3,4,small,low,unacc,36,1
low,vhigh,2,4,big,low,unacc,1311,1
high,vhigh,5more,2,med,med,unacc,517,1
high,low,3,4,big,low,unacc,798,1
high,low,3,2,big,high,unacc,791,1
high,low,2,more,small,high,unacc,776,1
low,med,4,more,big,low,unacc,1590,1
high,high,2,more,big,low,unacc,564,1
med,med,5more,4,big,low,unacc,1176,1
low,vhigh,2,2,big,med,unacc,1303,1
high,low,2,more,big,low,unacc,780,1
vhigh,vhigh,4,4,small,med,unacc,64,1
high,low,2,2,big,low,unacc,762,1
high,low,5more,more,med,low,unacc,858,1
low,med,4,4,med,low,unacc,1578,1
low,med,3,2,med,high,unacc,1544,1
vhigh,med,5more,2,med,high,unacc,302,1
high,vhigh,2,4,med,high,unacc,446,1
low,low,2,2,big,high,unacc,1628,1
high,med,5more,more,big,low,unacc,753,1
med,low,5more,4,med,low,unacc,1281,1
low,high,3,more,big,low,unacc,1455,1
low,vhigh,4,4,med,low,unacc,1362,1
high,med,2,2,small,med,unacc,649,1
vhigh,med,3,2,small,high,unacc,245,1
vhigh,med,5more,4,small,low,unacc,306,1
low,low,3,2,big,med,unacc,1654,1
med,high,4,more,small,low,unacc,1044,1
med,med,3,2,med,high,unacc,1112,1
high,high,5more,4,big,low,unacc,636,1
med,vhigh,5more,4,med,low,unacc,957,1
med,vhigh,3,4,small,low,unacc,900,1
high,high,3,more,small,low,unacc,585,1
high,vhigh,5more,more,big,med,unacc,538,1
high,med,5more,4,small,med,unacc,739,1
low,vhigh,4,2,big,high,unacc,1358,1
vhigh,med,4,2,med,high,unacc,275,1
med,med,2,more,med,low,unacc,1101,1
med,low,3,2,med,med,unacc,1219,1
med,high,5more,4,small,med,unacc,1063,1
high,low,4,4,big,low,unacc,825,1
high,vhigh,2,4,med,low,unacc,444,1
vhigh,high,4,4,med,med,unacc,175,1
med,vhigh,2,2,med,high,unacc,869,1
vhigh,high,3,2,med,low,unacc,138,1
low,med,2,more,small,low,unacc,1530,1
high,vhigh,4,more,med,high,unacc,509,1
high,vhigh,5more,more,big,low,unacc,537,1
high,high,2,2,small,high,unacc,542,1
high,vhigh,2,more,small,high,unacc,452,1
vhigh,low,4,2,big,low,unacc,384,1
med,med,5more,2,big,med,unacc,1168,1
high,low,5more,4,small,low,unacc,846,1
high,low,4,2,med,med,unacc,814,1
vhigh,high,2,4,big,low,unacc,123,1
vhigh,med,5more,more,med,low,unacc,318,1
med,vhigh,2,more,small,med,unacc,883,1
vhigh,vhigh,2,4,big,low,unacc,15,1
vhigh,high,4,2,small,low,unacc,162,1
high,high,2,more,med,med,unacc,562,1
vhigh,high,4,4,big,high,unacc,179,1
vhigh,med,3,2,med,high,unacc,248,1
vhigh,low,4,4,med,low,unacc,390,1
high,high,3,more,small,med,unacc,586,1
low,low,5more,2,small,med,unacc,1702,1
high,vhigh,2,2,med,med,unacc,436,1
low,vhigh,5more,more,small,med,unacc,1396,1
vhigh,high,3,more,big,high,unacc,161,1
high,vhigh,3,more,small,med,unacc,478,1
high,vhigh,3,2,small,high,unacc,461,1
low,low,2,2,small,med,unacc,1621,1
low,vhigh,4,2,big,med,unacc,1357,1
vhigh,high,3,2,small,med,unacc,136,1
vhigh,high,5more,2,small,med,unacc,190,1
vhigh,vhigh,3,2,small,med,unacc,28,1
high,vhigh,3,2,big,med,unacc,466,1
high,vhigh,4,more,med,med,unacc,508,1
vhigh,vhigh,3,4,big,high,unacc,44,1
vhigh,vhigh,4,4,med,low,unacc,66,1
med,high,3,2,big,med,unacc,1006,1
vhigh,vhigh,3,more,big,med,unacc,52,1
vhigh,high,3,more,med,med,unacc,157,1
vhigh,high,2,4,big,high,unacc,125,1
high,high,4,4,big,low,unacc,609,1
high,high,2,2,big,med,unacc,547,1
vhigh,vhigh,3,more,big,high,unacc,53,1
med,low,5more,more,big,low,unacc,1293,1
vhigh,low,2,2,big,low,unacc,330,1
low,low,3,2,small,med,unacc,1648,1
low,low,4,2,small,high,unacc,1676,1
med,high,3,more,big,low,unacc,1023,1
vhigh,med,4,4,big,low,unacc,285,1
med,med,2,2,med,med,unacc,1084,1
vhigh,med,4,2,big,med,unacc,277,1
vhigh,low,3,2,small,low,unacc,351,1
med,low,5more,more,med,low,unacc,1290,1
med,vhigh,4,2,med,high,unacc,923,1
vhigh,high,2,2,med,med,unacc,112,1
med,vhigh,2,2,big,low,unacc,870,1
low,high,3,more,small,low,unacc,1449,1
high,med,2,more,small,med,unacc,667,1
vhigh,vhigh,2,2,med,med,unacc,4,1
vhigh,med,5more,2,small,med,unacc,298,1
high,low,3,4,small,low,unacc,792,1
high,vhigh,4,more,big,low,unacc,510,1
high,med,5more,2,med,high,unacc,734,1
high,vhigh,4,2,big,high,unacc,494,1
high,vhigh,5more,4,med,med,unacc,526,1
high,low,5more,2,big,high,unacc,845,1
med,low,4,2,med,med,unacc,1246,1
med,med,3,2,big,low,unacc,1113,1
low,high,4,2,med,high,unacc,1463,1
med,low,4,4,big,low,unacc,1257,1
vhigh,high,5more,2,big,low,unacc,195,1
med,low,5more,4,big,low,unacc,1284,1
med,high,2,2,small,high,unacc,974,1
vhigh,med,5more,4,small,med,unacc,307,1
high,high,4,4,med,low,unacc,606,1
med,vhigh,5more,2,small,low,unacc,945,1
low,med,2,more,big,low,unacc,1536,1
low,high,5more,2,small,med,unacc,1486,1
med,vhigh,2,2,small,low,unacc,864,1
low,vhigh,2,more,med,low,unacc,1317,1
vhigh,low,3,4,small,low,unacc,360,1
high,low,4,more,med,low,unacc,831,1
med,high,5more,2,med,low,unacc,1056,1
med,med,5more,2,small,high,unacc,1163,1
med,med,3,2,med,med,unacc,1111,1
low,low,5more,2,small,high,unacc,1703,1
med,med,3,2,big,high,unacc,1115,1
high,vhigh,3,4,big,med,unacc,475,1
low,high,2,2,small,med,unacc,1405,1
high,low,4,4,med,med,acc,823,1
high,med,3,4,big,med,acc,691,1
vhigh,low,4,more,big,high,acc,404,1
med,med,4,more,med,med,acc,1156,1
high,high,3,more,med,med,acc,589,1
high,high,4,more,big,high,acc,620,1
med,high,4,4,med,med,acc,1039,1
high,low,3,more,big,med,acc,808,1
high,low,4,4,med,high,acc,824,1
low,high,5more,4,big,med,acc,1501,1
low,vhigh,3,4,big,med,acc,1339,1
med,high,4,4,big,high,acc,1043,1
med,high,5more,4,big,high,acc,1070,1
high,med,4,4,big,med,acc,718,1
low,low,3,4,med,med,acc,1660,1
high,low,3,4,big,med,acc,799,1
high,high,4,4,big,med,acc,610,1
high,high,3,4,small,high,acc,578,1
low,med,4,4,small,med,acc,1576,1
low,vhigh,5more,4,med,med,acc,1390,1
low,high,3,4,med,med,acc,1444,1
high,low,3,4,big,high,acc,800,1
med,high,3,4,big,med,acc,1015,1
med,high,2,more,big,med,acc,997,1
vhigh,low,5more,more,med,med,acc,427,1
med,vhigh,3,more,med,high,acc,914,1
vhigh,med,3,more,big,high,acc,269,1
low,high,4,more,med,med,acc,1480,1
vhigh,low,3,more,small,high,acc,371,1
med,low,5more,more,small,med,acc,1288,1
low,vhigh,4,4,big,high,acc,1367,1
high,low,3,more,big,high,acc,809,1
high,high,5more,more,big,high,acc,647,1
med,high,2,more,med,high,acc,995,1
high,high,3,more,big,high,acc,593,1
low,med,3,4,med,med,acc,1552,1
low,low,3,more,small,med,acc,1666,1
high,low,5more,4,med,high,acc,851,1
low,vhigh,5more,more,med,high,acc,1400,1
low,vhigh,5more,4,small,high,acc,1388,1
med,vhigh,4,more,small,high,acc,938,1
high,med,4,more,big,high,acc,728,1
med,vhigh,3,more,small,high,acc,911,1
med,high,4,4,small,high,acc,1037,1
med,vhigh,4,more,big,med,acc,943,1
med,med,4,4,small,med,acc,1144,1
med,vhigh,3,4,small,high,acc,902,1
high,high,5more,4,big,high,acc,638,1
high,med,5more,more,big,high,acc,755,1
low,high,2,more,med,med,acc,1426,1
low,vhigh,4,more,big,med,acc,1375,1
high,high,5more,4,small,high,acc,632,1
low,vhigh,4,more,med,high,acc,1373,1
vhigh,low,3,4,big,high,acc,368,1
med,high,3,more,small,high,acc,1019,1
high,low,3,more,med,high,acc,806,1
low,vhigh,4,more,small,high,acc,1370,1
med,med,2,4,big,med,acc,1096,1
med,high,5more,4,med,med,acc,1066,1
med,med,5more,4,small,med,acc,1171,1
high,low,4,4,small,high,acc,821,1
med,high,5more,more,big,med,acc,1078,1
high,high,2,more,big,med,acc,565,1
high,low,5more,4,big,high,acc,854,1
low,vhigh,5more,more,small,high,acc,1397,1
low,med,2,4,small,med,acc,1522,1
med,vhigh,3,more,med,med,acc,913,1
med,med,2,4,med,med,acc,1093,1
med,med,2,more,med,med,acc,1102,1
low,high,3,4,big,med,acc,1447,1
low,high,2,4,small,high,acc,1415,1
med,med,3,more,big,med,acc,1132,1
vhigh,low,5more,4,small,high,acc,416,1
vhigh,med,3,more,small,high,acc,263,1
vhigh,med,2,4,big,high,acc,233,1
high,high,4,4,big,high,acc,611,1
high,high,4,4,med,high,acc,608,1
vhigh,med,3,more,med,high,acc,266,1
vhigh,low,5more,4,big,med,acc,421,1
high,low,5more,more,med,high,acc,860,1
med,high,5more,4,big,med,acc,1069,1
med,med,3,more,small,med,acc,1126,1
med,vhigh,5more,more,big,high,acc,971,1
high,low,3,more,med,med,acc,805,1
high,high,2,4,small,high,acc,551,1
high,med,3,4,small,high,acc,686,1
med,vhigh,5more,4,big,med,acc,961,1
low,med,5more,more,small,med,acc,1612,1
med,low,3,more,small,med,acc,1234,1
low,high,3,more,big,med,acc,1456,1
vhigh,low,3,4,small,high,acc,362,1
vhigh,med,5more,4,big,med,acc,313,1
med,med,4,4,med,med,acc,1147,1
vhigh,med,5more,4,small,high,acc,308,1
high,high,4,4,med,med,acc,607,1
high,high,2,more,big,high,acc,566,1
low,high,2,more,med,high,acc,1427,1
med,vhigh,4,4,med,high,acc,932,1
med,high,3,4,big,high,acc,1016,1
vhigh,med,2,4,big,med,acc,232,1
low,med,4,more,small,med,acc,1585,1
high,med,4,4,small,high,acc,713,1
high,med,2,4,med,high,acc,662,1
high,med,5more,more,med,high,acc,752,1
low,vhigh,3,more,big,med,acc,1348,1
low,low,2,4,small,med,acc,1630,1
high,med,3,more,big,med,acc,700,1
vhigh,low,4,more,med,high,acc,401,1
med,vhigh,5more,4,med,med,acc,958,1
low,vhigh,3,more,med,high,acc,1346,1
high,med,4,4,big,high,acc,719,1
vhigh,med,5more,4,med,high,acc,311,1
med,med,5more,more,big,med,acc,1186,1
high,med,5more,4,med,high,acc,743,1
low,vhigh,3,4,med,high,acc,1337,1
med,vhigh,5more,more,med,med,acc,967,1
med,med,2,4,med,high,acc,1094,1
med,low,3,4,small,med,acc,1225,1
med,high,4,more,big,med,acc,1051,1
vhigh,med,4,4,big,high,acc,287,1
vhigh,low,4,4,big,high,acc,395,1
vhigh,med,5more,more,small,high,acc,317,1
low,low,2,more,med,med,acc,1642,1
low,high,2,4,med,high,acc,1418,1
med,med,3,4,small,med,acc,1117,1
low,vhigh,3,4,small,high,acc,1334,1
high,low,2,4,big,high,acc,773,1
med,med,5more,more,small,med,acc,1180,1
vhigh,low,5more,more,big,med,acc,430,1
high,high,4,more,big,med,acc,619,1
high,high,2,4,med,high,acc,554,1
low,low,3,4,small,med,acc,1657,1
high,low,5more,4,big,med,acc,853,1
high,high,4,more,med,high,acc,617,1
med,vhigh,2,4,big,high,acc,881,1
low,med,3,4,small,med,acc,1549,1
med,low,4,4,small,med,acc,1252,1
low,low,4,4,small,med,acc,1684,1
low,high,2,4,med,med,acc,1417,1
vhigh,low,5more,4,big,high,acc,422,1
high,med,3,more,big,high,acc,701,1
low,vhigh,2,4,big,high,acc,1313,1
med,high,4,more,med,med,acc,1048,1
med,high,4,more,small,high,acc,1046,1
med,vhigh,3,4,big,med,acc,907,1
med,high,4,4,big,med,acc,1042,1
vhigh,low,2,4,small,high,acc,335,1
low,high,5more,more,small,med,acc,1504,1
