buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,set
vhigh,med,5more,4,big,low,unacc,312,2
high,low,2,more,med,low,unacc,777,2
med,med,5more,more,med,low,unacc,1182,2
high,vhigh,5more,4,small,high,unacc,524,2
vhigh,high,2,more,big,med,unacc,133,2
low,high,2,more,small,med,unacc,1423,2
low,med,4,2,med,med,unacc,1570,2
vhigh,high,3,2,small,med,unacc,136,2
med,vhigh,5more,2,small,low,unacc,945,2
low,high,2,2,small,high,unacc,1406,2
high,vhigh,5more,4,med,med,unacc,526,2
med,vhigh,2,4,small,low,unacc,873,2
vhigh,vhigh,2,more,med,med,unacc,22,2
high,high,4,4,big,low,unacc,609,2
med,high,5more,2,med,med,unacc,1057,2
high,vhigh,2,4,big,high,unacc,449,2
high,vhigh,4,4,med,med,unacc,499,2
high,vhigh,5more,more,small,med,unacc,532,2
low,low,5more,2,small,high,unacc,1703,2
high,med,5more,more,med,low,unacc,750,2
vhigh,vhigh,2,2,med,low,unacc,3,2
med,med,3,more,small,low,unacc,1125,2
high,med,3,2,big,high,unacc,683,2
med,high,4,2,small,med,unacc,1027,2
vhigh,vhigh,3,more,big,high,unacc,53,2
med,vhigh,4,more,med,low,unacc,939,2
med,med,5more,2,small,high,unacc,1163,2
high,vhigh,5more,more,big,low,unacc,537,2
low,med,4,more,big,low,unacc,1590,2
low,high,5more,4,big,low,unacc,1500,2
med,low,5more,more,small,low,unacc,1287,2
med,med,5more,2,small,med,unacc,1162,2
high,med,2,2,small,low,unacc,648,2
low,vhigh,2,more,small,low,unacc,1314,2
high,low,2,more,small,med,unacc,775,2
high,med,2,2,med,med,unacc,652,2
med,med,2,more,med,low,unacc,1101,2
med,med,5more,more,small,low,unacc,1179,2
high,low,2,2,med,low,unacc,759,2
vhigh,med,5more,2,med,med,unacc,301,2
vhigh,high,4,4,med,high,unacc,176,2
high,vhigh,5more,2,big,high,unacc,521,2
low,vhigh,4,more,small,med,unacc,1369,2
vhigh,high,5more,2,small,low,unacc,189,2
high,vhigh,3,4,med,med,unacc,472,2
med,high,3,4,small,med,unacc,1009,2
low,low,2,2,small,low,unacc,1620,2
low,med,4,2,med,high,unacc,1571,2
high,low,2,more,med,med,unacc,778,2
med,med,4,2,small,high,unacc,1136,2
high,low,3,4,med,low,unacc,795,2
high,low,3,2,med,low,unacc,786,2
low,low,3,2,med,low,unacc,1650,2
vhigh,vhigh,2,more,small,high,unacc,20,2
high,vhigh,3,more,med,med,unacc,481,2
vhigh,low,5more,4,small,med,unacc,415,2
med,med,5more,more,big,low,unacc,1185,2
vhigh,low,2,more,med,low,unacc,345,2
high,high,2,2,small,high,unacc,542,2
low,vhigh,4,2,small,med,unacc,1351,2
low,vhigh,5more,2,med,med,unacc,1381,2
med,high,3,4,big,low,unacc,1014,2
vhigh,med,5more,more,big,low,unacc,321,2
low,low,2,4,small,low,unacc,1629,2
vhigh,vhigh,3,2,big,high,unacc,35,2
vhigh,vhigh,5more,more,med,high,unacc,104,2
vhigh,high,2,4,med,med,unacc,121,2
med,vhigh,2,more,small,low,unacc,882,2
low,med,2,2,small,high,unacc,1514,2
med,high,2,4,small,med,unacc,982,2
med,high,4,more,small,med,unacc,1045,2
vhigh,vhigh,3,2,small,med,unacc,28,2
high,low,4,2,small,low,unacc,810,2
vhigh,med,4,2,med,low,unacc,273,2
high,med,3,4,med,low,unacc,687,2
high,med,4,2,big,high,unacc,710,2
med,med,5more,4,big,low,unacc,1176,2
med,low,4,4,big,low,unacc,1257,2
med,vhigh,3,2,small,high,unacc,893,2
med,high,2,2,small,low,unacc,972,2
low,high,2,4,med,low,unacc,1416,2
vhigh,vhigh,4,2,small,low,unacc,54,2
low,vhigh,5more,2,small,low,unacc,1377,2
vhigh,high,2,more,small,low,unacc,126,2
high,low,4,2,small,high,unacc,812,2
vhigh,vhigh,5more,2,big,med,unacc,88,2
vhigh,low,5more,2,big,med,unacc,412,2
high,med,2,4,med,low,unacc,660,2
med,high,2,2,big,high,unacc,980,2
vhigh,vhigh,2,2,med,high,unacc,5,2
low,vhigh,3,more,big,low,unacc,1347,2
vhigh,low,2,2,med,high,unacc,329,2
med,med,4,2,small,med,unacc,1135,2
med,low,4,2,small,high,unacc,1244,2
low,med,5more,more,small,low,unacc,1611,2
vhigh,vhigh,4,4,med,low,unacc,66,2
vhigh,high,4,more,small,low,unacc,180,2
med,med,2,2,big,low,unacc,1086,2
high,vhigh,2,2,big,high,unacc,440,2
low,high,4,4,small,low,unacc,1467,2
med,high,3,4,med,low,unacc,1011,2
vhigh,high,4,4,small,high,unacc,173,2
high,high,4,2,med,high,unacc,599,2
high,vhigh,4,4,small,med,unacc,496,2
vhigh,vhigh,4,2,big,med,unacc,61,2
vhigh,low,2,4,big,low,unacc,339,2
high,med,4,more,small,med,unacc,721,2
high,med,5more,2,med,high,unacc,734,2
med,vhigh,2,2,big,high,unacc,872,2
high,med,5more,4,small,low,unacc,738,2
vhigh,high,2,2,med,med,unacc,112,2
vhigh,med,3,2,big,med,unacc,250,2
low,low,4,4,med,low,unacc,1686,2
high,vhigh,5more,more,small,low,unacc,531,2
vhigh,high,5more,2,med,med,unacc,193,2
low,vhigh,2,2,big,med,unacc,1303,2
med,vhigh,3,2,med,med,unacc,895,2
high,vhigh,4,2,big,high,unacc,494,2
low,med,3,2,small,low,unacc,1539,2
vhigh,med,4,more,big,low,unacc,294,2
med,med,5more,2,med,med,unacc,1165,2
vhigh,vhigh,4,4,small,low,unacc,63,2
med,high,2,4,med,med,unacc,985,2
low,low,4,4,small,low,unacc,1683,2
vhigh,med,2,2,med,low,unacc,219,2
high,med,2,more,small,high,unacc,668,2
low,low,2,more,small,med,unacc,1639,2
high,low,4,2,med,high,unacc,815,2
med,low,3,2,small,high,unacc,1217,2
vhigh,med,3,2,big,high,unacc,251,2
high,med,4,2,big,med,unacc,709,2
low,high,4,2,small,high,unacc,1460,2
vhigh,med,2,2,med,high,unacc,221,2
high,med,3,more,big,low,unacc,699,2
low,low,3,2,big,low,unacc,1653,2
med,low,2,2,small,high,unacc,1190,2
high,high,5more,2,big,low,unacc,627,2
high,high,3,4,med,med,unacc,580,2
med,high,4,2,big,low,unacc,1032,2
vhigh,vhigh,2,2,med,med,unacc,4,2
high,high,4,more,small,med,unacc,613,2
vhigh,med,4,more,med,low,unacc,291,2
high,high,3,2,small,med,unacc,568,2
vhigh,vhigh,3,4,med,med,unacc,40,2
vhigh,vhigh,2,more,small,low,unacc,18,2
vhigh,high,3,4,med,high,unacc,149,2
high,low,3,2,small,low,unacc,783,2
high,vhigh,2,2,med,med,unacc,436,2
low,vhigh,4,more,small,low,unacc,1368,2
low,high,4,4,med,low,unacc,1470,2
low,low,2,2,med,low,unacc,1623,2
med,high,5more,4,big,low,unacc,1068,2
vhigh,low,2,4,small,med,unacc,334,2
high,vhigh,5more,more,med,med,unacc,535,2
vhigh,high,2,more,big,low,unacc,132,2
high,vhigh,2,more,big,med,unacc,457,2
low,vhigh,2,4,med,med,unacc,1309,2
vhigh,med,2,more,med,med,unacc,238,2
vhigh,high,5more,2,med,low,unacc,192,2
vhigh,high,2,2,small,high,unacc,110,2
low,med,5more,2,big,med,unacc,1600,2
high,low,3,2,med,high,unacc,788,2
low,high,4,2,big,med,unacc,1465,2
med,med,2,4,big,low,unacc,1095,2
med,med,2,more,small,low,unacc,1098,2
med,vhigh,2,2,big,low,unacc,870,2
vhigh,vhigh,3,more,big,med,unacc,52,2
med,med,4,4,med,low,unacc,1146,2
low,low,2,2,small,med,unacc,1621,2
vhigh,low,4,2,big,med,unacc,385,2
low,med,4,4,big,low,unacc,1581,2
high,med,5more,more,big,low,unacc,753,2
low,low,5more,more,big,low,unacc,1725,2
high,vhigh,4,4,big,med,unacc,502,2
med,vhigh,3,2,big,low,unacc,897,2
med,high,4,2,med,low,unacc,1029,2
vhigh,low,4,2,big,low,unacc,384,2
med,high,3,2,big,med,unacc,1006,2
low,med,3,more,med,low,unacc,1560,2
vhigh,high,3,more,big,high,unacc,161,2
vhigh,low,4,2,med,low,unacc,381,2
low,low,5more,2,big,low,unacc,1707,2
med,low,4,4,small,low,unacc,1251,2
vhigh,high,5more,more,big,med,unacc,214,2
high,low,4,more,small,med,unacc,829,2
high,low,2,more,small,high,unacc,776,2
low,med,5more,2,med,low,unacc,1596,2
vhigh,vhigh,3,more,small,med,unacc,46,2
med,vhigh,4,2,big,low,unacc,924,2
high,low,5more,2,small,high,unacc,839,2
vhigh,med,3,4,small,low,unacc,252,2
high,med,2,2,med,high,unacc,653,2
vhigh,low,5more,2,small,high,unacc,407,2
high,low,4,4,small,low,unacc,819,2
vhigh,high,5more,more,med,med,unacc,211,2
low,high,5more,2,big,high,unacc,1493,2
med,med,2,4,med,low,unacc,1092,2
med,low,3,2,big,med,unacc,1222,2
low,high,2,2,small,low,unacc,1404,2
low,high,5more,4,med,low,unacc,1497,2
med,med,3,more,med,low,unacc,1128,2
med,high,2,2,med,med,unacc,976,2
high,low,3,2,small,med,unacc,784,2
low,vhigh,2,more,med,med,unacc,1318,2
low,high,3,4,med,low,unacc,1443,2
high,vhigh,5more,more,big,high,unacc,539,2
vhigh,vhigh,4,2,small,med,unacc,55,2
low,low,4,2,med,low,unacc,1677,2
high,med,4,2,med,high,unacc,707,2
med,med,2,2,med,low,unacc,1083,2
high,med,3,2,big,med,unacc,682,2
med,high,3,2,med,high,unacc,1004,2
vhigh,low,3,2,small,high,unacc,353,2
med,vhigh,4,more,small,med,unacc,937,2
low,vhigh,4,more,med,low,unacc,1371,2
med,vhigh,2,4,small,med,unacc,874,2
low,low,5more,2,big,high,unacc,1709,2
high,vhigh,3,4,med,high,unacc,473,2
low,high,4,2,med,med,unacc,1462,2
low,med,2,4,small,low,unacc,1521,2
vhigh,med,2,more,med,low,unacc,237,2
low,med,5more,2,small,high,unacc,1595,2
med,low,4,2,big,low,unacc,1248,2
vhigh,med,2,more,small,low,unacc,234,2
high,med,2,more,small,low,unacc,666,2
med,high,3,2,big,high,unacc,1007,2
med,low,2,2,med,low,unacc,1191,2
med,low,2,4,small,low,unacc,1197,2
high,low,3,4,small,low,unacc,792,2
med,high,5more,2,big,low,unacc,1059,2
med,low,5more,2,small,low,unacc,1269,2
med,vhigh,3,4,big,low,unacc,906,2
high,high,5more,more,small,low,unacc,639,2
vhigh,med,2,4,small,low,unacc,225,2
low,high,5more,2,med,high,unacc,1490,2
low,vhigh,5more,2,big,med,unacc,1384,2
vhigh,high,3,2,med,med,unacc,139,2
vhigh,high,4,more,big,med,unacc,187,2
low,med,5more,2,small,low,unacc,1593,2
low,low,3,2,med,med,unacc,1651,2
low,low,3,2,small,med,unacc,1648,2
low,low,4,2,small,high,unacc,1676,2
low,vhigh,4,4,small,med,unacc,1360,2
high,med,2,4,med,med,unacc,661,2
vhigh,high,2,2,med,high,unacc,113,2
low,vhigh,4,4,small,low,unacc,1359,2
vhigh,low,2,4,med,med,unacc,337,2
vhigh,high,3,4,small,high,unacc,146,2
vhigh,high,3,2,med,high,unacc,140,2
vhigh,med,4,2,small,low,unacc,270,2
low,med,2,more,med,low,unacc,1533,2
med,vhigh,5more,4,small,med,unacc,955,2
high,med,3,2,small,high,unacc,677,2
med,low,5more,2,big,low,unacc,1275,2
med,med,3,2,big,high,unacc,1115,2
high,high,3,4,med,low,unacc,579,2
high,med,2,4,small,med,unacc,658,2
vhigh,high,4,2,med,low,unacc,165,2
med,low,5more,4,small,low,unacc,1278,2
high,vhigh,3,more,med,low,unacc,480,2
high,vhigh,3,2,med,high,unacc,464,2
high,vhigh,3,4,med,low,unacc,471,2
med,high,2,2,big,low,unacc,978,2
low,med,5more,2,big,low,unacc,1599,2
vhigh,high,4,2,small,high,unacc,164,2
vhigh,high,5more,2,big,med,unacc,196,2
med,med,5more,2,big,low,unacc,1167,2
high,vhigh,4,2,med,med,unacc,490,2
vhigh,vhigh,5more,more,big,med,unacc,106,2
vhigh,high,4,more,med,high,unacc,185,2
med,low,2,2,big,high,unacc,1196,2
high,low,4,more,med,low,unacc,831,2
vhigh,vhigh,2,4,small,low,unacc,9,2
high,low,2,more,big,low,unacc,780,2
vhigh,high,4,more,big,low,unacc,186,2
vhigh,med,2,4,med,med,unacc,229,2
low,vhigh,5more,more,small,med,unacc,1396,2
vhigh,vhigh,4,4,big,high,unacc,71,2
high,low,5more,2,small,low,unacc,837,2
vhigh,vhigh,3,4,small,high,unacc,38,2
vhigh,vhigh,5more,4,med,high,unacc,95,2
vhigh,med,4,more,small,med,unacc,289,2
low,high,2,2,big,low,unacc,1410,2
med,low,5more,2,med,low,unacc,1272,2
low,med,5more,2,small,med,unacc,1594,2
med,med,5more,2,big,high,unacc,1169,2
vhigh,vhigh,3,more,med,low,unacc,48,2
low,high,2,2,med,low,unacc,1407,2
vhigh,high,5more,4,small,high,unacc,200,2
med,vhigh,4,2,small,high,unacc,920,2
med,vhigh,3,more,small,low,unacc,909,2
high,vhigh,2,more,small,high,unacc,452,2
vhigh,med,3,2,med,med,unacc,247,2
med,low,4,2,med,med,unacc,1246,2
vhigh,vhigh,5more,4,small,med,unacc,91,2
vhigh,low,4,4,small,med,unacc,388,2
low,low,2,4,big,low,unacc,1635,2
vhigh,med,2,more,small,high,unacc,236,2
vhigh,low,4,more,small,med,unacc,397,2
med,low,3,4,med,low,unacc,1227,2
vhigh,vhigh,5more,2,small,low,unacc,81,2
med,low,2,more,big,low,unacc,1212,2
high,vhigh,4,2,med,low,unacc,489,2
low,low,5more,2,small,med,unacc,1702,2
med,high,5more,2,med,high,unacc,1058,2
vhigh,vhigh,2,2,big,high,unacc,8,2
high,vhigh,3,2,small,high,unacc,461,2
med,high,2,more,small,low,unacc,990,2
low,med,2,2,small,med,unacc,1513,2
high,low,2,2,big,high,unacc,764,2
low,high,5more,2,small,med,unacc,1486,2
vhigh,vhigh,3,4,med,high,unacc,41,2
low,vhigh,2,2,big,high,unacc,1304,2
low,vhigh,2,2,med,high,unacc,1301,2
low,med,4,2,big,low,unacc,1572,2
low,low,4,2,med,med,unacc,1678,2
vhigh,high,4,4,small,med,unacc,172,2
low,high,5more,2,small,high,unacc,1487,2
low,low,2,2,med,high,unacc,1625,2
low,vhigh,5more,2,med,low,unacc,1380,2
vhigh,med,2,4,big,low,unacc,231,2
med,low,5more,2,small,med,unacc,1270,2
vhigh,low,4,2,med,med,unacc,382,2
high,low,3,2,small,high,unacc,785,2
high,vhigh,2,more,med,low,unacc,453,2
low,vhigh,3,4,med,med,unacc,1336,2
vhigh,high,2,more,med,med,unacc,130,2
vhigh,low,4,4,small,low,unacc,387,2
high,low,4,2,small,med,unacc,811,2
vhigh,med,2,2,big,med,unacc,223,2
low,high,2,more,med,low,unacc,1425,2
vhigh,med,5more,4,small,low,unacc,306,2
high,med,4,4,small,med,unacc,712,2
vhigh,med,3,2,big,low,unacc,249,2
high,vhigh,5more,2,small,med,unacc,514,2
high,high,5more,4,big,low,unacc,636,2
med,med,3,2,small,low,unacc,1107,2
vhigh,vhigh,4,4,small,med,unacc,64,2
vhigh,med,2,4,med,low,unacc,228,2
med,med,4,2,big,med,unacc,1141,2
low,high,2,more,big,low,unacc,1428,2
high,vhigh,4,more,med,high,unacc,509,2
high,low,2,4,small,med,unacc,766,2
high,high,4,2,small,low,unacc,594,2
low,high,5more,more,med,low,unacc,1506,2
high,vhigh,3,4,big,low,unacc,474,2
med,med,4,2,med,low,unacc,1137,2
vhigh,high,2,more,med,low,unacc,129,2
vhigh,high,2,4,med,low,unacc,120,2
high,med,5more,4,small,med,unacc,739,2
med,high,3,2,small,med,unacc,1000,2
low,vhigh,3,4,small,med,unacc,1333,2
vhigh,vhigh,3,more,med,high,unacc,50,2
med,vhigh,5more,4,med,low,unacc,957,2
high,med,2,more,med,med,unacc,670,2
med,high,3,4,small,low,unacc,1008,2
med,low,4,2,small,med,unacc,1243,2
high,high,3,2,med,med,unacc,571,2
low,vhigh,4,4,big,low,unacc,1365,2
low,vhigh,5more,4,small,med,unacc,1387,2
vhigh,low,2,2,small,low,unacc,324,2
vhigh,vhigh,5more,2,big,high,unacc,89,2
med,high,5more,4,small,low,unacc,1062,2
low,high,3,2,med,med,unacc,1435,2
vhigh,low,5more,4,small,low,unacc,414,2
vhigh,vhigh,4,2,med,med,unacc,58,2
high,low,2,2,small,low,unacc,756,2
med,med,3,2,big,med,unacc,1114,2
vhigh,low,2,2,small,high,unacc,326,2
low,high,3,2,big,med,unacc,1438,2
high,low,4,4,big,low,unacc,825,2
med,med,2,more,small,high,unacc,1100,2
med,vhigh,4,2,med,med,unacc,922,2
high,med,3,more,small,med,unacc,694,2
high,high,2,4,big,low,unacc,555,2
vhigh,high,5more,2,small,high,unacc,191,2
vhigh,vhigh,3,4,small,low,unacc,36,2
vhigh,low,5more,2,med,high,unacc,410,2
low,med,2,4,big,low,unacc,1527,2
med,vhigh,4,2,big,med,unacc,925,2
high,low,3,2,big,med,unacc,790,2
med,med,4,4,small,low,unacc,1143,2
vhigh,low,3,more,small,med,unacc,370,2
med,med,2,2,med,high,unacc,1085,2
vhigh,med,4,2,big,low,unacc,276,2
high,med,5more,2,small,med,unacc,730,2
vhigh,low,4,4,big,low,unacc,393,2
high,med,4,2,small,med,unacc,703,2
med,high,4,4,small,low,unacc,1035,2
low,high,2,2,small,med,unacc,1405,2
med,med,5more,2,big,med,unacc,1168,2
high,vhigh,2,4,med,high,unacc,446,2
high,high,2,more,big,low,unacc,564,2
low,med,4,4,small,low,unacc,1575,2
vhigh,vhigh,4,more,med,low,unacc,75,2
high,low,5more,2,big,high,unacc,845,2
vhigh,vhigh,4,2,med,high,unacc,59,2
high,high,2,2,big,high,unacc,548,2
med,med,2,2,small,med,unacc,1081,2
low,med,2,2,med,high,unacc,1517,2
vhigh,vhigh,4,more,big,low,unacc,78,2
high,vhigh,5more,2,med,med,unacc,517,2
vhigh,low,3,4,small,low,unacc,360,2
med,vhigh,2,2,small,high,unacc,866,2
vhigh,high,3,more,big,med,unacc,160,2
low,high,3,2,small,high,unacc,1433,2
med,high,5more,more,small,med,unacc,1072,2
high,med,2,more,small,med,unacc,667,2
high,vhigh,3,2,big,med,unacc,466,2
low,low,3,2,big,med,unacc,1654,2
vhigh,low,4,2,med,high,unacc,383,2
high,vhigh,5more,more,big,med,unacc,538,2
vhigh,vhigh,3,2,small,low,unacc,27,2
high,low,5more,2,med,med,unacc,841,2
high,med,5more,4,big,low,unacc,744,2
vhigh,med,4,4,med,low,unacc,282,2
vhigh,high,5more,2,med,high,unacc,194,2
med,vhigh,5more,2,big,med,unacc,952,2
high,low,2,4,small,low,unacc,765,2
high,vhigh,4,more,big,low,unacc,510,2
vhigh,vhigh,4,more,big,high,unacc,80,2
high,high,4,4,small,med,unacc,604,2
low,high,4,more,med,low,unacc,1479,2
vhigh,vhigh,5more,more,med,low,unacc,102,2
vhigh,high,4,2,big,med,unacc,169,2
low,low,3,4,small,low,unacc,1656,2
low,high,4,2,small,med,unacc,1459,2
vhigh,high,4,more,small,high,unacc,182,2
vhigh,vhigh,2,4,small,high,unacc,11,2
high,med,5more,more,med,high,acc,752,2
vhigh,med,5more,4,big,med,acc,313,2
high,low,4,4,med,high,acc,824,2
vhigh,med,2,4,big,med,acc,232,2
med,low,2,4,med,med,acc,1201,2
med,high,4,4,big,med,acc,1042,2
med,high,2,more,big,med,acc,997,2
low,high,3,more,small,med,acc,1450,2
med,vhigh,5more,more,med,med,acc,967,2
high,med,5more,4,med,high,acc,743,2
high,high,4,more,med,med,acc,616,2
low,vhigh,4,more,med,high,acc,1373,2
high,low,3,more,big,med,acc,808,2
med,high,3,4,med,high,acc,1013,2
med,med,5more,more,small,high,acc,1181,2
high,med,3,more,big,high,acc,701,2
vhigh,low,2,4,big,med,acc,340,2
vhigh,low,4,more,big,high,acc,404,2
low,low,2,more,med,med,acc,1642,2
med,low,2,4,small,med,acc,1198,2
med,med,4,4,med,med,acc,1147,2
high,med,4,more,small,high,acc,722,2
vhigh,low,5more,4,med,med,acc,418,2
med,high,3,more,med,high,acc,1022,2
low,high,5more,more,small,high,acc,1505,2
med,vhigh,4,4,big,med,acc,934,2
high,low,5more,4,med,high,acc,851,2
low,vhigh,4,4,med,med,acc,1363,2
high,low,2,more,big,med,acc,781,2
low,vhigh,3,4,big,med,acc,1339,2
low,vhigh,4,more,big,high,acc,1376,2
low,vhigh,5more,4,small,high,acc,1388,2
low,vhigh,5more,4,big,med,acc,1393,2
low,vhigh,4,4,med,high,acc,1364,2
high,low,3,4,big,high,acc,800,2
low,vhigh,2,4,small,high,acc,1307,2
low,high,2,more,big,med,acc,1429,2
med,high,4,more,med,med,acc,1048,2
high,low,4,4,med,med,acc,823,2
low,low,3,more,small,med,acc,1666,2
high,med,4,more,big,med,acc,727,2
med,med,3,4,small,high,acc,1118,2
high,med,2,more,big,high,acc,674,2
vhigh,low,3,4,big,med,acc,367,2
low,med,3,4,med,med,acc,1552,2
high,high,4,4,big,med,acc,610,2
vhigh,med,5more,more,small,high,acc,317,2
med,vhigh,4,more,med,high,acc,941,2
high,low,4,4,small,high,acc,821,2
med,high,5more,4,med,high,acc,1067,2
med,vhigh,5more,4,small,high,acc,956,2
vhigh,med,3,4,big,med,acc,259,2
med,vhigh,4,4,big,high,acc,935,2
med,high,5more,more,big,med,acc,1078,2
low,high,2,more,med,med,acc,1426,2
med,high,2,4,big,high,acc,989,2
vhigh,low,2,more,big,med,acc,349,2
low,low,4,more,small,med,acc,1693,2
med,med,4,4,small,high,acc,1145,2
vhigh,med,2,4,big,high,acc,233,2
low,low,5more,more,small,med,acc,1720,2
med,high,5more,4,big,med,acc,1069,2
vhigh,low,5more,more,big,high,acc,431,2
vhigh,low,3,more,med,med,acc,373,2
high,low,3,4,big,med,acc,799,2
low,med,2,4,med,med,acc,1525,2
vhigh,med,3,more,med,high,acc,266,2
vhigh,low,4,more,small,high,acc,398,2
vhigh,low,2,4,med,high,acc,338,2
low,high,4,4,small,med,acc,1468,2
med,vhigh,2,more,med,high,acc,887,2
med,vhigh,3,more,small,high,acc,911,2
high,med,5more,more,small,high,acc,749,2
med,low,3,more,small,med,acc,1234,2
vhigh,low,3,4,small,high,acc,362,2
vhigh,med,4,4,med,high,acc,284,2
med,vhigh,5more,4,med,med,acc,958,2
med,high,3,4,big,med,acc,1015,2
med,med,5more,4,small,high,acc,1172,2
med,med,3,4,big,med,acc,1123,2
low,low,2,4,small,med,acc,1630,2
low,high,4,4,big,med,acc,1474,2
low,vhigh,4,more,med,med,acc,1372,2
vhigh,low,5more,4,med,high,acc,419,2
med,vhigh,5more,more,big,med,acc,970,2
med,high,2,more,big,high,acc,998,2
vhigh,med,4,4,big,high,acc,287,2
low,high,3,4,small,med,acc,1441,2
med,med,4,more,small,med,acc,1153,2
med,med,5more,4,small,med,acc,1171,2
high,med,5more,more,big,med,acc,754,2
med,med,2,4,med,med,acc,1093,2
high,low,5more,4,big,high,acc,854,2
med,vhigh,4,4,med,high,acc,932,2
med,vhigh,2,4,med,high,acc,878,2
vhigh,low,5more,more,med,med,acc,427,2
med,vhigh,2,4,small,high,acc,875,2
high,low,3,more,big,high,acc,809,2
med,med,3,4,small,med,acc,1117,2
med,med,2,4,med,high,acc,1094,2
low,low,4,4,small,med,acc,1684,2
high,high,4,4,med,med,acc,607,2
high,high,5more,4,big,high,acc,638,2
low,vhigh,5more,more,big,high,acc,1403,2
low,high,3,more,big,med,acc,1456,2
vhigh,low,5more,more,med,high,acc,428,2
vhigh,low,2,more,big,high,acc,350,2
high,med,5more,4,big,high,acc,746,2
med,low,5more,more,small,med,acc,1288,2
low,low,3,4,small,med,acc,1657,2
vhigh,low,3,more,small,high,acc,371,2
high,high,5more,4,big,med,acc,637,2
low,vhigh,2,4,big,high,acc,1313,2
vhigh,med,3,4,small,high,acc,254,2
high,high,5more,4,med,high,acc,635,2
low,med,5more,4,small,med,acc,1603,2
med,med,2,4,small,med,acc,1090,2
high,high,4,more,big,high,acc,620,2
vhigh,low,5more,4,big,med,acc,421,2
high,low,5more,4,big,med,acc,853,2
high,med,2,4,big,high,acc,665,2
med,med,4,more,med,med,acc,1156,2
med,med,2,more,med,high,acc,1103,2
low,low,3,4,med,med,acc,1660,2
vhigh,med,3,more,big,med,acc,268,2
med,vhigh,4,4,med,med,acc,931,2
med,vhigh,5more,4,big,med,acc,961,2
high,high,2,4,small,high,acc,551,2
med,vhigh,2,more,big,high,acc,890,2
low,med,3,4,small,med,acc,1549,2
vhigh,low,2,4,small,high,acc,335,2
low,vhigh,4,4,small,high,acc,1361,2
vhigh,low,5more,4,big,high,acc,422,2
low,vhigh,5more,4,med,high,acc,1391,2
high,high,4,4,med,high,acc,608,2
vhigh,med,2,4,med,high,acc,230,2
high,low,3,more,small,high,acc,803,2
vhigh,low,5more,4,small,high,acc,416,2
low,high,3,more,med,med,acc,1453,2
low,high,4,more,small,med,acc,1477,2
high,low,5more,more,med,med,acc,859,2
med,vhigh,3,4,small,high,acc,902,2
low,high,2,more,med,high,acc,1427,2
low,vhigh,3,more,big,high,acc,1349,2
med,high,2,4,small,high,acc,983,2
high,low,5more,more,med,high,acc,860,2
high,high,5more,more,med,med,acc,643,2
