Class Name,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,sampleNum,set
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,n,84,1
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,327,1
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,y,n,276,1
republican,n,n,n,y,y,n,y,y,n,y,n,y,y,y,?,y,273,1
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,357,1
republican,n,y,n,y,y,y,n,n,n,n,n,n,y,y,n,y,369,1
republican,n,y,n,y,y,y,n,?,n,n,n,y,y,y,n,y,51,1
republican,y,n,n,y,y,y,n,n,n,y,n,?,y,y,n,n,282,1
republican,y,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,347,1
republican,y,y,n,y,y,y,n,n,n,y,y,n,y,n,n,n,363,1
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,330,1
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,n,113,1
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,279,1
republican,y,?,n,y,y,y,y,n,n,y,n,y,y,y,n,y,207,1
republican,y,y,y,y,y,y,y,y,n,y,?,?,?,y,n,y,413,1
republican,n,?,n,y,y,y,n,n,n,n,y,y,y,y,n,y,432,1
republican,n,y,n,y,y,y,n,?,n,y,n,y,y,y,n,?,191,1
republican,y,n,n,y,y,n,y,y,y,n,n,y,y,y,n,y,28,1
democrat,y,y,y,n,y,y,n,y,?,y,n,n,y,y,n,?,323,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,?,187,1
democrat,n,y,y,y,y,y,n,n,n,y,y,n,y,y,n,n,75,1
democrat,y,n,y,n,n,n,y,y,y,?,y,n,n,n,y,?,389,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,337,1
democrat,n,?,y,n,n,y,y,y,n,y,n,n,n,n,y,?,112,1
democrat,y,y,y,n,n,y,y,y,y,y,n,n,?,n,y,?,297,1
democrat,n,y,y,n,n,y,y,y,?,y,n,n,n,n,n,y,415,1
democrat,y,y,y,n,y,y,n,n,n,n,y,?,y,y,y,y,4,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,n,y,42,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,179,1
democrat,n,n,y,n,n,y,y,y,y,y,n,y,n,y,y,?,234,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,?,272,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,y,y,201,1
democrat,n,?,y,n,n,n,y,y,y,y,y,n,n,y,y,y,127,1
democrat,y,y,y,n,y,y,y,y,y,y,y,n,y,y,n,?,381,1
democrat,?,?,y,n,n,n,y,y,y,?,?,n,n,n,?,?,180,1
democrat,y,y,y,n,y,y,n,y,y,y,y,n,n,n,n,y,383,1
democrat,y,y,y,?,n,n,n,y,n,n,y,?,n,n,y,y,395,1
democrat,n,n,y,n,n,y,n,y,y,y,n,n,n,y,n,y,131,1
democrat,y,y,y,n,n,y,y,y,y,y,y,y,y,n,n,y,362,1
democrat,n,y,y,n,?,y,n,n,n,n,y,n,y,n,n,y,3,1
democrat,y,n,y,n,n,y,y,y,y,y,y,n,n,y,y,y,74,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,?,72,1
democrat,y,y,y,n,n,?,y,y,n,n,y,n,n,n,y,y,20,1
democrat,n,y,y,n,n,y,y,y,n,y,y,n,y,y,n,?,294,1
democrat,n,y,y,n,n,y,n,y,y,y,y,n,y,n,y,y,152,1
democrat,y,y,y,n,n,y,?,y,n,n,y,y,n,y,n,?,54,1
democrat,n,y,y,n,n,y,n,y,y,n,y,n,?,?,?,?,157,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,260,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,?,62,1
democrat,y,n,y,n,n,y,y,y,y,n,n,y,?,y,y,y,408,1
democrat,y,?,y,n,?,?,y,y,y,n,n,n,n,n,y,?,130,1
democrat,n,n,y,n,n,n,y,y,y,y,y,?,n,n,y,y,177,1
democrat,y,n,y,n,n,y,y,y,y,n,n,n,n,y,n,?,307,1
democrat,y,y,y,n,n,n,y,y,y,y,y,n,n,n,n,y,209,1
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,y,182,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,203,1
democrat,y,y,y,n,?,n,y,y,y,y,n,n,n,n,y,?,371,1
democrat,y,n,y,n,n,n,y,y,y,y,y,n,y,n,y,y,39,1
democrat,n,n,y,n,n,y,y,y,y,n,n,n,n,n,y,y,210,1
democrat,?,?,n,n,?,y,?,n,n,n,y,y,n,y,n,?,390,1
democrat,y,y,n,y,y,y,n,n,n,n,y,n,y,y,n,?,382,1
democrat,y,y,y,n,n,n,n,y,y,n,y,n,n,n,y,y,105,1
democrat,y,n,n,n,n,y,y,y,y,y,n,n,n,y,y,y,309,1
democrat,n,y,y,n,n,y,y,y,y,n,y,n,n,y,y,y,423,1
democrat,y,y,n,n,y,?,n,n,n,n,y,n,y,y,n,y,397,1
democrat,y,y,y,n,y,y,n,y,y,n,y,n,n,y,n,?,387,1
democrat,?,y,y,?,y,y,n,n,n,n,y,n,y,y,n,n,2,1
democrat,y,y,y,n,n,n,y,y,y,n,y,?,n,n,n,y,64,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,27,1
democrat,n,n,y,n,n,y,y,y,y,y,n,n,y,n,n,y,311,1
democrat,y,n,y,n,n,y,n,y,?,y,y,y,?,n,n,y,16,1
democrat,y,y,y,n,n,y,y,y,y,y,y,y,y,y,n,?,358,1
democrat,n,n,y,n,n,y,y,y,y,y,n,n,n,y,?,y,145,1
democrat,n,?,y,n,n,y,y,y,y,y,n,n,n,y,y,y,137,1
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,114,1
democrat,n,y,y,n,n,n,y,y,y,y,n,n,?,n,y,y,172,1
democrat,y,?,y,n,n,n,y,y,y,n,y,n,n,n,y,y,376,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,?,31,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,y,y,23,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,?,?,y,y,21,1
democrat,y,y,y,n,n,n,y,y,n,y,n,n,n,n,n,y,418,1
democrat,y,n,n,n,n,n,y,y,y,y,n,n,n,n,y,y,317,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,19,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,n,?,44,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,?,y,227,1
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,108,1
democrat,y,n,y,n,n,n,n,y,y,y,n,n,n,n,y,y,244,1
democrat,y,n,y,n,y,y,y,n,?,n,y,n,y,y,y,?,102,1
democrat,n,y,y,n,y,y,y,n,n,n,y,y,y,y,n,y,162,1
democrat,y,y,y,n,n,y,y,y,?,y,y,?,n,n,y,?,13,1
democrat,y,n,y,n,?,n,y,y,y,y,n,y,n,?,y,y,429,1
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,90,1
democrat,y,n,y,n,n,n,y,y,?,n,n,n,n,n,n,?,47,1
democrat,y,n,n,n,y,y,?,n,?,n,n,n,n,y,?,n,103,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,?,?,9,1
democrat,?,n,y,n,n,n,y,y,y,y,y,?,n,n,y,?,178,1
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,193,1
democrat,n,n,y,n,n,y,y,y,n,n,y,n,n,y,?,y,336,1
democrat,y,n,y,n,n,?,y,y,y,n,?,?,n,?,?,?,261,1
democrat,y,y,?,?,?,y,n,n,n,n,y,n,y,n,n,y,394,1
democrat,y,y,y,n,n,y,?,y,y,n,y,n,y,n,y,y,380,1
democrat,y,y,y,n,n,n,y,y,y,n,?,n,n,n,n,?,40,1
democrat,y,?,y,n,n,n,y,y,y,n,n,n,n,n,y,?,109,1
democrat,n,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y,258,1
democrat,y,y,y,n,n,y,y,y,y,y,n,n,n,n,n,y,98,1
democrat,y,n,y,n,n,n,y,y,y,y,y,n,n,y,y,y,241,1
democrat,n,y,y,n,n,n,n,y,y,n,y,n,n,y,y,y,219,1
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,y,50,1
democrat,n,n,y,n,n,y,?,y,?,y,y,y,n,y,y,?,286,1
democrat,n,y,y,n,n,y,n,y,y,y,n,n,y,y,n,y,320,1
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,y,46,1
democrat,y,y,y,n,y,y,n,n,?,y,n,n,n,y,y,?,216,1
democrat,y,n,n,n,y,y,n,n,n,n,y,y,n,y,n,y,100,1
democrat,y,n,n,n,y,y,y,n,n,y,y,n,n,y,n,y,97,1
democrat,n,y,y,n,y,y,n,n,n,n,y,n,n,n,y,?,221,1
democrat,n,y,y,n,n,n,y,y,y,y,n,n,n,n,y,y,175,1
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,n,y,269,1
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,236,1
democrat,y,y,y,n,?,y,n,?,n,n,y,n,y,y,n,?,322,1
democrat,n,y,y,n,n,y,y,y,?,n,y,y,n,n,y,y,334,1
democrat,?,?,y,n,n,n,y,y,?,n,?,?,?,?,?,?,129,1
democrat,y,n,y,n,n,y,y,y,y,y,y,n,n,n,y,y,202,1
democrat,y,y,n,n,y,y,n,n,n,n,y,y,y,y,y,n,385,1
democrat,n,y,y,n,y,y,n,n,n,n,n,n,y,y,y,y,5,1
democrat,n,n,y,n,n,n,y,y,y,y,y,n,?,n,y,?,198,1
