buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,set
med,high,2,more,small,med,unacc,991,2
med,vhigh,5more,more,small,low,unacc,963,2
high,vhigh,4,2,small,low,unacc,486,2
high,low,5more,2,med,med,unacc,841,2
low,low,3,more,med,low,unacc,1668,2
high,high,3,more,big,low,unacc,591,2
high,vhigh,2,4,med,med,unacc,445,2
med,vhigh,4,2,small,med,unacc,919,2
vhigh,high,5more,2,small,med,unacc,190,2
med,low,3,2,small,low,unacc,1215,2
low,vhigh,4,2,small,med,unacc,1351,2
high,vhigh,5more,4,med,med,unacc,526,2
low,vhigh,4,2,med,low,unacc,1353,2
vhigh,vhigh,3,2,big,high,unacc,35,2
high,med,5more,2,small,low,unacc,729,2
high,high,3,2,big,low,unacc,573,2
low,low,2,4,med,low,unacc,1632,2
low,low,5more,more,big,low,unacc,1725,2
vhigh,high,2,2,small,high,unacc,110,2
med,high,2,2,big,low,unacc,978,2
low,low,3,2,med,low,unacc,1650,2
vhigh,vhigh,4,more,med,high,unacc,77,2
high,low,3,4,med,med,unacc,796,2
high,vhigh,5more,more,big,low,unacc,537,2
med,high,4,2,big,med,unacc,1033,2
vhigh,high,5more,2,med,low,unacc,192,2
med,low,3,more,big,low,unacc,1239,2
high,low,2,more,med,med,unacc,778,2
vhigh,med,2,4,small,low,unacc,225,2
high,vhigh,2,more,big,high,unacc,458,2
vhigh,med,3,2,med,high,unacc,248,2
low,med,4,more,small,low,unacc,1584,2
med,med,2,more,big,low,unacc,1104,2
vhigh,vhigh,5more,2,small,med,unacc,82,2
med,high,3,4,small,low,unacc,1008,2
high,med,5more,2,small,med,unacc,730,2
low,med,2,2,med,low,unacc,1515,2
vhigh,vhigh,5more,2,med,med,unacc,85,2
high,vhigh,5more,more,med,med,unacc,535,2
vhigh,vhigh,5more,more,small,low,unacc,99,2
high,low,2,2,med,low,unacc,759,2
high,high,4,more,small,low,unacc,612,2
vhigh,med,2,more,med,med,unacc,238,2
low,med,2,4,med,low,unacc,1524,2
med,high,2,2,med,low,unacc,975,2
high,high,3,4,med,low,unacc,579,2
med,med,5more,more,small,low,unacc,1179,2
vhigh,vhigh,4,more,big,high,unacc,80,2
vhigh,med,4,4,small,low,unacc,279,2
med,high,4,more,small,low,unacc,1044,2
high,vhigh,3,2,small,med,unacc,460,2
low,med,4,more,med,low,unacc,1587,2
high,vhigh,2,more,small,high,unacc,452,2
low,med,3,2,small,high,unacc,1541,2
vhigh,low,4,more,small,med,unacc,397,2
high,vhigh,4,more,med,med,unacc,508,2
low,high,2,more,small,med,unacc,1423,2
low,med,2,2,small,low,unacc,1512,2
vhigh,high,3,4,small,high,unacc,146,2
vhigh,low,3,2,small,med,unacc,352,2
low,med,2,4,big,low,unacc,1527,2
vhigh,low,5more,4,small,med,unacc,415,2
high,high,4,2,big,low,unacc,600,2
low,med,4,2,big,high,unacc,1574,2
med,low,5more,2,med,high,unacc,1274,2
high,high,5more,4,small,low,unacc,630,2
vhigh,high,5more,2,small,low,unacc,189,2
med,low,2,more,med,low,unacc,1209,2
vhigh,med,5more,more,small,low,unacc,315,2
vhigh,low,3,more,small,low,unacc,369,2
vhigh,high,3,2,small,high,unacc,137,2
high,vhigh,4,4,big,med,unacc,502,2
vhigh,med,5more,2,big,med,unacc,304,2
vhigh,low,4,2,big,med,unacc,385,2
high,low,5more,2,big,med,unacc,844,2
high,vhigh,2,more,med,low,unacc,453,2
med,vhigh,2,2,med,high,unacc,869,2
high,vhigh,2,more,big,med,unacc,457,2
vhigh,high,5more,more,med,med,unacc,211,2
vhigh,low,2,4,med,med,unacc,337,2
vhigh,vhigh,3,2,small,low,unacc,27,2
high,high,2,more,med,med,unacc,562,2
med,med,5more,2,big,high,unacc,1169,2
med,vhigh,5more,more,med,low,unacc,966,2
vhigh,low,2,2,small,med,unacc,325,2
low,low,4,more,small,low,unacc,1692,2
med,high,2,4,big,low,unacc,987,2
vhigh,med,5more,2,med,low,unacc,300,2
high,low,3,2,small,med,unacc,784,2
high,vhigh,2,4,big,low,unacc,447,2
low,low,3,4,small,low,unacc,1656,2
vhigh,vhigh,4,2,med,med,unacc,58,2
low,high,5more,2,big,med,unacc,1492,2
vhigh,med,3,4,small,med,unacc,253,2
low,med,3,more,med,low,unacc,1560,2
low,med,2,4,small,low,unacc,1521,2
med,vhigh,3,2,med,high,unacc,896,2
med,med,2,4,big,low,unacc,1095,2
med,vhigh,4,2,med,med,unacc,922,2
med,high,5more,2,big,low,unacc,1059,2
vhigh,low,3,4,small,low,unacc,360,2
low,vhigh,3,4,med,low,unacc,1335,2
vhigh,med,3,2,big,med,unacc,250,2
low,high,3,2,small,low,unacc,1431,2
low,low,5more,2,big,med,unacc,1708,2
low,med,5more,2,small,high,unacc,1595,2
vhigh,high,3,2,med,low,unacc,138,2
vhigh,med,2,4,med,low,unacc,228,2
vhigh,med,3,2,small,high,unacc,245,2
med,low,3,2,small,high,unacc,1217,2
vhigh,vhigh,2,4,big,med,unacc,16,2
vhigh,med,4,2,small,high,unacc,272,2
low,vhigh,2,2,med,low,unacc,1299,2
low,vhigh,2,more,big,low,unacc,1320,2
low,med,4,4,small,low,unacc,1575,2
high,vhigh,5more,2,med,med,unacc,517,2
med,med,5more,2,small,low,unacc,1161,2
vhigh,high,4,more,med,low,unacc,183,2
vhigh,high,5more,4,med,low,unacc,201,2
med,high,2,2,med,high,unacc,977,2
low,vhigh,4,4,small,low,unacc,1359,2
low,vhigh,2,2,big,high,unacc,1304,2
vhigh,high,4,4,big,med,unacc,178,2
med,vhigh,4,more,small,low,unacc,936,2
med,high,2,4,med,med,unacc,985,2
vhigh,low,2,more,small,high,unacc,344,2
low,low,3,4,big,low,unacc,1662,2
high,vhigh,5more,2,small,low,unacc,513,2
high,low,4,2,med,high,unacc,815,2
low,low,3,2,small,high,unacc,1649,2
med,vhigh,4,2,big,low,unacc,924,2
vhigh,high,5more,more,big,high,unacc,215,2
high,med,2,2,small,med,unacc,649,2
low,low,5more,2,big,high,unacc,1709,2
high,low,5more,4,small,med,unacc,847,2
med,low,5more,more,small,low,unacc,1287,2
vhigh,high,5more,2,med,med,unacc,193,2
high,vhigh,5more,2,med,low,unacc,516,2
vhigh,vhigh,4,4,big,med,unacc,70,2
vhigh,high,4,4,med,low,unacc,174,2
high,vhigh,3,4,small,low,unacc,468,2
high,med,3,2,small,med,unacc,676,2
low,low,3,more,small,low,unacc,1665,2
low,vhigh,4,4,small,med,unacc,1360,2
high,low,4,2,small,low,unacc,810,2
low,vhigh,4,2,small,high,unacc,1352,2
low,low,5more,2,small,high,unacc,1703,2
vhigh,high,5more,4,med,med,unacc,202,2
low,med,2,more,big,low,unacc,1536,2
med,low,2,2,big,low,unacc,1194,2
low,vhigh,5more,more,small,med,unacc,1396,2
med,vhigh,2,2,big,high,unacc,872,2
low,vhigh,3,4,small,low,unacc,1332,2
med,med,2,more,small,med,unacc,1099,2
med,vhigh,3,4,big,low,unacc,906,2
low,high,3,2,med,high,unacc,1436,2
low,vhigh,3,more,big,low,unacc,1347,2
vhigh,high,2,4,med,low,unacc,120,2
med,vhigh,3,2,small,med,unacc,892,2
high,high,5more,2,med,high,unacc,626,2
low,vhigh,2,4,med,low,unacc,1308,2
med,vhigh,3,4,med,med,unacc,904,2
high,high,3,2,big,high,unacc,575,2
vhigh,vhigh,3,more,small,med,unacc,46,2
low,vhigh,2,2,med,high,unacc,1301,2
low,vhigh,2,more,small,low,unacc,1314,2
vhigh,med,2,4,big,low,unacc,231,2
high,low,4,2,big,med,unacc,817,2
low,vhigh,5more,more,small,low,unacc,1395,2
low,med,4,2,big,low,unacc,1572,2
vhigh,low,3,more,med,low,unacc,372,2
vhigh,med,2,4,small,med,unacc,226,2
med,med,2,2,small,low,unacc,1080,2
high,low,4,2,med,low,unacc,813,2
high,med,2,more,small,low,unacc,666,2
high,high,2,2,big,low,unacc,546,2
low,vhigh,4,more,med,low,unacc,1371,2
vhigh,high,3,2,small,med,unacc,136,2
low,med,2,more,small,high,unacc,1532,2
low,vhigh,3,2,med,high,unacc,1328,2
vhigh,vhigh,5more,4,med,low,unacc,93,2
vhigh,med,2,4,med,med,unacc,229,2
high,low,2,2,big,high,unacc,764,2
high,vhigh,3,4,med,high,unacc,473,2
vhigh,high,3,more,big,med,unacc,160,2
vhigh,low,4,4,small,low,unacc,387,2
med,vhigh,3,4,small,low,unacc,900,2
vhigh,med,5more,4,small,low,unacc,306,2
vhigh,low,3,4,med,med,unacc,364,2
vhigh,vhigh,5more,4,big,med,unacc,97,2
high,med,4,more,med,low,unacc,723,2
vhigh,vhigh,2,more,big,high,unacc,26,2
vhigh,high,2,more,big,med,unacc,133,2
low,med,3,2,big,med,unacc,1546,2
high,low,2,more,med,low,unacc,777,2
high,med,5more,4,med,low,unacc,741,2
low,med,4,2,small,high,unacc,1568,2
vhigh,med,2,more,small,med,unacc,235,2
med,low,4,2,small,med,unacc,1243,2
high,low,3,2,med,med,unacc,787,2
med,low,4,4,med,low,unacc,1254,2
vhigh,low,4,4,big,low,unacc,393,2
high,med,3,2,big,low,unacc,681,2
vhigh,vhigh,3,4,small,low,unacc,36,2
high,med,3,2,small,high,unacc,677,2
high,med,3,4,big,low,unacc,690,2
vhigh,med,4,more,big,low,unacc,294,2
low,high,5more,2,big,low,unacc,1491,2
high,low,5more,2,big,high,unacc,845,2
high,med,3,2,small,low,unacc,675,2
med,low,5more,4,small,low,unacc,1278,2
high,high,5more,2,med,low,unacc,624,2
vhigh,low,4,4,small,med,unacc,388,2
high,vhigh,5more,2,big,low,unacc,519,2
low,med,5more,2,small,low,unacc,1593,2
low,high,4,more,big,low,unacc,1482,2
low,low,4,4,med,low,unacc,1686,2
vhigh,med,5more,more,big,low,unacc,321,2
high,high,4,4,small,low,unacc,603,2
high,med,4,2,small,med,unacc,703,2
vhigh,high,4,2,big,med,unacc,169,2
high,vhigh,3,more,med,med,unacc,481,2
vhigh,low,5more,2,small,med,unacc,406,2
low,vhigh,5more,2,small,low,unacc,1377,2
vhigh,high,2,2,med,high,unacc,113,2
high,low,2,more,small,high,unacc,776,2
low,high,3,more,big,low,unacc,1455,2
med,high,3,2,big,med,unacc,1006,2
med,med,5more,2,med,med,unacc,1165,2
med,high,3,2,med,high,unacc,1004,2
vhigh,med,4,more,med,low,unacc,291,2
low,med,3,2,med,high,unacc,1544,2
med,med,2,2,big,low,unacc,1086,2
low,low,5more,2,small,med,unacc,1702,2
high,low,4,2,small,high,unacc,812,2
med,high,3,2,small,low,unacc,999,2
vhigh,vhigh,4,2,big,high,unacc,62,2
vhigh,high,3,2,med,high,unacc,140,2
med,high,3,more,med,low,unacc,1020,2
vhigh,vhigh,5more,2,med,high,unacc,86,2
vhigh,med,4,2,small,low,unacc,270,2
high,vhigh,4,2,big,med,unacc,493,2
vhigh,med,3,2,med,low,unacc,246,2
vhigh,med,3,2,med,med,unacc,247,2
vhigh,high,2,4,small,med,unacc,118,2
low,vhigh,2,more,small,high,unacc,1316,2
vhigh,med,2,more,small,high,unacc,236,2
med,med,5more,2,small,med,unacc,1162,2
high,vhigh,5more,4,big,low,unacc,528,2
high,vhigh,4,more,big,high,unacc,512,2
vhigh,vhigh,2,2,big,high,unacc,8,2
low,vhigh,4,2,med,high,unacc,1355,2
low,med,5more,more,med,low,unacc,1614,2
med,med,2,more,med,low,unacc,1101,2
low,vhigh,5more,2,med,med,unacc,1381,2
low,low,2,more,small,med,unacc,1639,2
low,low,3,2,big,med,unacc,1654,2
med,med,4,2,small,low,unacc,1134,2
med,med,4,2,med,high,unacc,1139,2
high,high,4,4,small,med,unacc,604,2
vhigh,low,5more,2,small,low,unacc,405,2
low,vhigh,3,more,small,med,unacc,1342,2
vhigh,vhigh,5more,4,small,low,unacc,90,2
med,low,5more,2,med,med,unacc,1273,2
high,low,4,more,small,med,unacc,829,2
high,med,4,2,big,high,unacc,710,2
vhigh,med,3,more,med,low,unacc,264,2
high,low,3,2,big,med,unacc,790,2
vhigh,low,4,2,big,low,unacc,384,2
med,low,2,2,big,med,unacc,1195,2
med,med,4,2,med,low,unacc,1137,2
med,vhigh,4,2,big,high,unacc,926,2
high,med,2,4,small,med,unacc,658,2
low,low,2,2,med,med,unacc,1624,2
med,high,4,2,big,low,unacc,1032,2
low,high,5more,2,small,med,unacc,1486,2
low,med,5more,4,big,low,unacc,1608,2
high,high,5more,more,small,low,unacc,639,2
vhigh,low,4,2,med,med,unacc,382,2
high,low,4,2,small,med,unacc,811,2
med,vhigh,5more,4,small,med,unacc,955,2
high,vhigh,2,2,big,high,unacc,440,2
high,vhigh,5more,4,small,med,unacc,523,2
vhigh,high,2,4,big,high,unacc,125,2
vhigh,low,2,more,med,med,unacc,346,2
vhigh,vhigh,4,2,small,med,unacc,55,2
med,vhigh,2,more,small,low,unacc,882,2
high,vhigh,5more,more,med,high,unacc,536,2
vhigh,vhigh,2,more,small,high,unacc,20,2
high,vhigh,3,4,med,low,unacc,471,2
high,vhigh,3,4,big,med,unacc,475,2
low,med,5more,2,small,med,unacc,1594,2
vhigh,vhigh,3,2,med,low,unacc,30,2
med,high,5more,2,med,low,unacc,1056,2
low,low,2,2,med,low,unacc,1623,2
med,vhigh,2,more,med,med,unacc,886,2
high,med,4,more,big,low,unacc,726,2
high,med,2,2,big,med,unacc,655,2
med,med,2,2,med,low,unacc,1083,2
vhigh,vhigh,5more,2,big,low,unacc,87,2
vhigh,low,2,more,small,med,unacc,343,2
low,med,5more,2,med,high,unacc,1598,2
high,med,5more,more,med,low,unacc,750,2
vhigh,high,4,4,med,high,unacc,176,2
med,high,5more,4,med,low,unacc,1065,2
low,med,5more,2,big,low,unacc,1599,2
high,high,5more,4,small,med,unacc,631,2
med,high,3,4,small,med,unacc,1009,2
vhigh,vhigh,2,2,small,low,unacc,0,2
med,med,4,2,big,low,unacc,1140,2
vhigh,med,4,2,med,high,unacc,275,2
vhigh,high,3,more,med,med,unacc,157,2
low,vhigh,3,more,med,high,acc,1346,2
med,low,3,more,small,med,acc,1234,2
med,vhigh,3,more,big,med,acc,916,2
high,low,5more,more,small,high,acc,857,2
med,high,4,4,big,med,acc,1042,2
vhigh,low,4,4,small,high,acc,389,2
med,high,3,more,med,high,acc,1022,2
med,med,3,4,med,high,acc,1121,2
vhigh,low,2,more,big,med,acc,349,2
med,med,2,4,med,high,acc,1094,2
low,vhigh,4,4,med,med,acc,1363,2
low,vhigh,5more,more,med,high,acc,1400,2
med,vhigh,3,4,big,high,acc,908,2
vhigh,med,2,4,big,med,acc,232,2
low,high,4,4,small,med,acc,1468,2
high,med,4,4,big,med,acc,718,2
vhigh,med,4,4,med,high,acc,284,2
high,low,2,4,small,high,acc,767,2
low,vhigh,2,more,big,med,acc,1321,2
vhigh,low,4,more,big,med,acc,403,2
vhigh,med,2,4,big,high,acc,233,2
low,vhigh,2,4,big,high,acc,1313,2
med,vhigh,5more,more,med,high,acc,968,2
low,med,2,4,small,med,acc,1522,2
vhigh,low,4,more,small,high,acc,398,2
med,med,3,4,med,med,acc,1120,2
low,high,3,4,small,med,acc,1441,2
med,low,5more,4,small,med,acc,1279,2
low,high,3,more,small,med,acc,1450,2
high,high,4,more,med,med,acc,616,2
low,vhigh,4,4,med,high,acc,1364,2
vhigh,med,4,more,big,high,acc,296,2
high,high,2,4,small,high,acc,551,2
med,vhigh,3,more,big,high,acc,917,2
low,high,3,4,big,med,acc,1447,2
vhigh,low,4,more,med,high,acc,401,2
high,high,3,4,small,high,acc,578,2
vhigh,low,5more,more,big,med,acc,430,2
high,med,5more,more,big,high,acc,755,2
med,med,3,4,small,med,acc,1117,2
med,vhigh,4,more,med,high,acc,941,2
low,vhigh,4,more,small,high,acc,1370,2
med,high,2,4,big,med,acc,988,2
low,high,2,more,med,med,acc,1426,2
low,vhigh,4,4,big,high,acc,1367,2
high,high,3,more,med,med,acc,589,2
med,high,3,4,med,high,acc,1013,2
high,med,4,more,med,high,acc,725,2
low,med,3,more,small,med,acc,1558,2
vhigh,med,5more,4,small,high,acc,308,2
low,low,2,more,med,med,acc,1642,2
low,high,2,4,med,high,acc,1418,2
high,high,4,more,big,med,acc,619,2
low,vhigh,5more,4,small,high,acc,1388,2
high,med,3,4,big,high,acc,692,2
high,high,2,4,big,med,acc,556,2
vhigh,med,5more,4,big,med,acc,313,2
high,high,4,4,big,high,acc,611,2
high,med,5more,4,med,med,acc,742,2
med,med,4,4,small,med,acc,1144,2
high,high,5more,4,big,high,acc,638,2
high,med,5more,more,big,med,acc,754,2
med,high,2,4,small,high,acc,983,2
med,med,5more,4,med,med,acc,1174,2
med,vhigh,3,more,med,med,acc,913,2
vhigh,med,4,more,med,high,acc,293,2
low,high,4,4,med,med,acc,1471,2
med,vhigh,2,more,med,high,acc,887,2
low,vhigh,4,more,big,high,acc,1376,2
high,high,2,more,big,high,acc,566,2
med,med,3,4,big,med,acc,1123,2
vhigh,low,5more,more,med,med,acc,427,2
low,high,3,more,big,med,acc,1456,2
low,high,5more,4,small,high,acc,1496,2
high,high,3,4,med,high,acc,581,2
vhigh,med,3,more,small,high,acc,263,2
med,med,2,more,big,med,acc,1105,2
high,low,5more,4,small,high,acc,848,2
low,vhigh,4,more,med,high,acc,1373,2
vhigh,low,5more,4,small,high,acc,416,2
med,high,5more,4,small,high,acc,1064,2
vhigh,low,2,4,med,high,acc,338,2
vhigh,low,3,more,med,med,acc,373,2
high,low,2,4,med,high,acc,770,2
low,high,2,4,small,high,acc,1415,2
low,vhigh,4,4,small,high,acc,1361,2
med,vhigh,4,4,med,med,acc,931,2
med,vhigh,5more,4,big,high,acc,962,2
high,low,3,more,small,high,acc,803,2
high,low,3,more,big,high,acc,809,2
high,med,3,more,med,high,acc,698,2
med,vhigh,5more,4,small,high,acc,956,2
med,vhigh,2,4,big,high,acc,881,2
med,high,5more,more,big,med,acc,1078,2
vhigh,med,4,4,big,med,acc,286,2
low,high,5more,more,big,med,acc,1510,2
high,low,4,more,med,high,acc,833,2
low,low,2,4,med,med,acc,1633,2
low,med,4,4,small,med,acc,1576,2
vhigh,low,3,4,big,med,acc,367,2
med,med,4,4,big,med,acc,1150,2
high,med,4,more,big,med,acc,727,2
high,med,2,more,big,med,acc,673,2
low,high,3,4,med,high,acc,1445,2
low,low,2,4,small,med,acc,1630,2
low,low,5more,more,small,med,acc,1720,2
med,vhigh,5more,more,big,med,acc,970,2
low,high,3,4,med,med,acc,1444,2
low,vhigh,3,4,big,high,acc,1340,2
high,low,3,4,small,high,acc,794,2
med,high,5more,4,big,high,acc,1070,2
low,high,2,4,med,med,acc,1417,2
low,vhigh,3,4,big,med,acc,1339,2
vhigh,low,5more,more,med,high,acc,428,2
low,high,4,4,big,med,acc,1474,2
high,med,2,4,big,high,acc,665,2
high,med,4,4,med,med,acc,715,2
high,high,5more,more,med,med,acc,643,2
low,med,4,more,small,med,acc,1585,2
high,high,5more,more,small,high,acc,641,2
med,med,4,4,med,med,acc,1147,2
high,med,5more,4,med,high,acc,743,2
vhigh,low,5more,more,small,high,acc,425,2
vhigh,low,4,more,big,high,acc,404,2
med,vhigh,4,4,big,med,acc,934,2
vhigh,low,4,4,big,high,acc,395,2
low,high,4,more,small,med,acc,1477,2
high,high,4,4,med,high,acc,608,2
high,low,5more,4,big,med,acc,853,2
high,med,2,4,med,high,acc,662,2
vhigh,med,2,more,med,high,acc,239,2
med,high,5more,4,big,med,acc,1069,2
low,med,5more,4,small,med,acc,1603,2
high,low,3,more,med,med,acc,805,2
high,low,3,4,big,med,acc,799,2
low,vhigh,5more,more,big,med,acc,1402,2
high,high,5more,4,big,med,acc,637,2
med,vhigh,5more,more,small,high,acc,965,2
vhigh,low,4,more,med,med,acc,400,2
med,med,4,more,small,high,acc,1154,2
low,high,2,4,small,med,acc,1414,2
vhigh,med,3,more,med,high,acc,266,2
med,med,3,more,big,med,acc,1132,2
high,low,3,more,big,med,acc,808,2
low,high,5more,4,big,med,acc,1501,2
low,vhigh,2,4,small,high,acc,1307,2
low,high,4,more,big,med,acc,1483,2
high,low,5more,more,med,med,acc,859,2
